epoch,step,effective_epoch,epsilon_spent,test_loss,test_accuracy,elapsed_seconds,eval_seconds
1,6,1.0,nan,0.0159723162651062,0.9842787879065217,0.8767768228426576,0.0010750535875558853
2,12,2.0,nan,0.024661390110850334,0.9759321563700352,0.9246836211532354,0.0007568225264549255
3,18,3.0,nan,0.033591192215681076,0.9675005045818236,0.9677551733329892,0.0008450932800769806
