epoch,step,effective_epoch,epsilon_spent,test_loss,test_accuracy,elapsed_seconds,eval_seconds
1,98,1.00352,1.3382474438957235,1.043237045288086,0.6665,249.09922897350043,11.171950872987509
2,196,2.00704,1.9144287361494874,0.529133544921875,0.831,420.26897836476564,10.718797497451305
3,293,3.00032,2.354260477121064,0.36038375396728517,0.8817,593.4384067971259,12.352948488667607
4,391,4.00384,2.763156151403835,0.3058714958190918,0.9009,757.3868196541443,11.242173662409186
5,488,4.99712,2.9999999999999907,0.28703963165283203,0.911,927.8652292862535,10.402817496098578
