epoch,step,effective_epoch,epsilon_spent,test_loss,test_accuracy,elapsed_seconds,eval_seconds
1,6,1.0,nan,0.0018031354993581772,0.9982001099462926,0.8402871424332261,0.0010845717042684555
2,12,2.0,nan,0.004775160923600197,0.9952475328717214,0.8740403084084392,0.0005402751266956329
3,18,3.0,nan,0.005480804946273565,0.9945490705349005,0.9151098616421223,0.0007154503837227821
