step,p_mean,p_median,p_p10,p_p25,p_p75,p_p90,p_rms,relative_change
1,766.6750427566816,108.53733825683594,44.50100746154785,63.64113807678223,229.56872177124023,583.1866271972661,53519.268974237704,0.0
2,127.24323983814682,85.52458953857422,44.17624206542969,58.81849670410156,134.93627166748047,224.5872207641602,310.77247277324943,0.9998768030083638
3,96.70844963218653,77.69939041137695,44.92243919372559,57.07317543029785,111.48290252685547,163.16533660888675,130.89235520912774,0.851633995437845
4,85.61042750917657,73.35332489013672,45.62064819335937,56.22410488128662,99.78802108764648,137.20615386962893,98.68989708670162,0.5372677543428803
5,79.80505041654193,70.87199401855469,46.3497200012207,55.96807670593262,92.82532501220703,122.45904083251958,88.10303127105125,0.2978083339895665
6,76.27665586694444,69.30160903930664,46.99240913391113,55.911970138549805,88.3230209350586,113.07023544311524,82.29044883981331,0.21662194453012829
7,73.9159933392953,68.22166061401367,47.56397323608398,55.93728256225586,85.17408180236816,106.57594757080082,78.59665031728996,0.16983358018108755
8,72.22087454778614,67.42588424682617,48.06719856262207,56.00011730194092,82.83789253234863,101.7816131591797,76.0382122184261,0.13906762847618806
9,70.95353766188487,66.81879425048828,48.52052383422851,56.08324146270752,81.00984191894531,98.13962326049806,74.17125010198203,0.11747103301483684
10,69.97080142577778,66.3317756652832,48.934431076049805,56.166887283325195,79.55845260620117,95.22226638793946,72.74897147592911,0.10131802411651034
11,69.17960224660274,65.94025802612305,49.304325103759766,56.259161949157715,78.35968780517578,92.84193801879884,71.62075841924155,0.08921363995211332
12,68.53748341775675,65.60637664794922,49.649044036865234,56.35849189758301,77.3495979309082,90.8750816345215,70.71487473374647,0.07952096260668484
13,68.0005698506985,65.33142852783203,49.95608558654785,56.45532989501953,76.4983901977539,89.21971054077149,69.96442370943562,0.07173765559816464
14,67.54507749174459,65.09201049804688,50.24673500061035,56.548583984375,75.75653076171875,87.76954956054689,69.33261937498226,0.0652866373622498
15,67.1539798563938,64.88924789428711,50.514441299438474,56.64071559906006,75.0959300994873,86.49666976928712,68.79491855518134,0.059927906181117645
16,66.81537155487518,64.70575714111328,50.7611442565918,56.731019020080566,74.52374839782715,85.38426971435547,68.33015484786232,0.05548209437692118
17,66.52270074896111,64.5526123046875,50.994069290161136,56.81288528442383,74.01416015625,84.43211288452149,67.93103009481777,0.05130433406626837
18,66.25886256000834,64.411376953125,51.21195411682129,56.89360523223877,73.54313468933105,83.55647048950196,67.5735986009521,0.048115340228228345
19,66.02786959006916,64.2874870300293,51.412208557128906,56.9742546081543,73.13046073913574,82.76528854370117,67.26084970773226,0.045025281559381194
20,65.82223544748145,64.17920303344727,51.60373039245606,57.04541873931885,72.7628402709961,82.05481567382813,66.98304441117799,0.042388298060503295
21,65.63590900449334,64.07788467407227,51.78768310546875,57.11165904998779,72.41069602966309,81.39934692382815,66.73268975780636,0.04008160870177876
22,65.46974329233107,63.98700714111328,51.95106925964355,57.1827917098999,72.10030364990234,80.80872726440431,66.50980700220533,0.03790076265332961
23,65.31672179541586,63.90616226196289,52.11310958862305,57.24569797515869,71.80821228027344,80.25224990844727,66.3048853226039,0.03608802004994614
