epoch,step,effective_epoch,epsilon_spent,test_loss,test_accuracy,elapsed_seconds,eval_seconds
1,6,1.0,2.9623066441598516,0.015882091596722603,0.9843662057554733,2.315606178715825,0.001145513728260994
2,12,2.0,2.9991903457291054,0.024071665480732918,0.9764941592545353,3.4996137702837586,0.0014333231374621391
3,18,3.0,2.9999999999999907,0.032223254442214966,0.968782669540198,3.558133590966463,0.0006218515336513519
