epoch,step,effective_epoch,epsilon_spent,test_loss,test_accuracy,elapsed_seconds,eval_seconds
1,98,1.00352,nan,1.104466778564453,0.6215,150.13199121598154,10.078270457684994
2,196,2.00704,nan,0.5640806640625,0.8131,218.40470841992646,11.447022994980216
3,293,3.00032,nan,0.4095130180358887,0.8639,287.9004266606644,11.437112003564835
4,391,4.00384,nan,0.36475577087402344,0.8844,358.3362912693992,12.091993313282728
5,488,4.99712,nan,0.34255853424072263,0.8977,426.6063742963597,10.364023310132325
