epoch,step,effective_epoch,epsilon_spent,test_loss,test_accuracy,elapsed_seconds,eval_seconds
1,6,1.0,2.9623066441598516,0.0004957020282745361,0.9995045435704825,1.0250687934458256,0.0005175657570362091
2,12,2.0,2.9991903457291054,0.0015041751321405172,0.9984980840125384,1.2171806152909994,0.0005085738375782967
3,18,3.0,2.9999999999999907,0.004287904128432274,0.9957304034920609,1.2793001886457205,0.0005244622007012367
