strategy,sgd,sgd_wd,momentum,momentum_wd,adam_momentum,adam_momentum_wd
sgd,0.0,2.1328547293140735e-05,0.3162088071952848,0.3160899620346427,0.07485804150745178,0.0748573416352351
sgd_wd,2.1328723694224244e-05,0.0,0.31622458271556464,0.31610573874399095,0.0748658383074512,0.07486513931973797
momentum,0.2746661370787342,0.2746775682894614,0.0,0.00014780241414770023,0.232397660537136,0.23239651404064138
momentum_wd,0.27457983511813794,0.274591268920463,0.0001478115276934979,0.0,0.2323311047073435,0.23232995718107927
adam_momentum,0.07309019268589902,0.07309720079471041,0.2612289112677499,0.2611379966672384,0.0,3.318850206348882e-06
adam_momentum_wd,0.073089455108608,0.07309646408147819,0.26122742870297067,0.2611365130919269,3.318847743723298e-06,0.0
