seed,window_index,start_step,end_step,mean_p_relative_change,C_momentum,C_frozen_p,C_dynamic_clean_p,C_real_adamw,delta_p_cancellation,extra_real_effect
2,0,1,16,0.08603063970804214,1.2374837398529053,1.2240829467773438,1.1191517114639282,7.720375061035156,-0.10493123531341553,6.601223349571228
2,1,17,32,0.006512286141514778,1.2790954113006592,1.2782753705978394,1.2787145376205444,13.432706832885742,0.0004391670227050781,12.153992295265198
2,2,33,48,0.003478903789073229,1.286899447441101,1.302979588508606,1.3031593561172485,14.052835464477539,0.00017976760864257812,12.74967610836029
2,3,49,64,0.0025563687086105347,1.2873046398162842,1.286200761795044,1.2868154048919678,13.879837989807129,0.0006146430969238281,12.593022584915161
2,4,65,80,0.0022712366189807653,1.285962700843811,1.3042354583740234,1.303985595703125,13.252826690673828,-0.0002498626708984375,11.948841094970703
2,5,81,96,0.0013734974199905992,1.287125825881958,1.3230291604995728,1.3228710889816284,12.544273376464844,-0.00015807151794433594,11.221402287483215
2,6,97,112,0.0011088597821071744,1.2892755270004272,1.3105378150939941,1.3104968070983887,11.888233184814453,-4.100799560546875e-05,10.577736377716064
2,7,113,128,0.0009423453593626618,1.2877548933029175,1.1856800317764282,1.1858506202697754,11.308357238769531,0.00017058849334716797,10.122506618499756
2,8,129,144,0.0007986025884747505,1.2878985404968262,1.2912989854812622,1.2911255359649658,10.839497566223145,-0.00017344951629638672,9.548372030258179
2,9,145,160,0.0006921669119037688,1.287314772605896,1.3466389179229736,1.3467106819152832,10.24943733215332,7.176399230957031e-05,8.902726650238037
2,10,161,176,0.0006389343761838973,1.2875571250915527,1.301984429359436,1.301943063735962,9.849690437316895,-4.1365623474121094e-05,8.547747373580933
2,11,177,192,0.0007169945747591555,1.2873542308807373,1.3220181465148926,1.3221766948699951,9.666545867919922,0.00015854835510253906,8.344369173049927
2,12,193,208,0.0006144815706647933,1.2869846820831299,1.2216886281967163,1.221611738204956,9.624297142028809,-7.68899917602539e-05,8.402685403823853
2,13,209,224,0.0006278362707234919,1.2871479988098145,1.2369884252548218,1.2370580434799194,9.96272087097168,6.961822509765625e-05,8.72566282749176
2,14,225,240,0.0005238999729044735,1.2870802879333496,1.2589983940124512,1.2589075565338135,9.182783126831055,-9.083747863769531e-05,7.923875570297241
2,15,241,256,0.0004742481978610158,1.2873722314834595,1.2443751096725464,1.2444331645965576,8.91833209991455,5.805492401123047e-05,7.673898935317993
2,16,257,272,0.0004353421682026237,1.2877863645553589,1.313401222229004,1.313393473625183,8.852564811706543,-7.748603820800781e-06,7.53917133808136
2,17,273,288,0.00045916225644759834,1.2871167659759521,1.2549023628234863,1.2548737525939941,9.220948219299316,-2.86102294921875e-05,7.966074466705322
2,18,289,304,0.00043627008562907577,1.2870174646377563,1.250157117843628,1.2502458095550537,9.152579307556152,8.869171142578125e-05,7.902333498001099
2,19,305,320,0.0004448106628842652,1.286960244178772,1.297760248184204,1.2977315187454224,9.03336238861084,-2.872943878173828e-05,7.7356308698654175
2,20,321,336,0.0006108738016337156,1.2868362665176392,1.2681330442428589,1.2681262493133545,9.0599946975708,-6.794929504394531e-06,7.791868448257446
2,21,337,352,0.0005470418254844844,1.285808801651001,1.252586841583252,1.252608299255371,9.356770515441895,2.1457672119140625e-05,8.104162216186523
2,22,353,368,0.0005995327373966575,1.2872377634048462,1.283360481262207,1.2834088802337646,8.33743667602539,4.839897155761719e-05,7.054027795791626
2,23,369,384,0.00051490607438609,1.2877172231674194,1.368761658668518,1.3687392473220825,8.228022575378418,-2.2411346435546875e-05,6.8592833280563354
2,24,385,400,0.00041812637937255204,1.286161184310913,1.27045476436615,1.2704321146011353,8.173792839050293,-2.2649765014648438e-05,6.903360724449158
2,25,401,416,0.0004038810729980469,1.2872494459152222,1.277606725692749,1.2776161432266235,8.427119255065918,9.417533874511719e-06,7.149503111839294
2,26,417,432,0.000461413903394714,1.2876336574554443,1.1921268701553345,1.1921592950820923,8.642511367797852,3.24249267578125e-05,7.450352072715759
2,27,433,448,0.0004000817716587335,1.2864152193069458,1.2717324495315552,1.271811604499817,9.391276359558105,7.915496826171875e-05,8.119464755058289
2,28,449,464,0.00034720549592748284,1.2870126962661743,1.2233059406280518,1.2233915328979492,8.654061317443848,8.559226989746094e-05,7.430669784545898
2,29,465,480,0.00037258051452226937,1.287706732749939,1.2935357093811035,1.2935491800308228,8.844416618347168,1.3470649719238281e-05,7.550867438316345
2,30,481,488,0.00042739190394058824,1.5656863451004028,1.495215892791748,1.4951754808425903,5.768249034881592,-4.0411949157714844e-05,4.2730735540390015
