strategy,workload_type,seed,sensitivity_squared,strategy_objective,epsilon,delta,adjacency,calibrated_noise_stddev,calibrated_noise_multiplier,epoch,step,effective_epoch,epsilon_spent,train_loss,test_loss,test_accuracy,elapsed_seconds,eval_seconds
momentum_wd,momentum_wd,3,108.41618347167969,24.92688751220703,3.0,1e-05,add_remove,0.028279861488559415,1.390593456674537,1,98,1.00352,1.1470088838712447,0.6367586187744141,0.6427670532226563,0.789,208.56042872183025,66.84233032818884
momentum_wd,momentum_wd,3,108.41618347167969,24.92688751220703,3.0,1e-05,add_remove,0.028279861488559415,1.390593456674537,2,196,2.00704,1.7772693726940738,0.4688615383911133,0.48391263580322263,0.8581,335.70637296978384,65.49310475680977
momentum_wd,momentum_wd,3,108.41618347167969,24.92688751220703,3.0,1e-05,add_remove,0.028279861488559415,1.390593456674537,3,293,3.00032,2.2544956710023016,0.3927839178466797,0.4229088119506836,0.8845,459.5200761379674,64.21383632067591
momentum_wd,momentum_wd,3,108.41618347167969,24.92688751220703,3.0,1e-05,add_remove,0.028279861488559415,1.390593456674537,4,391,4.00384,2.68189626489663,0.3639528871154785,0.40390674896240236,0.8968,586.0829035295174,65.74064312316477
momentum_wd,momentum_wd,3,108.41618347167969,24.92688751220703,3.0,1e-05,add_remove,0.028279861488559415,1.390593456674537,5,488,4.99712,2.9999999999999867,0.34146613586425784,0.3841141555786133,0.9063,713.7145280567929,63.9432662203908
