seed,window_index,start_step,end_step,J_corr_P0,D_corr_P0,C_corr_P0,G_C_corr_P0,G_J_corr_P0,J_corr_P1,D_corr_P1,C_corr_P1,G_C_corr_P1,G_J_corr_P1,J_corr_P2,D_corr_P2,C_corr_P2,G_C_corr_P2,G_J_corr_P2,J_corr_P3,D_corr_P3,C_corr_P3,G_C_corr_P3,G_J_corr_P3,J_iid_P0,D_iid_P0,C_iid_P0,G_C_iid_P0,G_J_iid_P0,J_iid_P1,D_iid_P1,C_iid_P1,G_C_iid_P1,G_J_iid_P1,J_iid_P2,D_iid_P2,C_iid_P2,G_C_iid_P2,G_J_iid_P2,J_iid_P3,D_iid_P3,C_iid_P3,G_C_iid_P3,G_J_iid_P3,A_energy,B_energy,I_energy,AB_dot,AI_dot,BI_dot,reconstruction_error
2,0,1,16,0.05866366997361183,0.04872482642531395,1.2039790153503418,0.8246370350481178,0.9205085621771157,484766154752.0,432579706880.0,1.1206400394439697,0.7640791205199399,0.845696073011734,288.7173767089844,239.93707275390625,1.2033045291900635,0.8155627639326897,0.9093264088305104,1370.6014404296875,1245.2984619140625,1.1006207466125488,0.6024467370595596,0.6600328571276313,0.7379872798919678,0.1074899435043335,6.865640163421631,0.8246370350481178,0.9205085621771157,3141632000000.0,661386821632.0,4.750067234039307,0.7640791205199399,0.845696073011734,3184.1396484375,488.05096435546875,6.524195194244385,0.8155627639326897,0.9093264088305104,4031.5703125,1456.236328125,2.768486261367798,0.6024467370595596,0.6600328571276313,1.732765363994624e+16,71632000.0,1.7327558076923904e+16,-73077216.0,-1.7327609616531456e+16,34299128.0,0.0015112176770344377
2,1,17,32,0.006849372293800116,0.005570012144744396,1.2296870946884155,0.8741404761990751,0.9800166059445492,24381091840.0,20600264704.0,1.183532953262329,0.8759408468326247,0.9798628856908713,27.25762367248535,22.16615104675293,1.2296957969665527,0.874120823282136,0.980012966999273,30.01580047607422,23.62678337097168,1.2704142332077026,0.8697309205124685,0.9779179873935837,0.34275320172309875,0.035081081092357635,9.77031421661377,0.8741404761990751,0.9800166059445492,1210754007040.0,126912487424.0,9.540069580078125,0.8759408468326247,0.9798628856908713,1363.765380859375,139.60336303710938,9.768857955932617,0.874120823282136,0.980012966999273,1359.287353515625,139.38218688964844,9.75223159790039,0.8697309205124685,0.9779179873935837,824663450058752.0,21954812.0,824659020873728.0,-161099.125,-824661302575104.0,161222.40625,0.00035812161513604224
2,2,33,48,0.0059079742059111595,0.004788591060787439,1.2337604761123657,0.874474978520305,0.9802694555731932,22050525184.0,17600479232.0,1.2528365850448608,0.8706688345998234,0.9795205989542407,23.362451553344727,18.936044692993164,1.2337555885314941,0.874473490507838,0.9802692208909847,24.693660736083984,19.648530960083008,1.256768822669983,0.8720577337337438,0.9791080990706952,0.2994329035282135,0.03046484664082527,9.828801155090332,0.874474978520305,0.9802694555731932,1076717289472.0,111150252032.0,9.687043190002441,0.8706688345998234,0.9795205989542407,1184.061279296875,120.4704360961914,9.828645706176758,0.874473490507838,0.9802692208909847,1181.972900390625,120.32785034179688,9.82293701171875,0.8720577337337438,0.9791080990706952,704551334182912.0,19657330.0,704547374759936.0,-2316629.0,-704549186699264.0,2316204.5,0.00035381692578084767
2,3,49,64,0.005756392143666744,0.004665926098823547,1.233708381652832,0.8745646102741989,0.9802872957250565,21174571008.0,17416585216.0,1.2157704830169678,0.8766324100352143,0.9805835288511879,22.70562744140625,18.404399871826172,1.2337064743041992,0.8745642447179944,0.980287248118723,23.611299514770508,18.890169143676758,1.2499252557754517,0.8728835161750734,0.9794728758336926,0.29201433062553406,0.029690105468034744,9.835409164428711,0.8745646102741989,0.9802872957250565,1090546827264.0,110660796416.0,9.85486125946045,0.8766324100352143,0.9805835288511879,1151.8243408203125,117.11048126220703,9.835365295410156,0.8745642447179944,0.980287248118723,1150.248779296875,116.97946166992188,9.83291244506836,0.8728835161750734,0.9794728758336926,697183921766400.0,15721564.0,697180096561152.0,-820218.375,-697181908500480.0,820629.6875,0.0003922323230654001
2,4,65,80,0.005730629898607731,0.004642513580620289,1.234380841255188,0.8744880120219175,0.980270374133107,21275441152.0,16968017920.0,1.2538553476333618,0.8694155379665649,0.9789127134678944,22.572772979736328,18.286739349365234,1.2343792915344238,0.8744879383511956,0.980270359284951,23.271930694580078,18.658843994140625,1.247233271598816,0.8731625910303252,0.9796343378039221,0.2904581129550934,0.029533814638853073,9.83476448059082,0.8744880120219175,0.980270374133107,1008922656768.0,105075621888.0,9.601872444152832,0.8694155379665649,0.9789127134678944,1144.1046142578125,116.3329086303711,9.834746360778809,0.8744879383511956,0.980270359284951,1142.704345703125,116.20733642578125,9.83332347869873,0.8731625910303252,0.9796343378039221,679227938570240.0,11104421.0,679224046256128.0,-1677846.5,-679225992413184.0,1677579.25,0.0004697602998930961
2,5,81,96,0.005729031749069691,0.004638347774744034,1.2351449728012085,0.8744698148348816,0.9802908752986341,21028200448.0,17237829632.0,1.2198867797851562,0.8760465450483262,0.9804459377945771,22.546707153320312,18.254329681396484,1.2351429462432861,0.8744699477968244,0.9802908919498454,23.110557556152344,18.556013107299805,1.2454484701156616,0.8734063436252824,0.9797751930510695,0.2906791567802429,0.029542289674282074,9.839426040649414,0.8744698148348816,0.9802908752986341,1075387826176.0,109270827008.0,9.841490745544434,0.8760465450483262,0.9804459377945771,1143.9739990234375,116.26437377929688,9.839420318603516,0.8744699477968244,0.9802908919498454,1142.6837158203125,116.14813232421875,9.83815860748291,0.8734063436252824,0.9797751930510695,690028237815808.0,7857079.0,690024077066240.0,2264987.0,-690026157441024.0,-2264794.5,0.0005385223776102066
2,6,97,112,0.005722326692193747,0.004639192018657923,1.233474850654602,0.8745915401036085,0.9802904266497515,20905994240.0,17458268160.0,1.1974838972091675,0.8792112086239334,0.9811479065824268,22.5067138671875,18.24660301208496,1.2334741353988647,0.8745915520257032,0.980290424273004,22.981361389160156,18.499191284179688,1.2422900199890137,0.8736818827073309,0.9798509479605785,0.2903323471546173,0.029518339782953262,9.83565902709961,0.8745915401036085,0.9802904266497515,1108948156416.0,111858286592.0,9.91386604309082,0.8792112086239334,0.9811479065824268,1141.917724609375,116.09982299804688,9.835654258728027,0.8745915520257032,0.980290424273004,1140.56787109375,115.97483825683594,9.834614753723145,0.8736818827073309,0.9798509479605785,698854462717952.0,6034952.0,698850301968384.0,2711628.5,-698852449452032.0,-2711125.0,0.0006067350041121244
2,7,113,128,0.005723889451473951,0.004637579433619976,1.2342407703399658,0.8744843871077865,0.980272598356415,21396082688.0,17551308800.0,1.2190591096878052,0.8757072968365103,0.9802468005556675,22.502883911132812,18.232181549072266,1.2342398166656494,0.8744844475724872,0.9802725948668448,22.91455078125,18.44896125793457,1.2420510053634644,0.8736880826561269,0.9798918666694804,0.29014918208122253,0.029506603255867958,9.833364486694336,0.8744843871077865,0.980272598356415,1083170488320.0,110437777408.0,9.80797004699707,0.8757072968365103,0.9802468005556675,1140.6915283203125,116.00218963623047,9.833361625671387,0.8744844475724872,0.9802725948668448,1139.5662841796875,115.88961029052734,9.833205223083496,0.8736880826561269,0.9798918666694804,702581487697920.0,5372271.0,702577125621760.0,465919.3125,-702579474432000.0,-465964.78125,0.000633013725746423
2,8,129,144,0.005722874775528908,0.004637527745217085,1.234035611152649,0.8744661942163922,0.9802621066984921,21422815232.0,17581778944.0,1.218466877937317,0.8779325123750895,0.9811430124416369,22.491262435913086,18.225788116455078,1.2340351343154907,0.8744661331166951,0.9802621020462885,22.8530216217041,18.417179107666016,1.2408535480499268,0.8737696798113932,0.9799249234579341,0.28994354605674744,0.029494866728782654,9.830305099487305,0.8744661942163922,0.9802621066984921,1136067739648.0,113812643840.0,9.981911659240723,0.8779325123750895,0.9811430124416369,1139.496337890625,115.91678619384766,9.830296516418457,0.8744661331166951,0.9802621020462885,1138.3778076171875,115.80561065673828,9.83007526397705,0.8737696798113932,0.9799249234579341,703799446470656.0,4995926.0,703794748850176.0,-258723.015625,-703797030551552.0,258454.15625,0.0006513411062769592
2,9,145,160,0.005720995832234621,0.004638417158275843,1.2333940267562866,0.8745323609202111,0.9802691853537387,21261754368.0,17813067776.0,1.1936042308807373,0.8777627746586526,0.9806191002942363,22.477861404418945,18.22439956665039,1.2333937883377075,0.8745323730014712,0.9802691891561603,22.799936294555664,18.394628524780273,1.2394888401031494,0.873910148854523,0.9799667697026276,0.2899523377418518,0.02949555031955242,9.830375671386719,0.8745323609202111,0.9802691853537387,1097046818816.0,112348766208.0,9.764654159545898,0.8777627746586526,0.9806191002942363,1139.2264404296875,115.88839721679688,9.830374717712402,0.8745323730014712,0.9802691891561603,1138.1058349609375,115.77644348144531,9.83020305633545,0.873910148854523,0.9799667697026276,713055839191040.0,4236775.5,713051208679424.0,172400.375,-713053490380800.0,-172398.15625,0.0007187770679593086
