seed,window_index,start_step,end_step,J_corr_P0,D_corr_P0,C_corr_P0,G_C_corr_P0,G_J_corr_P0,J_corr_P1,D_corr_P1,C_corr_P1,G_C_corr_P1,G_J_corr_P1,J_corr_P2,D_corr_P2,C_corr_P2,G_C_corr_P2,G_J_corr_P2,J_corr_P3,D_corr_P3,C_corr_P3,G_C_corr_P3,G_J_corr_P3,J_iid_P0,D_iid_P0,C_iid_P0,G_C_iid_P0,G_J_iid_P0,J_iid_P1,D_iid_P1,C_iid_P1,G_C_iid_P1,G_J_iid_P1,J_iid_P2,D_iid_P2,C_iid_P2,G_C_iid_P2,G_J_iid_P2,J_iid_P3,D_iid_P3,C_iid_P3,G_C_iid_P3,G_J_iid_P3,A_energy,B_energy,I_energy,AB_dot,AI_dot,BI_dot,reconstruction_error
1,0,1,16,0.058688562363386154,0.04871698096394539,1.2046838998794556,0.8246119728460133,0.9205126902871004,467038961664.0,418994061312.0,1.114667296409607,0.7672838958635225,0.8496353877339577,288.8097839355469,239.89613342285156,1.2038952112197876,0.8155530035641593,0.9093375254157531,1083.7469482421875,958.4342651367188,1.1307473182678223,0.6469405559071321,0.7106220414155378,0.7383387684822083,0.1074935793876648,6.868678092956543,0.8246119728460133,0.9205126902871004,3106043068416.0,648468168704.0,4.789815902709961,0.7672838958635225,0.8496353877339577,3185.54931640625,488.05328369140625,6.527052402496338,0.8155530035641593,0.9093375254157531,3745.091552734375,1169.3504638671875,3.2027108669281006,0.6469405559071321,0.7106220414155378,1.6783402900389888e+16,60239300.0,1.6783317001043968e+16,37858660.0,-1.6783364245684224e+16,-65145356.0,0.0015080093871802092
1,1,17,32,0.0068411147221922874,0.005568571388721466,1.2285224199295044,0.8742880637011172,0.9800575071870816,25195167744.0,20446304256.0,1.2322602272033691,0.8716227306281862,0.978915036395564,27.224727630615234,22.160400390625,1.2285305261611938,0.87426851048986,0.9800539262893536,29.983089447021484,23.626209259033203,1.269060492515564,0.8699060296267142,0.9779648190326056,0.3430421054363251,0.0351027250289917,9.772520065307617,0.8742880637011172,0.9800575071870816,1194935320576.0,124488744960.0,9.59874153137207,0.8716227306281862,0.978915036395564,1364.9166259765625,139.6896514892578,9.771064758300781,0.87426851048986,0.9800539262893536,1360.6917724609375,139.48727416992188,9.754952430725098,0.8699060296267142,0.9779648190326056,818499635118080.0,22364676.0,818495071715328.0,5806310.0,-818497353416704.0,-5805623.5,0.0003613817098084837
1,2,33,48,0.005909198895096779,0.00478764995932579,1.234258770942688,0.8744776749313742,0.9802792954386728,22047254528.0,17614018560.0,1.2516878843307495,0.8738953386649675,0.9803829701704463,23.367290496826172,18.932315826416016,1.234254240989685,0.8744762486186377,0.9802790691702749,24.704774856567383,19.649171829223633,1.257293462753296,0.8720531048892263,0.9791157373860278,0.299644410610199,0.03047340176999569,9.832982063293457,0.8744776749313742,0.9802792954386728,1123883417600.0,113228660736.0,9.925786018371582,0.8738953386649675,0.9803829701704463,1184.89794921875,120.50421142578125,9.832834243774414,0.8744762486186377,0.9802790691702749,1182.9373779296875,120.38014221191406,9.826682090759277,0.8720531048892263,0.9791157373860278,705099143839744.0,19515518.0,705095318634496.0,-1616976.625,-705097399009280.0,1617100.875,0.0003516256110742688
1,3,49,64,0.005758089013397694,0.00466559175401926,1.2341605424880981,0.8744383320050554,0.980257320197597,22355255296.0,17216808960.0,1.2984552383422852,0.8662055746129527,0.9788350906119675,22.712297439575195,18.40308380126953,1.2341572046279907,0.8744381477383039,0.9802572908747114,23.627685546875,18.895465850830078,1.2504420280456543,0.8727504560592925,0.9794393958884527,0.2916569113731384,0.029672745615243912,9.829118728637695,0.8744383320050554,0.980257320197597,1056241483776.0,108836421632.0,9.704853057861328,0.8662055746129527,0.9788350906119675,1150.4144287109375,117.04195404052734,9.82907772064209,0.8744381477383039,0.9802572908747114,1149.1727294921875,116.94401550292969,9.826691627502441,0.8727504560592925,0.9794393958884527,689187095314432.0,15448744.0,689183270109184.0,2573511.5,-689185082048512.0,-2572769.75,0.00039704455411992967
1,4,65,80,0.005727143492549658,0.004642418120056391,1.2336552143096924,0.874571633521624,0.9802970582033849,21278560256.0,17114035200.0,1.2433397769927979,0.8735508017375928,0.9803590804444872,22.559036254882812,18.28636360168457,1.2336535453796387,0.874571535645529,0.9802970413304097,23.260761260986328,18.661975860595703,1.2464255094528198,0.8732545456484984,0.9796612159146436,0.2906745374202728,0.029553502798080444,9.835536003112793,0.874571633521624,0.9802970582033849,1083379023872.0,110180990976.0,9.832721710205078,0.8735508017375928,0.9803590804444872,1144.956787109375,116.41044616699219,9.835515022277832,0.874571535645529,0.9802970413304097,1143.665283203125,116.29605102539062,9.834084510803223,0.8732545456484984,0.9796612159146436,685075603652608.0,11156338.0,685071711338496.0,-610813.5625,-685073657495552.0,610969.625,0.0004500578797888011
1,5,81,96,0.0057218438014388084,0.0046391538344323635,1.233380913734436,0.8745016137873655,0.9802632666115664,20750223360.0,17151430656.0,1.2098246812820435,0.8776294001830649,0.9810693137275828,22.51842498779297,18.257490158081055,1.2333800792694092,0.8745016134488292,0.9802632666454754,23.08652114868164,18.561832427978516,1.2437629699707031,0.8734451009490211,0.9797497476812966,0.28990834951400757,0.029498616233468056,9.827862739562988,0.8745016137873655,0.9802632666115664,1096115748864.0,110869241856.0,9.886563301086426,0.8776294001830649,0.9810693137275828,1140.9398193359375,116.09245300292969,9.827856063842773,0.8745016134488292,0.9802632666454754,1140.0609130859375,116.00304412841797,9.827853202819824,0.8734451009490211,0.9797497476812966,686571997102080.0,8725063.0,686568037679104.0,274045.3125,-686570050945024.0,-273957.875,0.0005046809674240649
1,6,97,112,0.005727680865675211,0.004638371989130974,1.2348471879959106,0.8744202209813473,0.9802673486634219,21246636032.0,17286995968.0,1.2290531396865845,0.8753781308358075,0.9803119741488867,22.527767181396484,18.243371963500977,1.2348467111587524,0.8744202451152541,0.9802673552087305,23.003454208374023,18.498836517333984,1.243508219718933,0.8735332783916393,0.979830032307711,0.2902641296386719,0.02951887995004654,9.833168983459473,0.8744202209813473,0.9802673486634219,1079165386752.0,109423755264.0,9.862258911132812,0.8753781308358075,0.9803119741488867,1141.649658203125,116.10192108154297,9.83316707611084,0.8744202451152541,0.9802673552087305,1140.48046875,115.98863983154297,9.832691192626953,0.8735332783916393,0.979830032307711,691995064401920.0,7205688.0,691990836543488.0,-748132.0,-691992984027136.0,747964.625,0.0005661215400323272
1,7,113,128,0.005727321375161409,0.004638366401195526,1.2347712516784668,0.8744650773836216,0.9802822766921359,20924045312.0,17371844608.0,1.2044804096221924,0.8766047864853832,0.9802494357389809,22.516366958618164,18.23526954650879,1.2347701787948608,0.8744651256027078,0.9802822786100003,22.93391227722168,18.456418991088867,1.2425981760025024,0.8736639636877565,0.9798973772349134,0.29046565294265747,0.029530638828873634,9.836077690124512,0.8744650773836216,0.9802822766921359,1059415064576.0,108533727232.0,9.761159896850586,0.8766047864853832,0.9802494357389809,1141.935546875,116.09669494628906,9.83607292175293,0.8744651256027078,0.9802822786100003,1140.841796875,115.99037170410156,9.83565902709961,0.8736639636877565,0.9798973772349134,695393323057152.0,5746478.5,695389028089856.0,-68053.3828125,-695391175573504.0,68051.59375,0.0006145796505734324
1,8,129,144,0.005725482478737831,0.004637988284230232,1.2344753742218018,0.8744949148499761,0.980287752025526,21560700928.0,17348614144.0,1.242790937423706,0.8769717262466712,0.9814223880171393,22.501506805419922,18.227596282958984,1.234474778175354,0.8744949389423079,0.9802877606280375,22.863048553466797,18.420745849609375,1.2411575317382812,0.8738142892920335,0.9799519158619706,0.2904530465602875,0.02952941507101059,9.836058616638184,0.8744949148499761,0.980287752025526,1160574402560.0,114889375744.0,10.101669311523438,0.8769717262466712,0.9814223880171393,1141.499267578125,116.05255126953125,9.836055755615234,0.8744949389423079,0.9802877606280375,1140.41064453125,115.94300079345703,9.835959434509277,0.8738142892920335,0.9799519158619706,694466281209856.0,5106506.5,694461852024832.0,-1507438.25,-694463999508480.0,1507676.75,0.0006393729127012193
1,9,145,160,0.005726431030780077,0.0046387044712901115,1.2344893217086792,0.874482884825855,0.9802808038260222,20775106560.0,17410947072.0,1.1932209730148315,0.8810677137198331,0.9817170131144886,22.499223709106445,18.22553062438965,1.2344893217086792,0.8744828483134846,0.9802807922250019,22.82664680480957,18.397045135498047,1.2407779693603516,0.8738409399991758,0.9799737306734222,0.29039880633354187,0.029526395723223686,9.835227012634277,0.874482884825855,0.9802808038260222,1136308125696.0,113259593728.0,10.03277587890625,0.8810677137198331,0.9817170131144886,1140.9801025390625,116.00956726074219,9.835224151611328,0.8744828483134846,0.9802807922250019,1139.835205078125,115.89546203613281,9.835028648376465,0.8738409399991758,0.9799737306734222,696960449249280.0,4494681.5,696955952955392.0,1612831.75,-696958301765632.0,-1612623.375,0.0006786469020880759
