window_index,start_step,end_step,num_seeds,J_corr_P0_mean,J_corr_P0_std,D_corr_P0_mean,D_corr_P0_std,C_corr_P0_mean,C_corr_P0_std,G_C_corr_P0_mean,G_C_corr_P0_std,G_J_corr_P0_mean,G_J_corr_P0_std,J_corr_P1_mean,J_corr_P1_std,D_corr_P1_mean,D_corr_P1_std,C_corr_P1_mean,C_corr_P1_std,G_C_corr_P1_mean,G_C_corr_P1_std,G_J_corr_P1_mean,G_J_corr_P1_std,J_corr_P2_mean,J_corr_P2_std,D_corr_P2_mean,D_corr_P2_std,C_corr_P2_mean,C_corr_P2_std,G_C_corr_P2_mean,G_C_corr_P2_std,G_J_corr_P2_mean,G_J_corr_P2_std,J_corr_P3_mean,J_corr_P3_std,D_corr_P3_mean,D_corr_P3_std,C_corr_P3_mean,C_corr_P3_std,G_C_corr_P3_mean,G_C_corr_P3_std,G_J_corr_P3_mean,G_J_corr_P3_std,J_iid_P0_mean,J_iid_P0_std,D_iid_P0_mean,D_iid_P0_std,C_iid_P0_mean,C_iid_P0_std,G_C_iid_P0_mean,G_C_iid_P0_std,G_J_iid_P0_mean,G_J_iid_P0_std,J_iid_P1_mean,J_iid_P1_std,D_iid_P1_mean,D_iid_P1_std,C_iid_P1_mean,C_iid_P1_std,G_C_iid_P1_mean,G_C_iid_P1_std,G_J_iid_P1_mean,G_J_iid_P1_std,J_iid_P2_mean,J_iid_P2_std,D_iid_P2_mean,D_iid_P2_std,C_iid_P2_mean,C_iid_P2_std,G_C_iid_P2_mean,G_C_iid_P2_std,G_J_iid_P2_mean,G_J_iid_P2_std,J_iid_P3_mean,J_iid_P3_std,D_iid_P3_mean,D_iid_P3_std,C_iid_P3_mean,C_iid_P3_std,G_C_iid_P3_mean,G_C_iid_P3_std,G_J_iid_P3_mean,G_J_iid_P3_std,A_energy_mean,A_energy_std,B_energy_mean,B_energy_std,I_energy_mean,I_energy_std,AB_dot_mean,AB_dot_std,AI_dot_mean,AI_dot_std,BI_dot_mean,BI_dot_std,reconstruction_error_mean,reconstruction_error_std
10,161,176,3,0.0057233173089722795,6.299213736773139e-07,0.004637569654732943,8.717727776412278e-07,1.2341200510660808,0.0003082315726156943,0.8745343410754464,1.3073407441377183e-05,0.9802880088339404,1.644517230930431e-05,21477414912.0,202674396.57553527,17557652821.333332,123179046.5508092,1.2232425610224407,0.005400469424803515,0.8767592078976351,0.002001738237744965,0.9806737056547377,0.0008330762717311825,22.48210080464681,0.0024705881269804736,18.217119216918945,0.003423697171431107,1.234119455019633,0.0003079935816481946,0.8745343732795116,1.3106779112495664e-05,0.9802880143902867,1.6453882933919343e-05,22.773345311482746,0.00224745272430854,18.370431900024414,0.0024187023261123233,1.2396739323933919,0.00028541903899318994,0.873967706665641,1.6359922886832778e-05,0.9800124942157319,1.6115065309032942e-05,0.2903471390406291,0.00026807490046374294,0.029517866671085358,1.7126483197163293e-05,9.836317698160807,0.003480937948951963,0.8745343410754464,1.3073407441377183e-05,0.9802880088339404,1.644517230930431e-05,1112593203200.0,46183725176.7651,112051680597.33333,3279582412.2905917,9.926941871643066,0.12266422111939371,0.8767592078976351,0.002001738237744965,0.9806737056547377,0.0008330762717311825,1140.5300699869792,1.053336049995108,115.95092519124348,0.06728923056405364,9.836315472920736,0.0034817308392943963,0.8745343732795116,1.3106779112495664e-05,0.9802880143902867,1.6453882933919343e-05,1139.3795979817708,1.0241181267670236,115.83578236897786,0.06467019825459891,9.836161295572916,0.0033606574056707647,0.873967706665641,1.6359922886832778e-05,0.9800124942157319,1.6115065309032942e-05,702832810393600.0,4931016888656.2,4174674.8333333335,328001.7809468926,702828023294634.6,4930925159964.154,-1168214.75,1027750.57390372,-702830349735253.4,4930979357122.812,1168083.625,1027869.3412331141,0.0006968134354489545,3.0400634955946762e-05
11,177,192,3,0.0057249424668649835,1.4557261776221108e-06,0.004637434457739194,8.204265166198759e-07,1.2345064083735149,0.00013895990872375818,0.8744705933043427,6.401816074616204e-05,0.9802778668854897,2.3059043557818692e-05,21746914645.333332,354622688.27384084,17557560661.333332,84370278.41373841,1.2385776440302532,0.016218673372370252,0.8732234802195032,0.0032717489643487936,0.9800056116125534,0.0008830170753695228,22.48446210225423,0.00571873579710614,18.213326772054035,0.0032183841076773626,1.2345060507456462,0.00013897171992874815,0.8744706053186246,6.403186831298449e-05,0.9802778688387944,2.3058492043768294e-05,22.750272750854492,0.0043511099879717016,18.35310427347819,0.0013940387397018304,1.2395871082941692,0.00014776953562267955,0.8739516215691393,6.466804597900807e-05,0.9800249535758195,2.1993785873279678e-05,0.2902802924315135,0.0002671349205874572,0.02951682110627492,1.6455782517009517e-05,9.834401448567709,0.0040227987336849255,0.8744705933043427,6.401816074616204e-05,0.9802778668854897,2.3059043557818692e-05,1088857003349.3334,43881342267.70487,111390720000.0,2495578223.9611316,9.772481282552084,0.1785399727033494,0.8732234802195032,0.0032717489643487936,0.9800056116125534,0.0008830170753695228,1140.0633138020833,1.0490705919034156,115.92605336507161,0.06461181230423112,9.834399541219076,0.004022838637500486,0.8744706053186246,6.403186831298449e-05,0.9802778688387944,2.3058492043768294e-05,1138.9354248046875,1.0396397715151289,115.81350453694661,0.06613507208110961,9.834218343098959,0.0038734539082061806,0.8739516215691393,6.466804597900807e-05,0.9800249535758195,2.1993785873279678e-05,702830126039040.0,3377708956251.309,3938507.5833333335,133601.6344759518,702825361309696.0,3377660148698.7983,1016780.1354166666,1214034.076714802,-702827777228800.0,3377660148698.7983,-1016713.9583333334,1213831.9157276868,0.0007288989921410879,2.5109230393506942e-05
12,193,208,3,0.005721703947832187,2.297000663536004e-07,0.004638378197948138,9.647097520358262e-07,1.2335570653279622,0.00026206500545700097,0.8746215292232616,5.104225591016901e-05,0.9803075984323922,1.4777522901056496e-05,21777500842.666668,629896722.6802678,17788762112.0,259104959.63772988,1.2242769797643025,0.03342740698643746,0.8743633476909564,0.0039871819324291185,0.9800095434788204,0.0006461286792342541,22.468379338582356,0.0008969089353992134,18.21429951985677,0.0037861376421899,1.233557144800822,0.00026215237681532675,0.8746215211274689,5.105701914623394e-05,0.9803075944033388,1.4781359874921561e-05,22.7133305867513,0.0017751159276008113,18.341796875,0.00464247089969494,1.2383372783660889,0.0002905996077815322,0.8741334633007108,4.614249601457724e-05,0.9800732958225807,1.4081194177591452e-05,0.2905539969603221,0.0002068311412392809,0.029531838993231457,1.004431812658767e-05,9.83866818745931,0.0036605434662667015,0.8746215292232616,5.104225591016901e-05,0.9803075984323922,1.4777522901056496e-05,1089666372949.3334,25435421096.87805,111803894442.66667,1933972200.872107,9.745573043823242,0.06500197053484665,0.8743633476909564,0.0039871819324291185,0.9800095434788204,0.0006461286792342541,1140.9671223958333,0.8127578576823908,115.96763102213542,0.03944735066762834,9.83866818745931,0.003665426030566415,0.8746215211274689,5.105701914623394e-05,0.9803075944033388,1.4781359874921561e-05,1139.8441569010417,0.7177299884266106,115.85552469889323,0.0315064937677337,9.838495572408041,0.0035230105689365914,0.8741334633007108,4.614249601457724e-05,0.9800732958225807,1.4081194177591452e-05,712081306637653.4,10373187819906.307,3861919.4166666665,336240.6641627145,712076362951338.6,10373050385499.633,-314625.375,607004.3645045803,-712078845979306.6,10373250690964.285,314657.4791666667,607133.9400524426,0.0007460038177669048,2.9879808778414158e-05
13,209,224,3,0.0057255420833826065,1.1120615525126807e-06,0.0046376874670386314,1.0011193523714105e-06,1.2345683574676514,0.00018549942239720773,0.8744459509762198,3.2906314870627706e-05,0.9802684423642899,1.2495026397805306e-05,22198053546.666668,1123883052.120037,17831630165.333332,269440667.83656776,1.2450559536616008,0.06525047224856013,0.8737386550698889,0.006986794195197121,0.9802033927257008,0.000980133902668862,22.480563481648762,0.004366409010062466,18.20925776163737,0.003928687400019998,1.2345678011576335,0.00018560523979195028,0.8744459750762256,3.292213322390725e-05,0.980268444250065,1.2494741343754315e-05,22.708288828531902,0.004675278531849868,18.326887766520183,0.004155543374269377,1.2390695810317993,0.00025826287464501016,0.8739899192857398,2.5672190554301383e-05,0.9800499374143291,1.1941800840528078e-05,0.2901718815167745,0.00013738579813354354,0.029510114962855976,8.370614010378513e-06,9.832963625590006,0.0022025626737290525,0.8744459509762198,3.2906314870627706e-05,0.9802684423642899,1.2495026397805306e-05,1121744213333.3333,38607953421.31033,113720713216.0,2805444421.1984057,9.86246426900228,0.10405111570757569,0.8737386550698889,0.006986794195197121,0.9802033927257008,0.000980133902668862,1139.3205973307292,0.5394605236020298,115.86749521891277,0.03284911221027195,9.832961082458496,0.0022035525782538694,0.8744459750762256,3.292213322390725e-05,0.980268444250065,1.2494741343754315e-05,1138.2567545572917,0.6237055884880268,115.75767771402995,0.03988767002866232,9.833099047342936,0.002389545202587006,0.8739899192857398,2.5672190554301383e-05,0.9800499374143291,1.1941800840528078e-05,713803118761301.4,10786828866533.191,3867390.6666666665,364307.843959725,713798107966122.6,10786878097219.67,539917.2337239584,935860.7902278799,-713800568624469.4,10786828866533.191,-539729.1627604166,935880.7056071243,0.0007529152790084481,5.311144951416619e-05
14,225,240,3,0.005724943553407987,1.7063838333188645e-06,0.004637343032906453,8.906081439283134e-07,1.2345309654871623,0.0002507255147839292,0.8744870763256669,4.18279408143414e-05,0.9802793535330901,1.1455669800438003e-05,22147802453.333332,821590123.4965053,17846915072.0,318807461.4123863,1.240707794825236,0.02411587000845365,0.8734877449984036,0.004246650834311611,0.9799346769396712,0.0010501689774256415,22.475738525390625,0.006698337931810065,18.205895105997723,0.0034957409595569753,1.2345308065414429,0.00025048356793097213,0.8744870681500952,4.179971392350609e-05,0.980279351950376,1.1455501159898841e-05,22.686163584391277,0.00836708221803313,18.315097173055012,0.004197360793715287,1.238659183184306,0.00025666361708852423,0.8740678411420916,3.443779868739617e-05,0.9800755438077219,8.762295106434666e-06,0.2903020878632863,0.00018980786394392034,0.029514577860633533,1.4070441841001814e-05,9.835887591044107,0.001831892024087392,0.8744870763256669,4.18279408143414e-05,0.9802793535330901,1.1455669800438003e-05,1105101433514.6667,52088834214.73575,112603551061.33333,3134733632.98124,9.811065355936686,0.21921405064847638,0.8734877449984036,0.004246650834311611,0.9799346769396712,0.0010501689774256415,1139.7061360677083,0.7451327694338129,115.8722407023112,0.055241380330863885,9.835885683695475,0.0018313607152205726,0.8744870681500952,4.179971392350609e-05,0.980279351950376,1.1455501159898841e-05,1138.6090494791667,0.6012903357462807,115.76024119059245,0.04818119420037756,9.83592446645101,0.0011949281671970885,0.8740678411420916,3.443779868739617e-05,0.9800755438077219,8.762295106434666e-06,714411729048917.4,12759163193424.977,3967976.5833333335,364873.4365850655,714406695884117.4,12759090380483.445,307890.9270833333,1161504.8939489215,-714409201281706.6,12759092309474.412,-307702.5729166667,1161330.2204075656,0.0007419189787469804,1.6540871552066405e-05
15,241,256,3,0.005722592895229657,2.831852505149914e-06,0.004638566014667352,8.311877016574405e-07,1.2336987257003784,0.0006711513492115205,0.8745292720266155,6.890443796948116e-05,0.9802794235063567,1.096787384169624e-05,22494397098.666668,380999905.2338804,18040671573.333332,132748448.60326968,1.2470004955927532,0.029140376274768873,0.8720060241127356,0.0026898115691991577,0.9798708808272623,0.0006385497884533316,22.464362462361652,0.011117996751849619,18.208950678507488,0.0032612997544854243,1.2336989243825276,0.0006712008236060799,0.8745292396731333,6.88486899205955e-05,0.980279416424048,1.0964107124365399e-05,22.66153399149577,0.010796726546994852,18.310572306315105,0.004569651606306446,1.237620234489441,0.00070474257451831,0.8741298920348433,7.676979639453187e-05,0.9800873757903671,1.239339380889327e-05,0.2901838719844818,0.00010001664277480186,0.029512538264195125,1.0613430732648252e-05,9.832562128702799,0.0001636220926595443,0.8745292720266155,6.890443796948116e-05,0.9802794235063567,1.096787384169624e-05,1118200878421.3333,37521624724.469826,114753546922.66667,2586093347.448835,9.742782592773438,0.1147936505851542,0.8720060241127356,0.0026898115691991577,0.9798708808272623,0.0006385497884533316,1139.1328125,0.39281416671872754,115.85311126708984,0.041660539898713204,9.832561175028482,0.00016063208849479162,0.8745292396731333,6.88486899205955e-05,0.980279416424048,1.0964107124365399e-05,1138.0487060546875,0.41669217468701814,115.74335225423177,0.04184822028025478,9.83251921335856,0.0004231750009864534,0.8741298920348433,7.676979639453187e-05,0.9800873757903671,1.239339380889327e-05,722170565099520.0,5315109370014.661,3637371.3333333335,280595.45637150534,722165375347370.6,5315110837290.635,-391285.1458333333,1111688.0883190176,-722167925484202.6,5315177898007.683,391125.5833333333,1111704.26606953,0.000768751798508068,4.3376575429140195e-05
16,257,272,3,0.005721199481437604,2.0396134665140273e-06,0.004637856812526782,4.998429457203542e-07,1.2335869471232097,0.0005500694507746364,0.8745825372621255,4.443338651223464e-05,0.9802954344383434,6.590572061275043e-06,21899930282.666668,353657169.2711865,18040747349.333332,91861856.05919334,1.2138694922129314,0.013405162997063952,0.8763670271408973,0.00128060450105195,0.9803592372081541,0.00030910316460194115,22.45699691772461,0.008001685333435232,18.204631169637043,0.001961346486170186,1.2335870663324993,0.0005496883092306317,0.8745825778243065,4.4445914770647434e-05,0.9802954433259808,6.591928076294555e-06,22.641856511433918,0.009702271420970923,18.299395243326824,0.0015096954604778183,1.2373008330663045,0.0006294659278580238,0.8742046774181284,5.673468111228711e-05,0.9801136106385769,8.810428502653792e-06,0.2903489371140798,9.744468652143342e-05,0.029519465441505115,7.3729886297368235e-06,9.835846583048502,0.0011228494874543202,0.8745825372621255,4.443338651223464e-05,0.9802954344383434,6.590572061275043e-06,1115184758784.0,23345519767.674637,113571872768.0,1445686671.714137,9.818539301554361,0.08645991819515193,0.8763670271408973,0.00128060450105195,0.9803592372081541,0.00030910316460194115,1139.6855061848958,0.3823212241440798,115.8705571492513,0.028919310628955787,9.835850715637207,0.0011211207220493552,0.8745825778243065,4.4445914770647434e-05,0.9802954433259808,6.591928076294555e-06,1138.5605061848958,0.3999104729937407,115.75648244222005,0.02983733626347987,9.835825284322103,0.0010040018209576057,0.8742046774181284,5.673468111228711e-05,0.9801136106385769,8.810428502653792e-06,722169737423530.6,3677302635118.9004,3481130.75,390287.8767522923,722164502932138.6,3677135681799.1914,-175408.05729166666,1632375.8577800584,-722167097808213.4,3677149563787.249,175578.828125,1632438.3067149452,0.0007819642778486013,3.1530038864087266e-05
17,273,288,3,0.0057267858646810055,5.223246315132029e-06,0.0046376159104208154,1.367620590592536e-07,1.2348556121190388,0.0011472012336625778,0.8744477462078354,0.00013035533088360756,0.9802735800768141,2.2849189805456655e-05,22510650026.666668,557362147.4945687,18028266837.333332,232916118.15873617,1.2487016916275024,0.030846520743667286,0.8737054660983815,0.004003694306878896,0.980266245446761,0.0009130886135253666,22.477249145507812,0.020510699219416423,18.20233154296875,0.0005343130046017242,1.2348554929097493,0.001147505415794994,0.8744477745733494,0.00013036642376545174,0.9802735799914007,2.2856583256825422e-05,22.65212631225586,0.018906515465247766,18.291706085205078,0.0014503113282000799,1.2383824189503987,0.0010324470282691753,0.8740893346206496,0.00011901196608097118,0.9801010504191888,2.1568340513549822e-05,0.2903105119864146,0.0001008613815075957,0.02951691982646783,5.295451458152308e-06,9.835392634073893,0.0016525346963320127,0.8744477462078354,0.00013035533088360756,0.9802735800768141,2.2849189805456655e-05,1141634585941.3333,33125674561.752956,115437267626.66667,2589778754.363278,9.888710975646973,0.07094983727242735,0.8737054660983815,0.004003694306878896,0.980266245446761,0.0009130886135253666,1139.44921875,0.3959335296540181,115.85191853841145,0.020803486192216857,9.835393905639648,0.0016513971621958513,0.8744477745733494,0.00013036642376545174,0.9802735799914007,2.2856583256825422e-05,1138.3581136067708,0.3675108426088352,115.74083709716797,0.018358141713113035,9.835405985514322,0.0016150356523555389,0.8740893346206496,0.00011901196608097118,0.9801010504191888,2.1568340513549822e-05,721668322361344.0,9323785685002.086,3254232.3333333335,461262.26069079543,721662953652224.0,9323711129917.168,-1293750.2708333333,526500.3659166966,-721665660376405.4,9323785594274.332,1293626.8541666667,526325.9484847098,0.00080289973023658,4.964730184525278e-05
18,289,304,3,0.00572673324495554,3.2160470940598557e-06,0.0046379912334183855,4.040470656279837e-07,1.2347443103790283,0.0005861170911326997,0.8744373477334264,6.40738447253037e-05,0.9802709958177732,9.12668861015305e-06,22106778282.666668,691535373.8446525,18158491648.0,142836382.58158717,1.2173142433166504,0.030263640280045852,0.8764903541190504,0.0017706395076515459,0.980612812254145,0.00037567052979400444,22.47554651896159,0.012622956651637996,18.202593485514324,0.0015853685562000706,1.2347441911697388,0.0005861898360232829,0.874437347697187,6.403178533536442e-05,0.9802709981157953,9.120754598287726e-06,22.64009730021159,0.010911732376975625,18.2867374420166,0.0013495094771097083,1.2380610307057698,0.0005234868837973015,0.8740989904806787,6.154290651630267e-05,0.9801071859615741,1.0091160471440642e-05,0.29026977221171063,0.00014832509664610574,0.02951788529753685,8.835859108137302e-06,9.833691279093424,0.0028150689470475827,0.8744373477334264,6.40738447253037e-05,0.9802709958177732,9.12668861015305e-06,1140656745130.6667,45859372633.38496,115714165418.66667,3138790003.4782066,9.855252265930176,0.12933403623686082,0.8764903541190504,0.0017706395076515459,0.980612812254145,0.00037567052979400444,1139.213623046875,0.5824475048011084,115.8480224609375,0.034684836119150894,9.833690325419107,0.0028143808624094815,0.874437347697187,6.403178533536442e-05,0.9802709981157953,9.120754598287726e-06,1138.1044108072917,0.5727796925460729,115.73620351155598,0.031202088013234562,9.83360735575358,0.00297408214504811,0.8740989904806787,6.154290651630267e-05,0.9801071859615741,1.0091160471440642e-05,726884045641045.4,5719091521716.163,3408244.25,145328.28600985598,726878632192682.6,5719040451060.407,132010.77083333334,1421838.3887682643,-726881316547242.6,5719040451060.407,-131995.52083333334,1422065.0363890387,0.000793207495007664,4.765687384805697e-06
19,305,320,3,0.0057243720317880315,3.82904579164739e-06,0.004638877386848132,6.43318497942682e-07,1.2339994112650554,0.0007502308220268268,0.8744878913766915,0.00010645295890244432,0.9802699185197515,2.544165779959477e-05,22301821610.666668,962368041.6900624,18122724693.333332,342470948.59958875,1.2302220265070598,0.030329067592297913,0.8753530563641455,0.003722072069176465,0.9803608619646663,0.0006279338679495669,22.464941660563152,0.015016483146976,18.204986572265625,0.002526983572297274,1.2339993317921956,0.0007498356640939184,0.8744878832670149,0.00010635891287104308,0.9802699197211076,2.5429583527026063e-05,22.621397654215496,0.01726730431920425,18.28418032328288,0.0024156074077066408,1.2372114658355713,0.0008553848678768173,0.8741592846567657,0.00011337717965725084,0.9801123457010791,2.5860843837844313e-05,0.29013439019521076,0.00018891204460953136,0.02951003983616829,1.046146800650602e-05,9.831717491149902,0.0030136674260005727,0.8744878913766915,0.00010645295890244432,0.9802699185197515,2.544165779959477e-05,1135360125610.6667,19057938207.786163,115031026346.66667,2450935231.057822,9.870695114135742,0.052558107083920724,0.8753530563641455,0.003722072069176465,0.9803608619646663,0.0006279338679495669,1138.6144205729167,0.7413237146249118,115.81033579508464,0.04106948807875311,9.831716219584147,0.0030125139650624307,0.8744878832670149,0.00010635891287104308,0.9802699197211076,2.5429583527026063e-05,1137.4598795572917,0.7002059673241734,115.69463857014973,0.03692695233473007,9.831568717956543,0.0029464060866355394,0.8741592846567657,0.00011337717965725084,0.9801123457010791,2.5860843837844313e-05,725452591202304.0,13709866362077.648,3534024.3333333335,184459.4141487046,725447088275456.0,13709770495892.107,-628724.5833333334,1266402.2684721886,-725449794999637.4,13709828014260.398,628801.9791666666,1266349.1180657826,0.0007707399587767819,2.2477633129380566e-05
20,321,336,3,0.005722525995224714,2.4969680064926146e-06,0.004637382769336303,1.0521208805662557e-06,1.2339990139007568,0.00026324674608740233,0.8745419299712364,6.207759457880418e-05,0.9802865550856831,1.1854564276977536e-05,22409166848.0,486637457.28097856,18043351040.0,145785961.8567141,1.2420807679494221,0.03260087208540297,0.8758573797878908,0.0023616945153951867,0.9807806089537436,0.00025799067543700384,22.45648765563965,0.009799623168144216,18.198145548502605,0.004129636786185404,1.2339986562728882,0.0002631178840672933,0.8745419663422376,6.204831865010829e-05,0.9802865588440616,1.1855416508182423e-05,22.604450225830078,0.009084209370341106,18.273253122965496,0.003740112893417958,1.2370238304138184,0.00024616943432237897,0.874235397777191,6.40089408929621e-05,0.9801376886522339,1.2228809204872228e-05,0.29028546810150146,0.00010781221104719872,0.029512707764903705,1.0833769695387591e-05,9.835948626200357,0.00289530517407541,0.8745419299712364,6.207759457880418e-05,0.9802865550856831,1.1854564276977536e-05,1165974612650.6667,20425901650.98757,116539667797.33333,1002181881.0995771,10.004457155863443,0.09170003672019161,0.8758573797878908,0.0023616945153951867,0.9807806089537436,0.00025799067543700384,1139.1461181640625,0.4228511924830133,115.81456756591797,0.04249054759043176,9.835948626200357,0.0028937298677750075,0.8745419663422376,6.204831865010829e-05,0.9802865588440616,1.1855416508182423e-05,1138.0575358072917,0.46226640184715523,115.70298258463542,0.04366169999204506,9.836026509602865,0.0030835065314667965,0.874235397777191,6.40089408929621e-05,0.9801376886522339,1.2228809204872228e-05,722273666684245.4,5836025914481.437,3343197.5,128679.06163105946,722268163757397.4,5836025914481.437,405572.9791666667,1691268.9314809772,-722270915220821.4,5836071373372.347,-405494.9166666667,1691262.3053081827,0.000786596501711756,8.570608104967268e-06
21,337,352,3,0.005726683419197798,1.8503031182080607e-06,0.004637400309244792,1.0592428258403024e-06,1.2348909378051758,0.000601849995831777,0.8744373432439163,5.8973106388345595e-05,0.9802714524576022,1.000414059690559e-05,21923618133.333332,419036818.1084838,18004254037.333332,110851818.49092932,1.2178173065185547,0.030831799536092507,0.8766327062984516,0.0027271776230430992,0.9807656866565221,0.00015236379329810828,22.471713383992512,0.007254081503743088,18.197331110636394,0.004157513112191571,1.2348906596501668,0.0006016020113495196,0.8744373187540417,5.896028593846624e-05,0.9802714456647202,1.0004414196363061e-05,22.612993240356445,0.00913270094890737,18.268395741780598,0.0029408361564452093,1.2378205060958862,0.0006378901113941852,0.8741384630618759,6.106474261233017e-05,0.9801279215708959,9.752613240719021e-06,0.2902739842732747,0.00013089675444646684,0.029514808828632038,4.52236752942095e-06,9.834858576456705,0.003098887663040121,0.8744373432439163,5.8973106388345595e-05,0.9802714524576022,1.000414059690559e-05,1139754270720.0,13146530339.872828,115462714709.33333,954230431.6500592,9.871098200480143,0.060049466461184586,0.8766327062984516,0.0027271776230430992,0.9807656866565221,0.00015236379329810828,1139.0452473958333,0.5136919247348933,115.81718444824219,0.01772818654063719,9.834854443868002,0.0031015198904030226,0.8744373187540417,5.896028593846624e-05,0.9802714456647202,1.0004414196363061e-05,1137.9280598958333,0.5600717150019437,115.70447540283203,0.02438416677166624,9.834780057271322,0.0030556362560574288,0.8741384630618759,6.106474261233017e-05,0.9801279215708959,9.752613240719021e-06,720713586922837.4,4441044723706.859,3803046.1666666665,270249.60690828646,720708106365610.6,4440938336737.533,-947953.2083333334,809778.2453135158,-720710835459413.4,4440999685907.581,947851.8333333334,809876.2264867077,0.0007503366214223206,2.6191456027416852e-05
22,353,368,3,0.005727105308324099,3.1909254450045597e-06,0.004638380681475003,3.733059710201079e-07,1.2347208261489868,0.0006862332117035176,0.8744613780242512,7.309369063506815e-05,0.9802781547679809,1.0327824507118524e-05,22913449984.0,619205319.4815623,18271294805.333332,196849403.0547942,1.2540955940882366,0.032533390987447244,0.8723321339922253,0.002937138623209363,0.9797115093111067,0.000543644806459718,22.472368240356445,0.012520262840536448,18.200363794962566,0.0014652538884370875,1.2347208261489868,0.0006861315151199272,0.874461402359317,7.31137067651859e-05,0.9802781621376105,1.0331403641698895e-05,22.606975555419922,0.012095591326159857,18.268011728922527,0.0007780774652342455,1.23751699924469,0.0006689696816238408,0.8741775414043547,6.880230187138871e-05,0.980140269022701,9.421897694284481e-06,0.29039398829142254,4.896281523420948e-05,0.029525428389509518,3.8791267092543395e-06,9.835386276245117,0.0005271041718299207,0.8744613780242512,7.309369063506815e-05,0.9802781547679809,1.0327824507118524e-05,1129662840832.0,30654504890.86395,114985197568.0,1616068377.053138,9.823522249857584,0.1620089184756434,0.8723321339922253,0.002937138623209363,0.9797115093111067,0.000543644806459718,1139.4662272135417,0.19185326725485258,115.8537114461263,0.01525210679284155,9.83538818359375,0.0005241670281961537,0.874461402359317,7.31137067651859e-05,0.9802781621376105,1.0331403641698895e-05,1138.3323974609375,0.1189069488745464,115.73803202311198,0.010527642066836042,9.835422197977701,0.0002332203342543887,0.8741775414043547,6.880230187138871e-05,0.980140269022701,9.421897694284481e-06,731402306497194.6,7883149581718.772,3751715.0833333335,398546.25935214007,731396669352618.6,7883063445755.289,-933626.1666666666,2772228.175909749,-731399465555285.4,7883010220917.633,933524.5833333334,2771961.089636071,0.0007606335954430202,2.030078230346917e-05
23,369,384,3,0.005723605087647836,1.7790969809222163e-06,0.004637709818780422,4.869588205489122e-07,1.2341447671254475,0.0003771815139589669,0.8745210825849324,1.1249573454571626e-05,0.9802874478493306,6.553294365234214e-06,22787349162.666668,783733586.0112494,18115022165.333332,154318392.31291738,1.2577643791834514,0.03392914287284136,0.8728784016681902,0.005421420644981612,0.9802619035698937,0.0012303256655783457,22.457717895507812,0.006982146865007252,18.196996053059895,0.00191187543920691,1.2341442902882893,0.0003772992156147341,0.8745211148427039,1.1235542231003272e-05,0.980287452472162,6.557256770833247e-06,22.586835861206055,0.007732352542262241,18.261788686116535,0.002556371160664175,1.2368359168370564,0.00041004851224392695,0.8742465763238588,1.600665586971652e-05,0.980154357903367,5.481580670170486e-06,0.2903533677260081,0.00018673504843017677,0.029521030684312183,1.3103234195545276e-05,9.835474967956543,0.0021267666397938208,0.8745210825849324,1.1249573454571626e-05,0.9802874478493306,6.553294365234214e-06,1155840868352.0,32750229916.33286,116753151317.33333,1600530113.9416752,9.898675918579102,0.15811066556144857,0.8728784016681902,0.005421420644981612,0.9802619035698937,0.0012303256655783457,1139.2602132161458,0.7329942052309854,115.83175404866536,0.05139813321242593,9.835473696390787,0.0021292103501579112,0.8745211148427039,1.1235542231003272e-05,0.980287452472162,6.557256770833247e-06,1138.1258544921875,0.6959842801312481,115.71722157796223,0.04945040919876653,9.835405349731445,0.0020419670398861213,0.8742465763238588,1.600665586971652e-05,0.980154357903367,5.481580670170486e-06,725145277344426.6,6174480595573.969,3456001.9166666665,229752.39007588875,725139528351744.0,6174374152941.578,-1030040.8020833334,577351.435201878,-725142414032896.0,6174389680062.894,1029881.8229166666,577131.2165107075,0.0007647378176140288,1.8618975703000315e-05
