step,test_loss,test_accuracy
1,0.15291333222737666,0.8582040972259343
2,0.17454532882149562,0.839838784464042
3,0.19397160602660374,0.8236812915212252
4,0.18669425847615917,0.8296973705485786
5,0.17586176918362856,0.8387339141979586
6,0.16710176826317158,0.8461134994542487
7,0.1590929412510536,0.8529170841043944
8,0.1548138223613771,0.8565746376825393
9,0.14963486860067296,0.8610223053150834
10,0.14563754870535828,0.8644709750324004
