step,test_loss,test_accuracy
32,2.1790507568359376,0.2283
98,1.3631037963867187,0.5658
196,0.755326986694336,0.7529
293,0.5806980377197266,0.8033
391,0.4970341049194336,0.8331
488,0.4580607666015625,0.8532
