step,test_loss,test_accuracy
64,1.4938485778808595,0.4954
98,1.1193002502441407,0.6353
196,0.6197609619140625,0.7942
293,0.44015572357177735,0.8544
391,0.3765444534301758,0.8792
488,0.35631599426269533,0.8923
