step,test_loss,test_accuracy
64,1.7315973083496095,0.4168
98,1.3008053466796874,0.5851
196,0.7258562164306641,0.7571
293,0.5630812591552734,0.8107
391,0.48445021820068357,0.8427
488,0.45069795989990236,0.8606
