step,test_loss,test_accuracy
32,2.1790543212890623,0.2287
98,1.3115221557617187,0.5848
196,0.708626008605957,0.7639
293,0.5460341323852539,0.8155
391,0.4728162353515625,0.8449
488,0.44190596771240237,0.8635
