step,test_loss,test_accuracy
64,1.5581774353027344,0.4656
98,1.1595464965820312,0.6194
196,0.6029651992797852,0.8029
293,0.4276438125610352,0.8565
391,0.36552476806640627,0.8807
488,0.34745497741699216,0.8922
