step,test_loss,test_accuracy
1,0.15291333222737666,0.8582040972259343
2,0.17454532882149562,0.839838784464042
3,0.19038119857228952,0.8266439583782156
4,0.18173553248667454,0.8338218300442266
5,0.1699888615647265,0.8436742137546706
6,0.16217654444214913,0.8502910771246671
7,0.15017966367188398,0.860553352360173
8,0.14011603654220062,0.869257363927738
9,0.1346123108119685,0.8740547075699137
10,0.1298976434713652,0.8781853143206784
