step,test_loss,test_accuracy
48,1.9753754943847657,0.3132
98,1.3277447296142577,0.5831
196,0.7282473953247071,0.7568
293,0.5634537673950195,0.8073
391,0.4812251480102539,0.8431
488,0.4509872024536133,0.8619
