step,test_loss,test_accuracy
80,1.2985861053466796,0.5711
98,1.126179736328125,0.6326
196,0.6323841979980469,0.7888
293,0.45322421798706053,0.8517
391,0.38211361236572267,0.8758
488,0.36092258529663085,0.8877
