step,test_loss,test_accuracy
32,1.9519140380859374,0.3088
98,1.1202014373779297,0.6381
196,0.6018744338989258,0.8005
293,0.41547577362060545,0.8625
391,0.3504572250366211,0.8899
488,0.3373765396118164,0.8987
