step,test_loss,test_accuracy
80,1.517861196899414,0.5037
98,1.3149742065429688,0.5824
196,0.7347626525878906,0.7505
293,0.5694785400390625,0.8045
391,0.48975425872802736,0.8408
488,0.45442315216064455,0.8611
