step,test_loss,test_accuracy
97,1.229300439453125,0.5957
98,1.2204447631835937,0.5984
196,0.632224267578125,0.7902
293,0.4425294151306152,0.8527
391,0.37815909271240233,0.8764
488,0.36203071060180664,0.8892
