step,test_loss,test_accuracy
32,2.0606956298828125,0.2562
98,1.164534149169922,0.6198
196,0.601764485168457,0.8019
293,0.41399095153808596,0.8605
391,0.3490317596435547,0.8864
488,0.3322441925048828,0.8955
