step,test_loss,test_accuracy
32,2.060710302734375,0.2559
98,1.2139282775878906,0.6041
196,0.6560161590576172,0.7866
293,0.4545563957214355,0.8482
391,0.36717709197998044,0.8773
488,0.3402007614135742,0.8909
