step,test_loss,test_accuracy
48,1.8183283569335937,0.3571
98,1.1767962646484376,0.6139
196,0.6148199310302734,0.7976
293,0.42602361907958985,0.8569
391,0.3624810279846191,0.8815
488,0.34420974731445314,0.8922
