step,test_loss,test_accuracy
32,1.9518926330566406,0.3088
98,1.1202172119140625,0.6383
196,0.601875341796875,0.8005
293,0.4154705375671387,0.8623
391,0.3504419342041016,0.8898
488,0.3374208595275879,0.8987
