step,test_loss,test_accuracy
32,2.294441619873047,0.1449
98,1.8438857849121093,0.3429
196,1.3201363830566406,0.5646
293,0.984492593383789,0.6821
391,0.773036508178711,0.7474
488,0.6363568725585937,0.79
