step,test_loss,test_accuracy
1,0.10094245421827086,0.9039850519155959
2,0.08946579339131477,0.9144195437808413
3,0.07030350517901451,0.9321108764922933
4,0.05490430812504977,0.9465757232254938
5,0.046057486480535946,0.9549870617675753
6,0.037739998600309965,0.962963280146199
7,0.028863653856031426,0.9715489223855804
8,0.026007036276048036,0.9743282339422148
9,0.024113811605931092,0.9761746034361486
10,0.02097883882510305,0.9792396862124776
