step,test_loss,test_accuracy
32,2.408884735107422,0.1399
98,1.9110273864746095,0.3461
196,1.2779597534179687,0.5943
293,0.9051111083984374,0.711
391,0.7189411026000977,0.7601
488,0.6252396850585937,0.7863
