step,test_loss,test_accuracy
1,0.15776225174768183,0.8540528073954009
2,0.16033650863130341,0.8518570834682555
3,0.16158621537383483,0.8507931768514727
4,0.16784473771744182,0.8454850964403374
5,0.18478735557571968,0.831281032335706
6,0.19698364837688728,0.8212040612221813
7,0.1822679033776485,0.8333780457130636
8,0.17342088450138032,0.8407836675496975
9,0.1743128928499017,0.8400340158964161
10,0.17720870664249008,0.8376049525619504
