step,test_loss,test_accuracy
97,1.3607104553222655,0.5646
98,1.3507072052001954,0.5687
196,0.7587973983764649,0.7469
293,0.5892759307861328,0.7968
391,0.5109981658935547,0.833
488,0.47416171875,0.8557
