step,test_loss,test_accuracy
1,0.10094245568796266,0.9039850505870164
2,0.08944433573087614,0.9144391652954255
3,0.06940962069310161,0.9329444484469555
4,0.04965879146537882,0.951554047477652
5,0.04589327004868482,0.9551438992126131
6,0.040602719926928765,0.9602105266903269
7,0.04189563426761865,0.9589698589416776
8,0.05658404976803853,0.9449870552143971
9,0.05737646665961295,0.9442385281214504
10,0.0564957096939365,0.9450705391283134
