step,test_loss,test_accuracy
97,1.1690842071533203,0.617
98,1.1616925231933595,0.6189
196,0.6539414367675781,0.7811
293,0.46825586853027346,0.8442
391,0.39855959701538085,0.8723
488,0.3736335807800293,0.8871
