step,test_loss,test_accuracy
48,1.7257456970214844,0.4094
98,1.1430479461669922,0.6276
196,0.6194465850830078,0.7964
293,0.4323300720214844,0.8591
391,0.36550685119628906,0.8819
488,0.34920063171386717,0.8939
