strategy,workload_type,includes_weight_decay,beta1,learning_rate,weight_decay,actual_adamw_weight_decay,num_examples,epochs,batch_size,horizon,min_sep,max_participations,effective_epochs,bandwidth,reduction,max_optimizer_steps,sensitivity_squared,objective,noising_coefficients,C_coefficients,calibrated_iid_noise_std,mean_marginal_correlated_noise_variance,privacy_calibration
sgd,sgd,False,0.9,0.005,0.0,0.01,50000,5,512,488,97,5,4.99712,4,mean,1000,25.884801864624023,62.42338562011719,"[1.0, -0.5689085125923157, -0.16598263382911682, -0.1959194839000702]","[1.0, 0.5689085125923157, 0.4896395206451416, 0.5689085125923157, 0.5163887739181519, 0.48413681983947754, 0.47260138392448425, 0.4503958821296692, 0.42952948808670044, 0.4117127060890198, 0.39376264810562134, 0.3765052855014801, 0.3602173924446106, 0.3445698618888855, 0.3295832574367523, 0.31526893377304077, 0.3015722334384918, 0.2884679436683655, 0.27593496441841125, 0.2639462947845459, 0.2524782121181488, 0.24150854349136353, 0.23101547360420227, 0.2209782898426056, 0.21137723326683044, 0.20219328999519348, 0.19340838491916656, 0.18500517308712006, 0.176967054605484, 0.16927818953990936, 0.1619233787059784, 0.1548881232738495, 0.14815855026245117, 0.14172135293483734, 0.13556383550167084, 0.12967385351657867, 0.12403977662324905, 0.11865049600601196, 0.1134953647851944, 0.10856421291828156, 0.10384730994701385, 0.09933534264564514, 0.09501941502094269, 0.09089100360870361, 0.08694196492433548, 0.0831645056605339, 0.07955116778612137, 0.07609482109546661, 0.07278864830732346, 0.06962612271308899, 0.06660100072622299, 0.06370731443166733, 0.06093935668468475, 0.058291658759117126, 0.055758997797966, 0.05333637446165085, 0.05101901292800903, 0.04880233854055405, 0.0466819703578949, 0.04465372860431671, 0.04271361231803894, 0.04085778817534447, 0.039082594215869904, 0.037384532392024994, 0.035760246217250824, 0.03420653194189072, 0.032720327377319336, 0.031298693269491196, 0.029938824474811554, 0.028638042509555817, 0.027393775060772896, 0.026203569024801254, 0.025065075606107712, 0.023976046591997147, 0.022934334352612495, 0.021937882527709007, 0.020984724164009094, 0.020072977989912033, 0.019200846552848816, 0.018366606906056404, 0.017568614333868027, 0.016805293038487434, 0.01607513427734375, 0.015376701019704342, 0.014708613976836205, 0.014069553464651108, 0.013458259403705597, 0.012873523868620396, 0.01231419388204813, 0.01177916582673788, 0.011267384514212608, 0.010777837596833706, 0.010309561155736446, 0.009861631318926811, 0.009433162398636341, 0.00902330968528986, 0.008631264790892601, 0.008256252855062485, 0.007897535338997841, 0.0075544025748968124, 0.007226178422570229, 0.006912215147167444, 0.0066118924878537655, 0.006324618589133024, 0.00604982627555728, 0.005786972586065531, 0.005535539705306292, 0.005295031238347292, 0.005064972676336765, 0.004844909533858299, 0.004634407348930836, 0.004433051683008671, 0.004240444395691156, 0.004056205041706562, 0.003879970870912075, 0.003711393568664789, 0.003550140652805567, 0.0033958940766751766, 0.0032483490649610758, 0.003107214579358697, 0.00297221215441823, 0.002843075431883335, 0.0027195492293685675, 0.002601390238851309, 0.0024883649311959743, 0.0023802502546459436, 0.0022768331691622734, 0.002177909016609192, 0.0020832831505686045, 0.001992768608033657, 0.0019061865750700235, 0.0018233665032312274, 0.0017441448289901018, 0.0016683650901541114, 0.0015958778094500303, 0.0015265400288626552, 0.0014602148439735174, 0.0013967712875455618, 0.001336084445938468, 0.0012780341785401106, 0.0012225060490891337, 0.0011693905107676983, 0.00111858278978616, 0.001069982536137104, 0.001023493823595345, 0.0009790250333026052, 0.0009364882716909051, 0.0008957997197285295, 0.0008568789344280958, 0.0008196492563001812, 0.0007840370526537299, 0.0007499721832573414, 0.0007173873600549996, 0.0006862183217890561, 0.0006564034847542644, 0.000627884001005441, 0.0006006036419421434, 0.0005745085654780269, 0.0005495472578331828, 0.0005256704753264785, 0.0005028311279602349, 0.00048098410479724407, 0.0004600862739607692, 0.00044009642442688346, 0.0004209750914014876, 0.0004026845272164792, 0.00038518867222592235, 0.00036845298018306494, 0.00035244441824033856, 0.00033713140874169767, 0.0003224837128072977, 0.00030847243033349514, 0.00029506991268135607, 0.0002822496753651649, 0.00026998648536391556, 0.0002582560991868377, 0.0002470353792887181, 0.00023630217765457928, 0.0002260353066958487, 0.00021621451014652848, 0.00020682041940744966, 0.00019783446623478085, 0.00018923895549960434, 0.00018101689056493342, 0.00017315206059720367, 0.00016562893870286644, 0.00015843268192838877, 0.0001515490876045078, 0.00014496457879431546, 0.00013866614608559757, 0.00013264137669466436, 0.000126878367154859, 0.00012136575242038816, 0.0001160926403827034, 0.00011104864825028926, 0.00010622380068525672, 0.00010160858073504642, 9.719388617668301e-05, 9.29710004129447e-05, 8.893159247236326e-05, 8.506768790539354e-05, 8.137166150845587e-05, 7.783622277202085e-05, 7.445439405273646e-05, 7.12194960215129e-05, 6.812514766352251e-05, 6.516524445032701e-05, 6.23339437879622e-05, 5.962565774098039e-05, 5.703503848053515e-05, 5.455697464640252e-05, 5.218658043304458e-05, 4.99191737617366e-05, 4.7750283556524664e-05, 4.567562791635282e-05, 4.3691110477084294e-05, 4.1792816773522645e-05, 3.997699968749657e-05, 3.824007580988109e-05, 3.657861816463992e-05, 3.498934893286787e-05, 3.346912853885442e-05, 3.201495928806253e-05, 3.06239708152134e-05, 2.9293418265297078e-05, 2.8020676836604252e-05, 2.680323268577922e-05, 2.5638684746809304e-05, 2.4524731998099014e-05, 2.3459180738427676e-05, 2.2439924578065984e-05, 2.146495353372302e-05, 2.0532341295620427e-05, 1.9640250684460625e-05, 1.8786920918500982e-05, 1.797066579456441e-05, 1.7189875507028773e-05, 1.6443007552879862e-05, 1.572859036969021e-05, 1.5045214240672067e-05, 1.4391528566193301e-05, 1.37662445922615e-05, 1.316812813456636e-05, 1.2595998668984976e-05, 1.204872751259245e-05, 1.1525233276188374e-05, 1.1024483683286235e-05, 1.054549193213461e-05, 1.0087310329254251e-05, 9.649036655901e-06, 9.229805073118769e-06, 8.828787031234242e-06, 8.445193998340983e-06, 8.078266546363011e-06, 7.727281627012417e-06, 7.391546205326449e-06, 7.0703981691622175e-06, 6.763202691217884e-06, 6.469354957516771e-06, 6.188273800944444e-06, 5.9194057939748745e-06, 5.662219336954877e-06, 5.41620647709351e-06, 5.180882908462081e-06, 4.955783879267983e-06, 4.7404646466020495e-06, 4.534500476438552e-06, 4.3374852793931495e-06, 4.149030246480834e-06, 3.968762939621229e-06, 3.7963277463859413e-06, 3.6313847431301838e-06, 3.473608103377046e-06, 3.322686779938522e-06, 3.1783224585524295e-06, 3.0402306947507896e-06, 2.9081384127493948e-06, 2.781785497063538e-06, 2.6609222913975827e-06, 2.545310280765989e-06, 2.4347216367459623e-06, 2.3289376258617267e-06, 2.227749973826576e-06, 2.130958364432445e-06, 2.038372485912987e-06, 1.949809302459471e-06, 1.865093850028643e-06, 1.78405912265589e-06, 1.7065452766473754e-06, 1.6323991758326883e-06, 1.5614746189385187e-06, 1.4936316574676312e-06, 1.428736254638352e-06, 1.3666603990714066e-06, 1.3072816500425688e-06, 1.2504827964221477e-06, 1.1961517429881496e-06, 1.144181396739441e-06, 1.0944688710878836e-06, 1.0469162816661992e-06, 1.0014298368332675e-06, 9.579197239872883e-07, 9.162999958789442e-07, 8.764885137679812e-07, 8.384067768929526e-07, 8.019796382541244e-07, 7.671351909266377e-07, 7.338046543736709e-07, 7.019222607596021e-07, 6.714250844197522e-07, 6.422529850169667e-07, 6.143483233245206e-07, 5.876560749129567e-07, 5.62123545932991e-07, 5.377003731155128e-07, 5.143383532413282e-07, 4.919913294543221e-07, 4.7061524810487754e-07, 4.5016795979790913e-07, 4.3060902044089744e-07, 4.1189991861756425e-07, 3.940036776839406e-07, 3.7688496945520455e-07, 3.6051002894055273e-07, 3.448465690780722e-07, 3.298636670479027e-07, 3.155317358505272e-07, 3.018224958850624e-07, 2.8870888968413055e-07, 2.7616505349215004e-07, 2.6416623200020695e-07, 2.5268872150263633e-07, 2.417098983187316e-07, 2.312080766841973e-07, 2.21162522962004e-07, 2.1155345564238814e-07, 2.0236186060174077e-07, 1.9356963321115472e-07, 1.851593935953133e-07, 1.771145861084733e-07, 1.694193088042084e-07, 1.6205837027882808e-07, 1.5501726124966808e-07, 1.4828205507910752e-07, 1.4183949303969712e-07, 1.3567684220561205e-07, 1.297819522960708e-07, 1.2414318462106166e-07, 1.1874940497591524e-07, 1.1358997653587721e-07, 1.0865471011811678e-07, 1.0393387839258139e-07, 9.941815193315051e-08, 9.509862763934507e-08, 9.096677189290858e-08, 8.701444187408924e-08, 8.32338358236484e-08, 7.961747883200587e-08, 7.615825836637669e-08, 7.284933190021547e-08, 6.96841695457806e-08, 6.665652563242475e-08, 6.376042449574015e-08, 6.099016047755867e-08, 5.83402552933876e-08, 5.580548645411909e-08, 5.338084463346604e-08, 5.106155143153046e-08, 4.884302740038038e-08, 4.672089204404983e-08, 4.4690963818538876e-08, 4.274922815739046e-08, 4.0891855235258845e-08, 3.911518575705486e-08, 3.741570964166385e-08, 3.5790069574659356e-08, 3.423506100830309e-08, 3.2747614397976577e-08, 3.132479520218112e-08, 2.9963793224396795e-08, 2.8661924389439264e-08, 2.7416618308961915e-08, 2.6225421834169538e-08, 2.5085977739536247e-08, 2.399604071001704e-08, 2.2953459577479407e-08, 2.195617554434648e-08, 2.100222218359704e-08, 2.008971655698133e-08, 1.9216855662307353e-08, 1.838192176251141e-08, 1.75832646220897e-08, 1.6819305059811995e-08, 1.6088538501435323e-08, 1.538952432156293e-08, 1.4720878738216925e-08, 1.408128547097931e-08, 1.3469481530137273e-08, 1.2884258104861601e-08, 1.2324461451385105e-08, 1.1788987563932096e-08, 1.1276778622004713e-08, 1.0786823878561336e-08, 1.0318156995481331e-08, 9.869854267208211e-09, 9.441027515322276e-09, 9.030832970324809e-09, 8.638460613497045e-09, 8.263135953257006e-09, 7.90411913698108e-09, 7.560700510111928e-09, 7.232202836604529e-09, 6.9179777462125e-09, 6.617404846309682e-09, 6.329891277800925e-09, 6.054869494676041e-09, 5.7917972640098014e-09, 5.540154557337473e-09, 5.299445327011654e-09, 5.069195285756223e-09, 4.8489483539526645e-09, 4.638271100532165e-09, 4.436746969815886e-09, 4.24397894605022e-09, 4.059586444782326e-09, 3.883205312860127e-09, 3.7144876063877064e-09, 3.5531002584576754e-09, 3.398725079151177e-09, 3.251056979181044e-09, 3.1098048580702198e-09, 2.9746900498395235e-09, 2.84544543482923e-09, 2.721816327877491e-09, 2.603558924008098e-09, 2.4904394102520655e-09, 2.3822346317814436e-09, 2.2787312037308993e-09, 2.1797248450639017e-09, 2.085019934483512e-09, 1.9944299545215927e-09, 1.9077759372265746e-09, 1.8248866862080604e-09, 1.7455988876591277e-09, 1.6697560001333045e-09, 1.5972083655668712e-09, 1.5278127651896511e-09, 1.4614323085027081e-09, 1.3979358781668338e-09, 1.337198352047153e-09, 1.2790997150347039e-09, 1.2235253921133449e-09, 1.1703655822259407e-09, 1.1195154803189666e-09, 1.0708747222309967e-09, 1.0243472736704007e-09, 9.798414302153446e-10, 9.372691511799758e-10, 8.965466702370861e-10, 8.575934407062391e-10, 8.203326906652819e-10, 7.846908678388331e-10, 7.505975840871315e-10, 7.179855598948848e-10, 6.867905133489671e-10, 6.569507715603606e-10, 6.284075482199114e-10, 6.011044995091197e-10, 5.749876685889888e-10, 5.500055966223272e-10, 5.261089341956904e-10, 5.032504968305318e-10, 4.813852649832029e-10, 4.604700232224701e-10, 4.404634712518174e-10, 4.2132619615387057e-10, 4.0302042259021675e-10, 3.8550995729025317e-10, 3.687603000734896e-10, 3.527383940493678e-10, 3.37412597861686e-10, 3.227526579330231e-10, 3.087297084647389e-10, 2.9531599388121776e-10, 2.824850908744736e-10, 2.7021165860396934e-10, 2.5847149420776816e-10, 2.47241421780231e-10]",0.013818237189234651,0.00026514047118216314,"{""epsilon"": 3.0, ""delta"": 1e-05, ""adjacency"": ""add_remove"", ""clip_norm"": 1.0, ""normalize_by"": 512.0, ""query_sensitivity"": 0.001953125, ""matrix_sensitivity"": 5.087710866846113, ""total_sensitivity"": 0.009936935286808814, ""mu"": 0.7191174352217926, ""noise_multiplier"": 1.390593456674537, ""iid_noise_std"": 0.013818237189234651, ""max_participations"": null, ""sensitivity_squared"": 25.884801864624023, ""strategy_objective"": 62.42338562011719, ""calibrated_noise_stddev"": 0.013818237189234651, ""calibrated_noise_multiplier"": 1.390593456674537}"
sgd_wd,sgd,True,0.9,0.005,0.01,0.01,50000,5,512,488,97,5,4.99712,4,mean,1000,25.049938201904297,61.66783142089844,"[1.0, -0.561190664768219, -0.13122642040252686, -0.23716601729393005]","[1.0, 0.561190664768219, 0.4461613893508911, 0.5611907243728638, 0.5065785050392151, 0.46374452114105225, 0.4598209857940674, 0.4390459954738617, 0.4167135953903198, 0.4005241394042969, 0.3835810124874115, 0.3666517436504364, 0.3510882258415222, 0.33611422777175903, 0.3216535449028015, 0.30788224935531616, 0.29470497369766235, 0.2820732593536377, 0.26998916268348694, 0.25842487812042236, 0.24735352396965027, 0.23675690591335297, 0.22661468386650085, 0.21690665185451508, 0.20761451125144958, 0.19872049987316132, 0.19020748138427734, 0.1820591390132904, 0.17425988614559174, 0.16679473221302032, 0.15964938700199127, 0.15281014144420624, 0.14626388251781464, 0.13999807834625244, 0.13400067389011383, 0.12826019525527954, 0.12276564538478851, 0.1175064742565155, 0.11247259378433228, 0.10765436291694641, 0.10304254293441772, 0.09862828254699707, 0.09440313279628754, 0.09035898000001907, 0.08648807555437088, 0.08278299868106842, 0.07923664152622223, 0.07584221661090851, 0.07259319722652435, 0.06948336958885193, 0.0665067583322525, 0.06365766376256943, 0.06093062087893486, 0.05832040682435036, 0.05582201108336449, 0.05343064293265343, 0.05114172026515007, 0.04895085096359253, 0.04685383662581444, 0.04484665393829346, 0.04292546212673187, 0.04108657315373421, 0.03932645916938782, 0.037641748785972595, 0.03602920472621918, 0.03448574244976044, 0.033008404076099396, 0.031594350934028625, 0.030240874737501144, 0.028945382684469223, 0.027705388143658638, 0.026518510654568672, 0.025382479652762413, 0.02429511584341526, 0.023254331201314926, 0.022258136421442032, 0.021304616704583168, 0.02039194479584694, 0.019518371671438217, 0.018682220950722694, 0.017881890758872032, 0.017115844413638115, 0.016382616013288498, 0.015680799260735512, 0.015009045600891113, 0.014366070739924908, 0.01375064067542553, 0.01316157542169094, 0.012597744353115559, 0.012058068066835403, 0.011541510932147503, 0.011047082021832466, 0.01057383418083191, 0.010120860300958157, 0.009687291458249092, 0.009272295981645584, 0.008875079452991486, 0.008494878187775612, 0.008130964823067188, 0.0077826413325965405, 0.007449239492416382, 0.007130120415240526, 0.006824672222137451, 0.006532308645546436, 0.006252470426261425, 0.005984620191156864, 0.005728243850171566, 0.005482850596308708, 0.00524797011166811, 0.005023151636123657, 0.004807963967323303, 0.004601994529366493, 0.004404849372804165, 0.00421614944934845, 0.00403553294017911, 0.0038626540917903185, 0.003697181586176157, 0.003538797376677394, 0.003387198317795992, 0.0032420936040580273, 0.0031032052356749773, 0.0029702666215598583, 0.0028430228121578693, 0.0027212300337851048, 0.0026046547573059797, 0.00249307369813323, 0.002386272419244051, 0.002284046495333314, 0.0021861998829990625, 0.0020925449207425117, 0.002002901863306761, 0.0019170993473380804, 0.0018349725287407637, 0.001756363781169057, 0.0016811226960271597, 0.0016091049183160067, 0.0015401721466332674, 0.001474192482419312, 0.0014110393822193146, 0.0013505916576832533, 0.0012927334755659103, 0.0012373538920655847, 0.0011843466199934483, 0.0011336102616041899, 0.0010850473772734404, 0.0010385648347437382, 0.0009940735762938857, 0.0009514882694929838, 0.0009107273654080927, 0.0008717125165276229, 0.0008343691006302834, 0.0007986254058778286, 0.0007644129800610244, 0.0007316661649383605, 0.000700322212651372, 0.0006703209946863353, 0.0006416050018742681, 0.000614119169767946, 0.0005878108204342425, 0.0005626294878311455, 0.0005385269178077579, 0.0005154568934813142, 0.0004933751770295203, 0.0004722393932752311, 0.0004520090587902814, 0.0004326453781686723, 0.00041411121492274106, 0.0003963710623793304, 0.00037939086905680597, 0.00036313809687271714, 0.00034758157562464476, 0.00033269147388637066, 0.0003184392408002168, 0.00030479757697321475, 0.0002917403180617839, 0.00027924240566790104, 0.0002672799164429307, 0.00025582985836081207, 0.00024487031623721123, 0.00023438027710653841, 0.00022433963022194803, 0.0002147291088476777, 0.00020553029025904834, 0.00019672553753480315, 0.00018829798500519246, 0.00018023145094048232, 0.00017251049575861543, 0.0001651202910579741, 0.0001580466632731259, 0.0001512760791229084, 0.00014479554374702275, 0.00013859261525794864, 0.00013265543384477496, 0.00012697259080596268, 0.00012153318675700575, 0.00011632681707851589, 0.00011134347005281597, 0.00010657361417543143, 0.00010200809629168361, 9.763814887264743e-05, 9.34554118430242e-05, 8.945185982156545e-05, 8.561981667298824e-05, 8.195193368010223e-05, 7.844118226785213e-05, 7.508083217544481e-05, 7.18644296284765e-05, 6.87858191668056e-05, 6.583909271284938e-05, 6.301859684754163e-05, 6.0318932810332626e-05, 5.773492011940107e-05, 5.5261603847611696e-05, 5.289424370857887e-05, 5.062829586677253e-05, 4.845942385145463e-05, 4.638346581486985e-05, 4.439643817022443e-05, 4.249453195370734e-05, 4.067410191055387e-05, 3.893165921908803e-05, 3.72638605767861e-05, 3.566750820027664e-05, 3.4139542549382895e-05, 3.267703505116515e-05, 3.1277180823963135e-05, 2.9937291401438415e-05, 2.865480382752139e-05, 2.7427257009549066e-05, 2.6252297175233252e-05, 2.5127670596702956e-05, 2.4051221771514975e-05, 2.302088978467509e-05, 2.2034693756722845e-05, 2.1090745576657355e-05, 2.0187235350022092e-05, 1.9322431398904882e-05, 1.849467480496969e-05, 1.7702377590467222e-05, 1.694402271823492e-05, 1.6218154996749945e-05, 1.5523382899118587e-05, 1.485837492509745e-05, 1.4221854144125246e-05, 1.3612601833301596e-05, 1.3029450201429427e-05, 1.2471278751036152e-05, 1.1937019735341892e-05, 1.1425648153817747e-05, 1.0936182661680505e-05, 1.0467685569892637e-05, 1.0019259207183495e-05, 9.590042282070499e-06, 9.179212611343246e-06, 8.785982572590001e-06, 8.409599104197696e-06, 8.049339157878421e-06, 7.70451151765883e-06, 7.374456799880136e-06, 7.058541086735204e-06, 6.756159564247355e-06, 6.466731520049507e-06, 6.189702162373578e-06, 5.924540346313734e-06, 5.670738573826384e-06, 5.4278089010040276e-06, 5.195286121306708e-06, 4.972724582330557e-06, 4.759697276313091e-06, 4.555795840133214e-06, 4.360629645816516e-06, 4.1738239815458655e-06, 3.995020961156115e-06, 3.823877705144696e-06, 3.660066113297944e-06, 3.5032719551963964e-06, 3.3531946428411175e-06, 3.2095465485326713e-06, 3.072052322750096e-06, 2.940448212029878e-06, 2.8144820589659503e-06, 2.6939119379676413e-06, 2.578507064754376e-06, 2.4680459773662733e-06, 2.362316990911495e-06, 2.2611172880715458e-06, 2.1642529191012727e-06, 2.0715381197078386e-06, 1.982795083677047e-06, 1.897853735499666e-06, 1.8165512756240787e-06, 1.7387317257089308e-06, 1.6642459286231315e-06, 1.5929509800116648e-06, 1.524710341982427e-06, 1.4593929336115252e-06, 1.3968738130643032e-06, 1.3370329270401271e-06, 1.2797555655197357e-06, 1.22493190701789e-06, 1.172456904896535e-06, 1.1222298326174496e-06, 1.0741543974290835e-06, 1.0281385129928822e-06, 9.840939583227737e-07, 9.41936207254912e-07, 9.015844852910959e-07, 8.629613148514181e-07, 8.259927994913596e-07, 7.906079986241821e-07, 7.567390412077657e-07, 7.243209552143526e-07, 6.932916676305467e-07, 6.635916633968009e-07, 6.351639285639976e-07, 6.079540071368683e-07, 5.819098305437365e-07, 5.569812628891668e-07, 5.331206693881541e-07, 5.102822342450963e-07, 4.884221880274708e-07, 4.674985802921583e-07, 4.474713080071524e-07, 4.2830203028643155e-07, 4.0995394101628335e-07, 3.92391854120433e-07, 3.7558211829491484e-07, 3.5949250332123484e-07, 3.4409214322295156e-07, 3.2935153626567626e-07, 3.1524240284852567e-07, 3.0173768550412206e-07, 2.888114920551743e-07, 2.7643903877105913e-07, 2.6459662194611155e-07, 2.532615326344967e-07, 2.4241199980679085e-07, 2.3202727561510983e-07, 2.2208743644114293e-07, 2.1257339710700762e-07, 2.034669250861043e-07, 1.9475058365969744e-07, 1.864076324409325e-07, 1.784220842182549e-07, 1.7077863390113635e-07, 1.6346263009836548e-07, 1.5646003248548368e-07, 1.497574260156398e-07, 1.4334193565446185e-07, 1.372012832234759e-07, 1.313237021349778e-07, 1.2569790897032362e-07, 1.2031311769078457e-07, 1.1515900411041002e-07, 1.1022568457974558e-07, 1.0550370888040561e-07, 1.0098402469793655e-07, 9.665795630553475e-08, 9.251721166947391e-08, 8.855385402739557e-08, 8.476028767745447e-08, 8.11292224511817e-08, 7.76537163460489e-08, 7.432709736576726e-08, 7.114298483656967e-08, 6.809527519635594e-08, 6.517813488926549e-08, 6.238595773311317e-08, 5.971339334109871e-08, 5.715532225281095e-08, 5.4706838170659466e-08, 5.236324440716089e-08, 5.012004677951154e-08, 4.7972946504160063e-08, 4.591782953866641e-08, 4.3950745265419755e-08, 4.206793136063425e-08, 4.0265778267212227e-08, 3.854082564203054e-08, 3.6889769461367905e-08, 3.530944070462283e-08, 3.3796816012454656e-08, 3.2348985712360445e-08, 3.096318579309809e-08, 2.9636748166694815e-08, 2.8367134419227114e-08, 2.7151912718181848e-08, 2.5988747154315206e-08, 2.487541017615058e-08, 2.3809768379123852e-08, 2.278977895286971e-08, 2.1813484352151136e-08, 2.08790122968594e-08, 1.998457221930039e-08, 1.912844993512408e-08, 1.830900409061087e-08, 1.7524662609957886e-08, 1.6773920918922158e-08, 1.6055340168463772e-08, 1.5367543682032192e-08, 1.4709211626495744e-08, 1.4079081012141614e-08, 1.347594569267585e-08, 1.2898647483439163e-08, 1.2346079714120606e-08, 1.1817184564222316e-08, 1.1310946845810577e-08, 1.0826394891694235e-08, 1.0362601443603126e-08, 9.918676546760707e-09, 9.493768438062489e-09, 9.087063546076024e-09, 8.697782050148817e-09, 8.325176992229899e-09, 7.968533388691412e-09, 7.627168230328607e-09, 7.300426929646164e-09, 6.987682432679776e-09, 6.688336107174564e-09, 6.401813745782192e-09, 6.1275651219716565e-09, 5.865065766386124e-09, 5.613811193683205e-09, 5.373320455248631e-09, 5.1431321423933696e-09, 4.922804386353619e-09, 4.711915746469231e-09, 4.510061213380823e-09, 4.316853985386615e-09, 4.131923692085593e-09, 3.954915506199086e-09, 3.785490143570769e-09, 3.623323197032846e-09, 3.468103138004608e-09, 3.3195324267154547e-09, 3.1773264019818726e-09, 3.0412126150736185e-09, 2.910929497446091e-09, 2.7862279150525637e-09, 2.666868059719718e-09, 2.552621669593691e-09, 2.4432695866494214e-09, 2.3386019787352552e-09, 2.238418339572945e-09, 2.142526378534626e-09, 2.05074224268742e-09, 1.9628902947488314e-09, 1.878801780819117e-09, 1.7983154965151016e-09, 1.721277120836362e-09, 1.6475391051429256e-09, 1.5769598959991526e-09, 1.5094042682406439e-09, 1.444742769862728e-09, 1.3828511669089494e-09, 1.3236109985825806e-09, 1.2669086890682024e-09, 1.2126353254870992e-09, 1.1606871019864684e-09, 1.1109642095163963e-09, 1.06337139094137e-09, 1.0178173859287654e-09, 9.742149309488468e-10, 9.3248042620786e-10, 8.925337136034273e-10, 8.542983542803029e-10, 8.17700906985408e-10, 7.826713166458887e-10, 7.491423592576041e-10, 7.170497529074282e-10, 6.863319912397969e-10, 6.569300659009514e-10, 6.287877440946943e-10, 6.018510134708777e-10, 5.760681931477052e-10, 5.513899337117323e-10, 5.277688841509587e-10, 5.051596918548285e-10, 4.835190581253812e-10, 4.628055438882228e-10, 4.4297931989234485e-10, 4.2400247202145636e-10, 4.05838557204774e-10, 3.8845276995047584e-10, 3.7181177581224745e-10, 3.558836836337065e-10, 3.4063793452610014e-10, 3.2604530186830516e-10]",0.01359357068870556,0.00025636009646638264,"{""epsilon"": 3.0, ""delta"": 1e-05, ""adjacency"": ""add_remove"", ""clip_norm"": 1.0, ""normalize_by"": 512.0, ""query_sensitivity"": 0.001953125, ""matrix_sensitivity"": 5.004991328854056, ""total_sensitivity"": 0.009775373689168079, ""mu"": 0.7191174352217926, ""noise_multiplier"": 1.390593456674537, ""iid_noise_std"": 0.01359357068870556, ""max_participations"": null, ""sensitivity_squared"": 25.049938201904297, ""strategy_objective"": 61.66783142089844, ""calibrated_noise_stddev"": 0.01359357068870556, ""calibrated_noise_multiplier"": 1.390593456674537}"
