algorithm,window_index,start_step,end_step,num_seeds,mean_p_relative_change_mean,mean_p_relative_change_std,C_00_mean,C_00_std,C_10_mean,C_10_std,C_01_mean,C_01_std,C_11_mean,C_11_std,C_BC_mean,C_BC_std,C_real_mean,C_real_std,C_dynamic_clean_p_mean,C_dynamic_clean_p_std,gap_mean,gap_std,E_cross_mean,E_cross_std,E_square_mean,E_square_std,interaction_mean,interaction_std,R_BC_mean,R_BC_std,nonpositive_v_fraction_00_mean,nonpositive_v_fraction_00_std,nonpositive_v_fraction_10_mean,nonpositive_v_fraction_10_std,nonpositive_v_fraction_01_mean,nonpositive_v_fraction_01_std,nonpositive_v_fraction_11_mean,nonpositive_v_fraction_11_std,nonpositive_v_fraction_BC_mean,nonpositive_v_fraction_BC_std,corrected_v_nonpositive_fraction_mean,corrected_v_nonpositive_fraction_std,floor_activation_fraction_mean,floor_activation_fraction_std,mean_window_p_bc_median,std_window_p_bc_median,mean_window_p_bc_q99,std_window_p_bc_q99,mean_window_p_bc_q99_9,std_window_p_bc_q99_9,p_bc_max,raw_optimizer_update_l2_mean,raw_optimizer_update_l2_std,raw_optimizer_update_l2_min,raw_optimizer_update_l2_max,applied_parameter_update_l2_mean,applied_parameter_update_l2_std,applied_parameter_update_l2_min,applied_parameter_update_l2_max,parameter_l2_mean,parameter_l2_std,parameter_l2_min,parameter_l2_max
baseline,10,161,176,3,0.0006098197579073409,3.119300133868183e-05,1.29503337542216,0.020296726400828396,1.3286609649658203,0.000541342653957402,10.130475362141928,0.3225258486873159,10.130473136901855,0.32252595551498686,10.144453048706055,0.32221954951287335,10.130473136901855,0.32252595551498686,1.29503337542216,0.020296726400828396,8.835439761479696,0.34016523108944896,0.016812682151794434,0.00988074973624376,8.818627079327902,0.331559538954455,-0.033629814783732094,0.019760763451809604,-0.0015846572687743254,0.00011721747527191777,0.0,0.0,0.4948464532693227,0.00022782657676300016,0.0,0.0,0.0,0.0,0.5184698502222697,0.00036870535387524973,0.5184698502222697,0.00036870535387524973,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,217.3414764404297,0.08920131252768536,217.09576416015625,217.498291015625,1.0867756605148315,0.0003504854191512374,1.085541009902954,1.0875563621520996,216.68894958496094,0.005505865036825169,216.61215209960938,216.76832580566406
baseline,11,177,192,3,0.000601223281895121,9.160409726432967e-05,1.275533676147461,0.046257127153218454,1.3276088237762451,0.001506226709905379,10.115276018778482,0.3879324304605847,10.115275700887045,0.3879313732710769,10.128606478373209,0.38823255195898254,10.115275700887045,0.3879313732710769,1.275533676147461,0.046257127153218454,8.839742024739584,0.42968418569179295,0.026037414868672688,0.02279775718316582,8.81370460987091,0.40928350520529744,-0.052075465520222984,0.045596410430089884,-0.001509343325554191,4.130227465711717e-05,0.0,0.0,0.4947091241677602,0.00030453985822030596,0.0,0.0,0.0,0.0,0.517630398273468,0.0003029938844820471,0.517630398273468,0.0003029938844820471,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,217.2627970377604,0.06537844630609052,217.1270751953125,217.55035400390625,1.086384892463684,9.719074232828487e-05,1.0857058763504028,1.0878193378448486,216.53379821777344,0.06270890061495217,216.45428466796875,216.61514282226562
baseline,12,193,208,3,0.000546084736318638,5.805919712338587e-05,1.2707270781199138,0.05271372395178886,1.3253122170766194,0.001633618373999014,9.564334551493326,0.12221920149934291,9.56433359781901,0.12221920149934291,9.57594108581543,0.12267663175313356,9.56433359781901,0.12221920149934291,1.2707270781199138,0.05271372395178886,8.293606519699097,0.12344807620324201,0.02729209264119466,0.02567705206863599,8.266314427057901,0.12043913269290325,-0.05458609263102213,0.05135410413727198,-0.0013988640090834743,9.860003563104552e-05,0.0,0.0,0.49459389845530194,0.0002827429654173544,0.0,0.0,0.0,0.0,0.5169390638669332,0.0003241473886228991,0.5169390638669332,0.0003241473886228991,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,217.16240946451822,0.12606813269300854,217.00885009765625,217.3054656982422,1.0858825047810872,0.00045306174455047124,1.0851119756698608,1.086597204208374,216.37736002604166,0.10219727234155758,216.29635620117188,216.4568328857422
baseline,13,209,224,3,0.0005310755902125189,8.87057911149121e-05,1.2720177968343098,0.03194641954976014,1.3243605693181355,0.0020184006407316427,9.478841145833334,0.4496850025414182,9.478838602701822,0.4496870600615337,9.489446322123209,0.45126438570593785,9.478838602701822,0.4496870600615337,1.2720177968343098,0.03194641954976014,8.206820805867514,0.4738151561144996,0.026170114676157635,0.015188660288198819,8.180650691191355,0.46263900538971714,-0.0523453156153361,0.030373287221086842,-0.0012880744891805573,0.00011773562385361693,0.0,0.0,0.49451295534769696,0.0002574676159015504,0.0,0.0,0.0,0.0,0.5162655313809713,0.00022341713510068602,0.5162655313809713,0.00022341713510068602,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,217.08961486816406,0.0956655601631607,216.92408752441406,217.2142333984375,1.0855181614557903,0.00039980206143755745,1.0846896171569824,1.0861340761184692,216.22162373860678,0.03675269392618187,216.1393280029297,216.30258178710938
baseline,14,225,240,3,0.0004763786564581096,4.286579842069738e-05,1.3004203637440999,0.04392244793648969,1.3239951531092327,0.001332390792193266,9.159119288126627,0.23351052298237437,9.159119288126627,0.23351160905064486,9.1682341893514,0.23411861972709821,9.159119288126627,0.23351160905064486,1.3004203637440999,0.04392244793648969,7.858698924382527,0.2146515078009945,0.011787394682566324,0.02146674251397504,7.846911529699962,0.2233849802983916,-0.02357478936513265,0.04293195117104752,-0.0011587146809316866,9.988635088834651e-05,0.0,0.0,0.4944087366263072,0.00023957544101085453,0.0,0.0,0.0,0.0,0.5155765414237976,0.00021971293210667526,0.5155765414237976,0.00021971293210667526,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,217.03313191731772,0.08224062541509934,216.8555145263672,217.14401245117188,1.085233449935913,0.0004528953715933885,1.0843514204025269,1.0857936143875122,216.06771341959634,0.051513467495634874,215.98886108398438,216.14822387695312
baseline,15,241,256,3,0.0004444947505059342,2.4684316812179456e-05,1.2839422225952148,0.034348808407444524,1.3223245938618977,0.0014348649910445584,9.388897577921549,0.41422364369082765,9.388896942138672,0.4142247320485506,9.398264567057291,0.4141367312851454,9.388896942138672,0.4142247320485506,1.2839422225952148,0.034348808407444524,8.104954719543457,0.38129803097662435,0.019190867741902668,0.016456554020729316,8.085763851801554,0.39703937023300506,-0.03838300704956055,0.03291529338477442,-0.0011578905672161948,6.714281322184428e-05,0.0,0.0,0.4943719208240509,0.0002408417998203353,0.0,0.0,0.0,0.0,0.5151230096817017,0.00019953296501847308,0.5151230096817017,0.00019953296501847308,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.96162923177084,0.06305072145613631,216.8493194580078,217.09921264648438,1.084877848625183,0.00020375811800392053,1.0843180418014526,1.0855745077133179,215.91417439778647,0.051648715840647806,215.8328399658203,215.9947509765625
baseline,16,257,272,3,0.00044423516374081373,2.6005552726393496e-05,1.2781294584274292,0.030849335963689987,1.3210132916768391,0.003322295082675577,9.321760813395182,0.4770718930556743,9.321760495503744,0.477073366588345,9.330785433451334,0.47763589362411896,9.321760495503744,0.477073366588345,1.2781294584274292,0.030849335963689987,8.043631037076315,0.5042953117336928,0.021441757678985596,0.01563021143424611,8.02218927939733,0.49130809490001315,-0.04288415114084879,0.03125953555898437,-0.0011222793916170204,9.557383368481065e-05,0.0,0.0,0.49431811769803363,0.00017392840716087704,0.0,0.0,0.0,0.0,0.5145889520645142,0.0002306721546134217,0.5145889520645142,0.0002306721546134217,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.9075164794922,0.10580340165691891,216.65065002441406,217.07717895507812,1.0846070051193237,0.0005080460336534191,1.0833128690719604,1.0854628086090088,215.76024373372397,0.07262868709109714,215.67677307128906,215.84439086914062
baseline,17,273,288,3,0.0004766202376534541,7.479280523040644e-05,1.259198745091756,0.01647513025477591,1.3175348440806072,0.002593785160769404,9.616434415181478,0.3768331386845935,9.6164337793986,0.3768320874981817,9.625703811645508,0.3762310825447207,9.6164337793986,0.3768320874981817,1.259198745091756,0.01647513025477591,8.357235034306845,0.3808651595241872,0.029167731602986652,0.009254475971855868,8.328067302703857,0.37769972895269877,-0.058336734771728516,0.018507694467295215,-0.0011129791630216286,0.0001251844834328401,0.0,0.0,0.4942319492499034,0.0001627966020447598,0.0,0.0,0.0,0.0,0.5142480532328287,0.00023075779712175603,0.5142480532328287,0.00023075779712175603,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.84777323404947,0.07327788416882931,216.65625,217.01202392578125,1.0843071937561035,0.0003512905529915301,1.0833466053009033,1.0851294994354248,215.6067911783854,0.03703014034388516,215.52734375,215.68994140625
baseline,18,289,304,3,0.0005153373058419675,0.00018322832233062106,1.284572680791219,0.03143364080068932,1.3189661900202434,0.0019849689266880923,8.993216832478842,0.43966661781434074,8.993215560913086,0.43966715708857584,9.000938733418783,0.440445421486742,8.993215560913086,0.43966715708857584,1.284572680791219,0.03143364080068932,7.708642880121867,0.4394428844611985,0.01719611883163452,0.014842049606422329,7.691446761290233,0.4397237475596459,-0.03439478079477946,0.029683956864424713,-0.0010001035923652424,4.9173213657157835e-05,0.0,0.0,0.49417467912038165,0.00028689312466478986,0.0,0.0,0.0,0.0,0.5138645768165588,0.0003019621190149608,0.5138645768165588,0.0003019621190149608,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.8251698811849,0.09588748705239085,216.71974182128906,216.9882354736328,1.0841957330703735,0.0004479608637686208,1.0836621522903442,1.085007905960083,215.45300801595053,0.05175083153807846,215.3714141845703,215.53578186035156
baseline,19,305,320,3,0.0004611854092217982,8.947853547250715e-05,1.3035910526911418,0.013409932907577707,1.3195915619532268,0.0019620606460620626,9.058846155802408,0.4052224039209361,9.058847745259603,0.4052238173257222,9.065946261088053,0.4056955333035999,9.058847745259603,0.4052238173257222,1.3035910526911418,0.013409932907577707,7.755256692568461,0.3924841425405227,0.008001049359639486,0.0060172706479405536,7.747255643208821,0.39836802732285365,-0.01599891980489095,0.012037169084081858,-0.000914771378920376,4.6389132080456895e-05,0.0,0.0,0.49411176641782123,0.00024767804563390197,0.0,0.0,0.0,0.0,0.5135240157445272,0.00039070783423989994,0.5135240157445272,0.00039070783423989994,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.7655283610026,0.10289253075928993,216.6395721435547,216.90931701660156,1.0838963985443115,0.00028947106845487433,1.0832719802856445,1.084617018699646,215.29875691731772,0.009345260512350375,215.2163543701172,215.38206481933594
baseline,20,321,336,3,0.0004812117646603535,0.0001262867790310557,1.3111563920974731,0.06126376042824185,1.3179258902867634,0.0016044305843199481,9.08874225616455,0.045773130213015406,9.088741938273111,0.04577260455257777,9.095808347066244,0.04587024789741815,9.088741938273111,0.04577260455257777,1.3111563920974731,0.06126376042824185,7.777585546175639,0.016639014988441572,0.0033845901489257812,0.030089825482904894,7.774200956026713,0.015434390511348655,-0.006769816080729167,0.06017896871101828,-0.0009085678788309792,2.3699285235603523e-05,0.0,0.0,0.49400580922762555,0.0002792662941064184,0.0,0.0,0.0,0.0,0.5132331450780233,0.00042369825098096395,0.5132331450780233,0.00042369825098096395,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.7514394124349,0.06594416811846765,216.608154296875,216.8988037109375,1.0838265816370647,0.00030082322425004543,1.0831047296524048,1.0845662355422974,215.14417012532553,0.06320454405692276,215.06468200683594,215.2317657470703
baseline,21,337,352,3,0.0004883478783691922,0.00011864976057664132,1.2453153133392334,0.027517150067566665,1.3174004554748535,0.0004763291901744322,9.200187683105469,0.2829495296086518,9.200187047322592,0.2829514665080599,9.206318855285645,0.2832612978810897,9.200187047322592,0.2829514665080599,1.2453153133392334,0.027517150067566665,7.9548717339833575,0.2566040267045727,0.036042253176371254,0.013831976657396607,7.918829480806987,0.2698824748679148,-0.07208577791849773,0.027667920483285893,-0.0007705383835356905,3.784755272130792e-05,0.0,0.0,0.49397215247154236,0.0003309733177582732,0.0,0.0,0.0,0.0,0.5130273501078287,0.00035067280414783074,0.5130273501078287,0.00035067280414783074,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.73038736979166,0.08149431519428238,216.52720642089844,216.8472900390625,1.0837210416793823,0.00020744473592796973,1.0827113389968872,1.084303855895996,214.9910888671875,0.09588282804929792,214.91163635253906,215.07464599609375
baseline,22,353,368,3,0.0005390828882809728,0.00014939755576054284,1.246942400932312,0.03418282753163831,1.3165457248687744,0.001266490527750892,8.894852002461752,0.48252702727332497,8.894850730895996,0.482525927552573,8.900506337483725,0.48323168389901217,8.894850730895996,0.482525927552573,1.246942400932312,0.03418282753163831,7.647908329963684,0.5138217082021377,0.0348010261853536,0.01687754770734475,7.613107303778331,0.4985701773301074,-0.0696045955022176,0.03375711433658126,-0.0007375585491426288,5.644398710377946e-05,0.0,0.0,0.49387572209040326,0.0003366387682120175,0.0,0.0,0.0,0.0,0.5127098361651102,0.000322786477811601,0.5127098361651102,0.000322786477811601,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.69707234700522,0.08071729643826558,216.58740234375,216.84402465820312,1.0835546255111694,0.00034544708171575604,1.0830079317092896,1.0842840671539307,214.83675130208334,0.09593522363150511,214.75791931152344,214.92079162597656
baseline,23,369,384,3,0.00043518489110283554,7.799752645597184e-05,1.3056763807932537,0.05680687948117586,1.316123644510905,0.0015572326528687883,9.120479583740234,0.7957849709403715,9.120478312174479,0.7957845891403442,9.12634531656901,0.7962521373285751,9.120478312174479,0.7957845891403442,1.3056763807932537,0.05680687948117586,7.814801931381226,0.8456700820597952,0.005222996075948079,0.027660517651127547,7.809578935305278,0.8211584390598674,-0.010448535283406576,0.0553213172692102,-0.0007522329041763273,3.550794076002605e-05,0.0,0.0,0.4938136140505473,0.0003407341685929911,0.0,0.0,0.0,0.0,0.5124219059944153,0.00029405776769071186,0.5124219059944153,0.00029405776769071186,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.6573028564453,0.03038721337669356,216.52456665039062,216.81727600097656,1.0833556254704793,0.00037725200900736166,1.0826900005340576,1.0841602087020874,214.6827646891276,0.03724016884710827,214.60275268554688,214.76748657226562
baseline,24,385,400,3,0.0004054522917916377,2.868381782013713e-05,1.274519443511963,0.0261853532144603,1.3142038186391194,0.0007225612276803712,8.88808536529541,0.6251094384376485,8.888084411621094,0.6251103212279072,8.893535296122232,0.6257025790883123,8.888084411621094,0.6251103212279072,1.274519443511963,0.0261853532144603,7.613564968109131,0.6257279870089235,0.019841710726420086,0.012867711432690969,7.5937232573827105,0.6255671703979931,-0.039685328801472984,0.025734735144954918,-0.0007148186194661695,3.582047247972227e-05,0.0,0.0,0.4938261906305949,0.0002779003862546385,0.0,0.0,0.0,0.0,0.5122109850247701,0.00021153706345201697,0.5122109850247701,0.00021153706345201697,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.63980102539062,0.08310130079770141,216.49722290039062,216.8069610595703,1.0832671324412029,0.0004109601970755989,1.0825550556182861,1.0841144323349,214.53005981445312,0.052097595897337166,214.45025634765625,214.61582946777344
baseline,25,401,416,3,0.0004182768364747365,6.888830749960253e-05,1.2585862080256145,0.025457965522932367,1.3168660799662273,0.0009513691694644606,8.742367108662924,0.28011530281649727,8.742365519205729,0.28011476324981494,8.747281074523926,0.28048641433573673,8.742365519205729,0.28011476324981494,1.2585862080256145,0.025457965522932367,7.483779311180115,0.30051689944730076,0.029139141241709392,0.012344699453992818,7.454640169938405,0.2903618346877126,-0.0582814613978068,0.024690128955754013,-0.0006561779977003468,2.7362555635504824e-05,0.0,0.0,0.49373210469881695,0.00022868225251004192,0.0,0.0,0.0,0.0,0.5119203925132751,0.00019888826745206948,0.5119203925132751,0.00019888826745206948,1.0,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,0.0,62.43670654296875,216.61509704589844,0.08299302690844147,216.49375915527344,216.72799682617188,1.0831436316172283,0.00041047418113197354,1.0825471878051758,1.0837111473083496,214.37751261393228,0.05195955000862723,214.29872131347656,214.4652099609375
