R_adamw_aggregate,R_adamw_prefix,R_linear_aggregate,R_linear_prefix,amplitude_distortion,direction_distortion,effective_epoch,elapsed_seconds,epoch,epsilon_spent,eval_seconds,seed,step,strategy,test_accuracy,test_loss,train_loss
43.53477478027344,66.80081176757812,1.0382239818572998,0.8953234553337097,427.78668212890625,0.1467701941728592,1.00352,276.61836528312415,1,1.3382811671103791,108.91672385577112,0,98,decayed-prefix,0.6555,1.1120807373046875,1.1105686181640626
85.160400390625,128.2661590576172,0.904260516166687,0.7591079473495483,386.9966735839844,0.16209469735622406,2.00704,407.24785851314664,2,1.9144557955374952,68.51631915010512,0,196,decayed-prefix,0.7827,0.6576475860595703,0.6560898541259765
123.40618896484375,185.51351928710938,0.8212823867797852,0.6828228831291199,337.0462951660156,0.1844813972711563,3.00032,536.288766826503,3,2.354282010600367,65.4139705253765,0,293,decayed-prefix,0.8364,0.4976684860229492,0.49293949920654295
159.2464141845703,238.38558959960938,0.762129545211792,0.6335787177085876,283.96209716796875,0.2192038595676422,4.00384,671.7717961277813,4,2.763176126744547,73.49919725116342,0,391,decayed-prefix,0.8646,0.4166976974487305,0.4065587173461914
191.48094177246094,284.6499328613281,0.718393087387085,0.5993289947509766,247.45156860351562,0.25153467059135437,4.99712,792.7404890321195,5,2.9999999999999907,60.45250585488975,0,488,decayed-prefix,0.8798,0.3769333801269531,0.36058490005493166
