strategy,workload_type,seed,sensitivity_squared,strategy_objective,epsilon,delta,adjacency,calibrated_noise_stddev,calibrated_noise_multiplier,epoch,step,effective_epoch,epsilon_spent,train_loss,test_loss,test_accuracy,elapsed_seconds,eval_seconds
adam_momentum,adam_momentum,5,24.511695861816406,85.02693176269531,3.0,1e-05,add_remove,0.013446736673377351,1.390593456674537,1,98,1.00352,1.3458522909037829,0.5215843615722656,0.5385044754028321,0.8532,202.18784391414374,64.58911519218236
adam_momentum,adam_momentum,5,24.511695861816406,85.02693176269531,3.0,1e-05,add_remove,0.013446736673377351,1.390593456674537,2,196,2.00704,1.9204375588577811,0.44352483993530273,0.481980534362793,0.8871,324.2896515931934,62.12964232079685
adam_momentum,adam_momentum,5,24.511695861816406,85.02693176269531,3.0,1e-05,add_remove,0.013446736673377351,1.390593456674537,3,293,3.00032,2.3586966704221632,0.3948567552185059,0.4580238128662109,0.9003,447.84434873238206,63.42023181729019
adam_momentum,adam_momentum,5,24.511695861816406,85.02693176269531,3.0,1e-05,add_remove,0.013446736673377351,1.390593456674537,4,391,4.00384,2.767221574419006,0.39502883377075193,0.4655961654663086,0.9025,570.1132975099608,62.864837802015245
adam_momentum,adam_momentum,5,24.511695861816406,85.02693176269531,3.0,1e-05,add_remove,0.013446736673377351,1.390593456674537,5,488,4.99712,2.9999999999999867,0.39103719268798826,0.4836339645385742,0.9029,698.416920025833,67.8702773405239
