seed,step,branch,phi_t,num_coordinates,mean_g2,mean_g2_cross,mean_xi2,mean_2gxi,mean_abs_2gxi,rms_2gxi,negative_fraction_g2_cross,R_signed,R_abs,R_noise,rho_fb,mean_g2_cross_minus_g2,mean_private_second_moment,private_v_decomposition_max_abs,private_v_decomposition_rms
0,1,mf,0.00018476034165360034,5501002,2.6196937952249755e-09,2.589671588282272e-09,0.00018472352530807257,-3.00224116400738e-11,4.4155947875879065e-07,1.3327028227649862e-06,0.49944648146629333,-0.011460274457931519,168.55384826660156,70513.3984375,-1.6252619161605253e-07,-3.00224116400738e-11,0.00018472611497966085,9.313225746154785e-10,2.6888883480902237e-11
0,1,iid,0.00018476034165360034,5501002,2.6196937952249755e-09,2.589671588282272e-09,0.00018472352530807257,-3.0022546948504925e-11,4.4155947875879065e-07,1.3327028227649862e-06,0.49944648146629333,-0.011460327543318272,168.55384826660156,70513.3984375,-1.6252694479135243e-07,-3.0022546948504925e-11,0.00018472611497966085,9.313225746154785e-10,2.687378618249081e-11
0,2,mf,0.00024294562172144651,5501002,1.7017235398597563e-09,2.1793229443289874e-09,0.0002429650630801916,4.775999040695922e-10,4.405784466143814e-07,1.2862882385888952e-06,0.49984732270240784,0.2806566059589386,258.90130615234375,142775.875,1.9657143184304005e-06,4.775999040695922e-10,0.00024296724240313594,6.984919309616089e-10,2.72751682350858e-11
0,2,iid,0.00024294562172144651,5501002,1.7019078368818441e-09,1.4254274427472069e-09,0.00024297098570968956,-2.764807549571202e-10,4.405946469887567e-07,1.2806962104150443e-06,0.4999772906303406,-0.16245342791080475,258.8827819824219,142763.890625,-1.137916797233629e-06,-2.764807549571202e-10,0.0002429724111371323,6.984919309616089e-10,2.6465940550224332e-11
0,3,mf,0.00024612771812826395,5501002,1.5996112212590674e-09,2.174884050631931e-09,0.00024638036848045886,5.752735510178297e-10,4.5364478751253046e-07,1.232235376846802e-06,0.49999693036079407,0.35963332653045654,283.5968933105469,154025.15625,2.3349000457528746e-06,5.752735510178297e-10,0.0002463825433645095,4.656612873077393e-10,2.6848492179487593e-11
0,3,iid,0.00024612771812826395,5501002,1.6395189650353359e-09,1.1651521969469059e-09,0.00024633260909467936,-4.74367711778001e-10,4.6678229637109325e-07,1.2553753094834974e-06,0.500102698802948,-0.2893334627151489,284.70684814453125,150246.875,-1.925720425788313e-06,-4.74367711778001e-10,0.0002463337742468763,4.656612873077393e-10,2.598371344475492e-11
0,4,mf,0.00025651929900050163,5501002,1.1148871825739093e-09,1.5478313075689698e-09,0.0002567489573266357,4.3294368090585067e-10,4.010469183413079e-07,1.0731894235505024e-06,0.4993617534637451,0.3883295953273773,359.7197570800781,230291.4375,1.686252971921931e-06,4.3294368090585067e-10,0.0002567505051579433,4.656612873077393e-10,2.7113571804404657e-11
0,4,iid,0.00025651929900050163,5501002,1.2919199043892604e-09,1.2458923892566531e-09,0.0002566697367001325,-4.602697042943582e-11,4.444540309123113e-07,1.1637658872132306e-06,0.4999178349971771,-0.03562679886817932,344.0260009765625,198673.109375,-1.7932372031737032e-07,-4.602697042943582e-11,0.00025667098259252175,5.820766091346741e-10,2.619704453366012e-11
0,5,mf,0.00025651929900050163,5501002,1.4989003371823628e-09,2.53089971202769e-09,0.00025667320005595684,1.0319991528007222e-09,4.621061009402183e-07,1.2426871762727387e-06,0.4996589720249176,0.6885042190551758,308.2967529296875,171241.0,4.020673713966971e-06,1.0319991528007222e-09,0.00025667573095566887,5.820766091346741e-10,2.75608685179618e-11
0,5,iid,0.00025651929900050163,5501002,2.4855906222143176e-09,2.974356538842926e-09,0.00025678923702798784,4.8876508396134e-10,6.008843911331496e-07,1.6045136135289795e-06,0.4997136890888214,0.19663943350315094,241.7471466064453,103311.1640625,1.903370616673783e-06,4.8876508396134e-10,0.0002567922113845267,4.656612873077393e-10,2.666448659094378e-11
0,6,mf,0.00025651929900050163,5501002,1.3154701772322142e-09,1.49964907159017e-09,0.0002568537893239409,1.841789498691071e-10,4.4290538880886743e-07,1.1655300795609946e-06,0.4999592900276184,0.14000996947288513,336.6897888183594,195256.265625,7.170575031523185e-07,1.841789498691071e-10,0.00025685528897301246,6.984919309616089e-10,2.8125916526344774e-11
0,6,iid,0.00025651929900050163,5501002,1.2437366692097385e-09,6.089895254746125e-10,0.0002565949107520282,-6.347473102685797e-10,4.477606125874445e-07,1.1304390454824897e-06,0.4997400641441345,-0.5103550553321838,360.01239013671875,206309.671875,-2.4737330477364594e-06,-6.347473102685797e-10,0.0002565955197415537,3.4924596548080444e-10,2.7256641388362368e-11
0,7,mf,0.00025651929900050163,5501002,1.71008696092656e-09,2.1329786825674546e-09,0.0002564697351772338,4.2289199919665066e-10,4.97842677305016e-07,1.3020486449022428e-06,0.49990785121917725,0.2472926825284958,291.1212463378906,149974.671875,1.6488963865413098e-06,4.2289199919665066e-10,0.0002564718681559164,5.820766091346741e-10,2.8777336416596633e-11
0,7,iid,0.00025651929900050163,5501002,1.0507674730320105e-09,7.527451439948152e-10,0.00025646097492426634,-2.980223845483465e-10,4.1767401626202627e-07,1.0426783774164505e-06,0.5001007318496704,-0.2836235463619232,397.4942626953125,244070.15625,-1.1620575151027879e-06,-2.980223845483465e-10,0.00025646172766941033,3.4924596548080444e-10,2.7939929883591397e-11
0,8,mf,0.00025651929900050163,5501002,2.0505575015761224e-09,3.490926880900247e-09,0.00025648303562775254,1.440369490346427e-09,5.440778636511823e-07,1.449579599466233e-06,0.49970096349716187,0.7024282813072205,265.3316650390625,125079.6640625,5.6158469305955805e-06,1.440369490346427e-09,0.00025648652655463344,4.656612873077393e-10,2.948020647042249e-11
0,8,iid,0.00025651929900050163,5501002,1.4370438172761624e-09,1.6182265527575623e-09,0.00025639613159000874,1.8118234690334134e-10,4.827447241950722e-07,1.2153642501289141e-06,0.4997200667858124,0.12607990205287933,335.92901611328125,178419.140625,7.066500984365121e-07,1.8118234690334134e-10,0.0002563977498165615,3.4924596548080444e-10,2.8661800363649625e-11
0,9,mf,0.00025651929900050163,5501002,1.6630130605932436e-09,1.7578483113567245e-09,0.0002564343449193984,9.483482055205883e-11,4.939807922710315e-07,1.3083193834972917e-06,0.5000529289245605,0.05702589824795723,297.03961181640625,154198.640625,3.6982103779337194e-07,9.483482055205883e-11,0.0002564361027677098,4.656612873077393e-10,3.022330302693277e-11
0,9,iid,0.00025651929900050163,5501002,9.59652246557141e-10,9.398624101208952e-10,0.0002563738380558789,-1.978902111621217e-11,4.0351690699935716e-07,9.913236453940044e-07,0.5000214576721191,-0.020621033385396004,420.482421875,267152.84375,-7.71881474292968e-08,-1.978902111621217e-11,0.000256374777918289,4.656612873077393e-10,2.941812071721728e-11
0,10,mf,0.00025651929900050163,5501002,1.7472489011183256e-09,3.1430071878446597e-09,0.00025650125462561846,1.3957580646817291e-09,5.044338422521832e-07,1.3412962971415254e-06,0.49919015169143677,0.7988318800926208,288.7017517089844,146802.9375,5.441524990601465e-06,1.3957580646817291e-09,0.0002565043976328063,5.238689482212067e-10,3.096554609949287e-11
0,10,iid,0.00025651929900050163,5501002,1.0932608152103285e-09,9.370454412405138e-10,0.00025658251252025366,-1.5621554050326836e-10,4.273643128271942e-07,1.0558826488704653e-06,0.49985677003860474,-0.14288954436779022,390.9079284667969,234694.6875,-6.088316126806603e-07,-1.5621554050326836e-10,0.0002565834495656949,4.656612873077393e-10,3.021309938344707e-11
0,11,mf,0.00025651929900050163,5501002,1.2263284832059185e-09,8.162220899166073e-10,0.00025665320572443306,-4.101067263562186e-10,4.314719888043328e-07,1.1414080063332221e-06,0.4997662305831909,-0.33441832661628723,351.8404541015625,209285.84375,-1.5979022691681166e-06,-4.101067263562186e-10,0.000256654021946523,4.656612873077393e-10,3.171954365832619e-11
0,11,iid,0.00025651929900050163,5501002,1.5808175879428177e-09,1.9761028369202904e-09,0.00025664508575573564,3.952857208222582e-10,4.942291411680344e-07,1.2762224059770233e-06,0.49978551268577576,0.25005146861076355,312.6414794921875,162349.59375,1.5402038116008043e-06,3.952857208222582e-10,0.00025664706185857256,4.656612873077393e-10,3.098461764938776e-11
0,12,mf,0.00025651929900050163,5501002,1.08742870263967e-09,3.182027974446555e-09,0.00025631458265706897,2.0945989387399777e-09,4.099237003174494e-07,1.04188302429975e-06,0.49918651580810547,1.9261943101882935,376.966064453125,235707.046875,8.1719845184125e-06,2.0945989387399777e-09,0.0002563177646850434,4.656612873077393e-10,3.2458386672873374e-11
0,12,iid,0.00025651929900050163,5501002,1.493493217985531e-09,1.1392650156594186e-09,0.0002562941808719188,-3.5422756394787314e-10,4.821053494197258e-07,1.240306573890848e-06,0.49965333938598633,-0.23718057572841644,322.8038635253906,171607.203125,-1.3821131688018795e-06,-3.5422756394787314e-10,0.00025629532013693446,4.0745362639427185e-10,3.177811486176907e-11
0,13,mf,0.00025651929900050163,5501002,9.924822075291218e-10,9.897962449656461e-10,0.0002564981405157596,-2.686285655723042e-12,3.916902073797246e-07,9.940466725311126e-07,0.4993174076080322,-0.0027066334150731564,394.6571350097656,258441.03125,-1.0472925637827757e-08,-2.686285655723042e-12,0.00025649913031200455,4.656612873077393e-10,3.322431219032751e-11
0,13,iid,0.00025651929900050163,5501002,1.7551626818601562e-09,1.8977703852840477e-09,0.0002564868191257119,1.4260705116786454e-10,5.215732130636752e-07,1.3455957059704815e-06,0.49979332089424133,0.08125004172325134,297.1651611328125,146132.78125,5.560015097216819e-07,1.4260705116786454e-10,0.0002564887168960972,3.4924596548080444e-10,3.2541858097090426e-11
0,14,mf,0.00025651929900050163,5501002,1.298020912976483e-09,2.175429836270837e-09,0.0002564337046351284,8.774090343166563e-10,4.453061137610348e-07,1.1727556739060674e-06,0.4994470179080963,0.6759591102600098,343.0654602050781,197557.46875,3.4215822779515292e-06,8.774090343166563e-10,0.00025643588006496465,5.238689482212067e-10,3.396382480813642e-11
0,14,iid,0.00025651929900050163,5501002,1.462238108373981e-09,2.1392019267096885e-09,0.00025651167379692197,6.769632077130439e-10,4.76792450854191e-07,1.2284315289434744e-06,0.4997144341468811,0.4629637598991394,326.0703125,175424.015625,2.6391128358227434e-06,6.769632077130439e-10,0.0002565138129988487,4.0745362639427185e-10,3.3299977358902666e-11
0,15,mf,0.00025651929900050163,5501002,9.532530320655042e-10,9.837636261167404e-10,0.00025626018759794533,3.051009792032211e-11,3.853425312172476e-07,9.84342932497384e-07,0.4998106062412262,0.032006293535232544,404.2395324707031,268827.03125,1.1905906660558685e-07,3.051009792032211e-11,0.00025626117136157145,4.656612873077393e-10,3.468265605266474e-11
0,15,iid,0.00025651929900050163,5501002,1.498962065582532e-09,2.1871536526330004e-10,0.00025629758602008224,-1.2802465754191417e-09,4.812997644876305e-07,1.2509464113463764e-06,0.499898761510849,-0.8540887236595154,321.08868408203125,170983.375,-4.995156814402435e-06,-1.2802465754191417e-09,0.0002562978047354475,4.0745362639427185e-10,3.406730106347844e-11
