algorithm,window_index,start_step,end_step,num_seeds,mean_p_relative_change_mean,mean_p_relative_change_std,C_00_mean,C_00_std,C_10_mean,C_10_std,C_01_mean,C_01_std,C_11_mean,C_11_std,C_BC_mean,C_BC_std,C_real_mean,C_real_std,C_dynamic_clean_p_mean,C_dynamic_clean_p_std,gap_mean,gap_std,E_cross_mean,E_cross_std,E_square_mean,E_square_std,interaction_mean,interaction_std,R_BC_mean,R_BC_std,nonpositive_v_fraction_00_mean,nonpositive_v_fraction_00_std,nonpositive_v_fraction_10_mean,nonpositive_v_fraction_10_std,nonpositive_v_fraction_01_mean,nonpositive_v_fraction_01_std,nonpositive_v_fraction_11_mean,nonpositive_v_fraction_11_std,nonpositive_v_fraction_BC_mean,nonpositive_v_fraction_BC_std
baseline,10,161,176,3,0.0006117222364991903,2.975000238935594e-05,1.2950470050175984,0.020240542879490533,1.3286478519439697,0.0005438365025750316,10.1298459370931,0.32298290564132015,10.129846254984537,0.3229846884149847,1.3543057044347127,0.00040148747801043393,10.129846254984537,0.3229846884149847,1.2950470050175984,0.020240542879490533,8.83479924996694,0.34065779711559446,0.01680058240890503,0.009852147278409546,8.817998667558035,0.3320351863310806,-0.03360052903493246,0.019697046340400197,0.9933355861127922,0.0019921394570922963,0.0,0.0,0.49484753608703613,0.000228396591445415,0.0,0.0,0.0,0.0,0.5184699296951294,0.0003686143082777367
baseline,11,177,192,3,0.0006039530077638725,9.151046127789713e-05,1.2752083539962769,0.04644522338967204,1.3276769717534382,0.0014824867743802649,10.114232063293457,0.38769527825805905,10.11423110961914,0.38769282359107776,1.3530079523722331,0.0008182999864661597,10.11423110961914,0.38769282359107776,1.2752083539962769,0.04644522338967204,8.839022755622864,0.4297037766987762,0.026233832041422527,0.022901790736632774,8.812788923581442,0.4091606872593405,-0.05246957143147787,0.04580734866015897,0.9913435916322731,0.004966290604780857,0.0,0.0,0.4947106142838796,0.0003021165542047579,0.0,0.0,0.0,0.0,0.517630418141683,0.00030307204349665353
baseline,12,193,208,3,0.0005452557622144619,5.852665004315341e-05,1.2703015009562175,0.05243727276789413,1.325276772181193,0.0016099733811296884,9.564263661702475,0.12247550525230053,9.564261754353842,0.12247715116180913,1.349763552347819,0.00014281035728056288,9.564261754353842,0.12247715116180913,1.2703015009562175,0.05243727276789413,8.293960253397623,0.12396872503454398,0.027486681938171387,0.025530399317653732,8.266473571459452,0.12083682683024816,-0.0549771785736084,0.05106118792165877,0.9904326985846206,0.006235799785936031,0.0,0.0,0.494588166475296,0.00028597286924105593,0.0,0.0,0.0,0.0,0.5169390439987183,0.00032423188972888114
baseline,13,209,224,3,0.0005305089677373568,8.601124297198185e-05,1.2716920773188274,0.032206065470456416,1.3245066006978352,0.002077409269690307,9.477326393127441,0.4494664284844682,9.477325439453125,0.449467628099865,1.3477754592895508,0.0010851627127960197,9.477325439453125,0.449467628099865,1.2716920773188274,0.032206065470456416,8.205633362134298,0.4737648007215427,0.026406784852345783,0.01526349861945945,8.179226577281952,0.46252736653454807,-0.05281547705332438,0.030523206632594727,0.990816741146916,0.003484187513779479,0.0,0.0,0.49451133608818054,0.0002586496550291804,0.0,0.0,0.0,0.0,0.5162656704584757,0.00022355013713837342
baseline,14,225,240,3,0.00047797243072030443,3.960771158546497e-05,1.3008991082509358,0.043675717468885114,1.3239669799804688,0.0012109541272891076,9.161118825276693,0.23715636524428635,9.16111691792806,0.2371525621975218,1.3462109565734863,0.001395051095041282,9.16111691792806,0.2371525621975218,1.3008991082509358,0.043675717468885114,7.860217809677124,0.218398907571258,0.011532982190450033,0.021415429670072914,7.848684827486674,0.22712509380807802,-0.02306977907816569,0.04282638318891085,0.9942002190259006,0.005402249302107792,0.0,0.0,0.4944137930870056,0.00024272789216983745,0.0,0.0,0.0,0.0,0.5155766208966573,0.0002196808758390542
baseline,15,241,256,3,0.00044693956927706796,2.3746135372695295e-05,1.2839398781458538,0.03440262740970636,1.3224154710769653,0.0014690161331766148,9.38960329691569,0.41379769803144234,9.389602025349935,0.41379824280231886,1.3454217513402302,0.0008393148118369225,9.389602025349935,0.41379824280231886,1.2839398781458538,0.03440262740970636,8.10566214720408,0.38073623483944113,0.019237160682678223,0.016466692055669314,8.086424986521402,0.3965369168045695,-0.03847686449686686,0.03293447716744523,0.9922733770137148,0.004666366717842209,0.0,0.0,0.49437246719996136,0.0002457900395631874,0.0,0.0,0.0,0.0,0.5151230295499166,0.00019974171316028546
baseline,16,257,272,3,0.0004455334856174886,3.0807190253782094e-05,1.2782240708669026,0.030782214059477748,1.3210619688034058,0.003273104871872916,9.320724169413248,0.4760367233559536,9.320724487304688,0.47603675576343607,1.3443839152654011,0.000988206775905018,9.320724487304688,0.47603675576343607,1.2782240708669026,0.030782214059477748,8.042500416437784,0.5029852371144539,0.021419107913970947,0.01558170648860751,8.021081308523813,0.4901537068584513,-0.04283758004506429,0.031164648177925598,0.9918935097927237,0.003502525106547451,0.0,0.0,0.4943128724892934,0.00018308583554690742,0.0,0.0,0.0,0.0,0.5145888328552246,0.00023094234016396016
baseline,17,273,288,3,0.00047693094044613343,7.513920477268506e-05,1.25898277759552,0.01674778522576996,1.3174869616826375,0.0025625069564062736,9.616031328837076,0.37666376869469836,9.616032600402832,0.3766649039245575,1.3424834410349529,0.001120617067301512,9.616032600402832,0.3766649039245575,1.25898277759552,0.01674778522576996,8.357049822807312,0.3807454091658866,0.02925272782643636,0.009375565475937347,8.327797094980875,0.37756517600320766,-0.058502912521362305,0.018754449632643097,0.9900128342777922,0.001979605661706748,0.0,0.0,0.4942369262377421,0.00016510254566223876,0.0,0.0,0.0,0.0,0.5142480929692587,0.00023067968842577815
baseline,18,289,304,3,0.0005152138182893395,0.0001834477336857858,1.2844510475794475,0.03144733710709113,1.3189759254455566,0.0020079077542749777,8.990789731343588,0.4431630228405828,8.990788459777832,0.44316246312150553,1.3419517278671265,0.0018316051250617472,8.990788459777832,0.44316246312150553,1.2844510475794475,0.03144733710709113,7.706337412198384,0.44287918378290164,0.017261803150177002,0.014832825650000306,7.689075609048207,0.4431830715609553,-0.03452614943186442,0.029662885345157815,0.9925210876019145,0.003816999021582108,0.0,0.0,0.4941736161708832,0.0002889011569295679,0.0,0.0,0.0,0.0,0.5138645569483439,0.0003019771097594929
baseline,19,305,320,3,0.0004603271566641827,9.129037199680715e-05,1.3034543593724568,0.013529929788060134,1.3195568323135376,0.001904070660026423,9.060068448384603,0.4051565474487141,9.06006908416748,0.40515933744458227,1.339510202407837,0.0013967441890477604,9.06006908416748,0.40515933744458227,1.3034543593724568,0.013529929788060134,7.756614724795024,0.392243100213173,0.008051554361979166,0.006104457550566307,7.748563170433044,0.39822693192248837,-0.016101837158203125,0.012213913360083397,0.9952935287507257,0.0017673654430588864,0.0,0.0,0.4941147267818451,0.000245982257883458,0.0,0.0,0.0,0.0,0.513524055480957,0.0003905355820709166
baseline,20,321,336,3,0.000481581383307154,0.0001262183729656314,1.3111329873402913,0.061133399198291756,1.3179523944854736,0.0016665307023486678,9.088889757792154,0.04607009915662494,9.088890075683594,0.04607067018370887,1.3399804035822551,0.0010373041545392939,9.088890075683594,0.04607067018370887,1.3111329873402913,0.061133399198291756,7.777757088343303,0.016209726020277874,0.003409862518310547,0.02995005268017926,7.774347225824992,0.01567974587778129,-0.006819089253743489,0.05990141981652739,0.9963011931598381,0.007736696704823235,0.0,0.0,0.4940069913864136,0.0002797334422795823,0.0,0.0,0.0,0.0,0.5132332642873129,0.00042362091736980614
baseline,21,337,352,3,0.0004888840873415271,0.00011737116606438448,1.2452664772669475,0.027581411808578996,1.3174023230870564,0.000487113858027822,9.199129104614258,0.2840569524505319,9.199130058288574,0.28405776669855287,1.3381465673446655,0.001151448266686153,9.199130058288574,0.28405776669855287,1.2452664772669475,0.027581411808578996,7.9538635810216265,0.25766219385321176,0.03606839974721273,0.013839179447354995,7.917795181274414,0.27094410029325294,-0.07213489214579265,0.02767967379871615,0.9882423226617544,0.0038265251064890145,0.0,0.0,0.4939727286497752,0.0003339463211574038,0.0,0.0,0.0,0.0,0.5130272706349691,0.000350684829599423
baseline,22,353,368,3,0.0005408984919389089,0.00015128054703121056,1.2468005418777466,0.03387782160270067,1.3165622154871623,0.0012210120773904814,8.893148104349772,0.4827649001689178,8.893147786458334,0.4827670993079145,1.3375887076059978,0.0010007455798711523,8.893147786458334,0.4827670993079145,1.2468005418777466,0.03387782160270067,7.6463472445805865,0.5137970648712478,0.03488067785898844,0.016752180898318647,7.611466566721599,0.49864760527138474,-0.06976199150085449,0.03350031634350453,0.9882786058853168,0.003836627370636481,0.0,0.0,0.4938763578732808,0.00033372510245395536,0.0,0.0,0.0,0.0,0.5127098361651102,0.0003226328250633979
baseline,23,369,384,3,0.0004352379764895886,7.748473337458051e-05,1.3051564693450928,0.05673983810874152,1.3161048889160156,0.0015561680790152528,9.119656562805176,0.7957460872912898,9.119656562805176,0.7957470039133457,1.336788535118103,0.0008638281939676716,9.119656562805176,0.7957470039133457,1.3051564693450928,0.05673983810874152,7.814500093460083,0.8455985655508935,0.005474209785461426,0.027634993279671283,7.809025883674622,0.8210878522875451,-0.010948419570922852,0.05526863761644387,0.9964222222789818,0.00741396601844388,0.0,0.0,0.49381516377131146,0.0003399087837293578,0.0,0.0,0.0,0.0,0.5124220649401346,0.0002940938373663391
baseline,24,385,400,3,0.0004066068116420259,2.8000422209614167e-05,1.2744958400726318,0.026478585320343823,1.3142170508702595,0.0008796340496462784,8.887567520141602,0.6253476238019922,8.887567838033041,0.6253461952492941,1.3363978862762451,0.0010125727927611033,8.887567838033041,0.6253461952492941,1.2744958400726318,0.026478585320343823,7.613071997960408,0.6257967673136229,0.019860764344533283,0.012943715693846954,7.593211233615875,0.6257593663292691,-0.039720892906188965,0.025887918781627415,0.9918412072711069,0.0033845699729749003,0.0,0.0,0.49382702509562176,0.0002847930266434559,0.0,0.0,0.0,0.0,0.5122109850247701,0.000211656432100944
baseline,25,401,416,3,0.00041826061593989533,6.945574800284458e-05,1.258768637975057,0.025755356597890446,1.3169357379277546,0.000925425410473178,8.742049217224121,0.28069882864253903,8.742049853006998,0.2806982827863048,1.3354893922805786,0.0007946345045099435,8.742049853006998,0.2806982827863048,1.258768637975057,0.025755356597890446,7.483281215031941,0.30117212565688306,0.029083867867787678,0.012488240330163384,7.454197347164154,0.2909922498839801,-0.05816646416982015,0.02497899849638346,0.9898099787743265,0.0029782118736097906,0.0,0.0,0.49373435974121094,0.00022706800139292966,0.0,0.0,0.0,0.0,0.5119203925132751,0.00019886897462535405
baseline,26,417,432,3,0.0004255908910029878,4.130832547073836e-05,1.2563836177190144,0.06581519946998024,1.3153985738754272,0.001329927166970026,8.732608159383139,0.35591963326068643,8.732608795166016,0.35591910698560664,1.33542001247406,0.0007329586730638817,8.732608795166016,0.35591910698560664,1.2563836177190144,0.06581519946998024,7.476225177447001,0.3121475083488405,0.029507795969645183,0.0332045104183033,7.446717381477356,0.3328777355124933,-0.059014320373535156,0.06640804996224098,0.9892753667904369,0.008834559236310323,0.0,0.0,0.4936515788237254,0.00020649213964509232,0.0,0.0,0.0,0.0,0.5117112000783285,0.0002038965854881118
baseline,27,433,448,3,0.000356827814054365,3.7577659841428265e-05,1.300525148709615,0.02648060577365931,1.3148332039515178,0.0026353528223026675,8.973908106486002,0.5354861102226083,8.973907152811686,0.5354854106055642,1.3340770800908406,0.0009036955840812515,8.973907152811686,0.5354854106055642,1.300525148709615,0.02648060577365931,7.673382004102071,0.5466483814920887,0.007153550783793132,0.013682754381429137,7.666228453318278,0.5419157076783918,-0.014309008916219076,0.027364719555571366,0.9956777823083439,0.0031062697111154647,0.0,0.0,0.4935465256373088,0.0002644052776582215,0.0,0.0,0.0,0.0,0.5116022427876791,0.0002706198983228352
baseline,28,449,464,3,0.0003424401899489264,2.4056137262911796e-05,1.264231522878011,0.03692180057929108,1.3140494028727214,0.002648181454695638,9.00035317738851,0.3868430598183357,9.00035317738851,0.38684427011851885,1.3339385191599529,0.00029510830467770384,9.00035317738851,0.38684427011851885,1.264231522878011,0.03692180057929108,7.736121654510498,0.3534029179479428,0.024908939997355144,0.01863231250431599,7.711212714513143,0.37071342610548974,-0.04981787999471029,0.03726590156871909,0.9908464791683484,0.005191480068561673,0.0,0.0,0.4935322304566701,0.00029741694104121636,0.0,0.0,0.0,0.0,0.5114102363586426,0.0002642854893546436
baseline,29,465,480,3,0.00032828544499352574,3.8529816902822544e-05,1.2733097871144612,0.017995387795596337,1.314954121907552,0.0008858431103736537,8.900331815083822,0.1328790002118572,8.900330861409506,0.13287959673552494,1.3333333730697632,0.0016465335047999,8.900330861409506,0.13287959673552494,1.2733097871144612,0.017995387795596337,7.627021074295044,0.13776982051001102,0.020821690559387207,0.009115711290242133,7.606199383735657,0.135431607376652,-0.04164528846740723,0.018228188850829823,0.9921358848301991,0.002153381829613013,0.0,0.0,0.4934498767058055,0.00027197707394958145,0.0,0.0,0.0,0.0,0.5111886858940125,0.00015123918413215682
baseline,30,481,488,3,0.0003402077709324658,7.712096511162256e-05,1.5525238116582234,0.05689551671695773,1.5781203905741374,0.0015942691804817087,5.571383953094482,0.17362622152318893,5.571383158365886,0.17362567854494562,1.5999499162038167,0.0018743371419390376,5.571383158365886,0.17362567854494562,1.5525238116582234,0.05689551671695773,4.018859346707662,0.22804192933020076,0.012797892093658447,0.02768263520780233,4.006061454614003,0.2013316733793303,-0.025597373644510906,0.05536623706876799,0.9886773798175068,0.01312960473428689,0.0,0.0,0.49344619115193683,0.0002197402358086559,0.0,0.0,0.0,0.0,0.5110299388567606,0.0001659897361400052
bc,0,1,16,3,0.1635583241780599,0.004675402435114537,1.1837945381800334,0.023785264701824387,1.2830790281295776,0.002553257566069177,5.493824640909831,0.020292534260620814,5.491504033406575,0.020337415590702804,1.543265461921692,0.00030374281353009775,1.543265461921692,0.00030374281353009775,1.1837945381800334,0.023785264701824387,0.3594709237416585,0.02388817561274333,0.04848194122314453,0.01324644685981708,4.259227554003398,0.019718453013475495,-0.10160509745279948,0.026177645160737346,0.9165647294338418,0.005226428539623353,0.0,0.0,0.4995082418123881,0.00022388968726215545,0.0,0.0,0.0,0.0,0.5917767484982809,0.0002041466508745116
bc,1,17,32,3,0.03895599891742071,0.0002007025238906045,1.2758501768112183,0.015461604030028012,1.340374191602071,0.002301734514912128,7.570167064666748,0.18030491243140617,7.5701494216918945,0.18031080126017776,1.4466358025868733,0.0012303271080967672,1.4466358025868733,0.0012303271080967672,1.2758501768112183,0.015461604030028012,0.17078562577565512,0.014834136686759487,0.03225318590799967,0.00784135064801658,6.262046058972676,0.17982659797991044,-0.06454165776570638,0.015689284358356783,0.972855885550981,0.002420458946348434,0.0,0.0,0.4992954929669698,0.00025258832119188503,0.0,0.0,0.0,0.0,0.5478981534639994,0.0001172171270910225
bc,2,33,48,3,0.02589867201944192,0.0016607382594246705,1.2891547679901123,0.011555344836320881,1.3372365633646648,0.003320270972197952,6.735157489776611,0.4615322848821006,6.735151926676433,0.46153338583069753,1.4171181917190552,0.00043942279194103496,1.4171181917190552,0.00043942279194103496,1.2891547679901123,0.011555344836320881,0.12796342372894287,0.011476785611899458,0.024038116137186687,0.006956011338339086,5.421959042549133,0.4662775695991424,-0.048087358474731445,0.013910359972677888,0.9764912973680078,0.0011470123621686971,0.0,0.0,0.4992158313592275,0.0003400931168083041,0.0,0.0,0.0,0.0,0.5369922717412313,0.00017732753803187596
bc,3,49,64,3,0.01805657645066579,0.00015242453572405533,1.2951346238454182,0.01232803709802683,1.3320486942927043,0.0029581038287029397,7.430209636688232,0.7821628826594751,7.430203278859456,0.7821649926116961,1.397617022196452,0.001240794157028131,1.397617022196452,0.001240794157028131,1.2951346238454182,0.01232803709802683,0.10248239835103352,0.013145698694893621,0.018453856309254963,0.004689755507502664,6.116614798704783,0.7897744153442579,-0.03692042827606201,0.009374414905892315,0.9832933948630203,0.0003797545230952647,0.0,0.0,0.4991923173268636,0.0002853551908955878,0.0,0.0,0.0,0.0,0.5313628117243449,0.0001806491250468067
bc,4,65,80,3,0.0170713122934103,0.0009016779541775683,1.2858964999516804,0.011566621397915167,1.3237444162368774,0.004358756124545037,8.096879959106445,0.5147253740980725,8.096877415974935,0.5147281839111131,1.385384241739909,0.0024439935667624263,1.385384241739909,0.0024439935667624263,1.2858964999516804,0.011566621397915167,0.09948774178822835,0.011339850212065674,0.01892268657684326,0.007612672112308414,6.792058229446411,0.5123238717158609,-0.03785045941670736,0.01523182768102777,0.9852871845850254,0.0025515633615445913,0.0,0.0,0.49913052717844647,0.000290083587238895,0.0,0.0,0.0,0.0,0.527726948261261,9.230125182575436e-05
bc,5,81,96,3,0.015114819630980492,0.0006548910272660671,1.279209057490031,0.01609185269856295,1.3294704755147297,0.003183560080187336,6.660462379455566,0.6428050854380362,6.660458882649739,0.6428048966605153,1.376322905222575,0.0006451911411283895,1.376322905222575,0.0006451911411283895,1.279209057490031,0.01609185269856295,0.09711384773254395,0.0156526925147514,0.025128960609436035,0.006620241753898736,5.356120864550273,0.6405651850669667,-0.05026491483052572,0.013239384211836406,0.9817313566331164,0.00397626068824604,0.0,0.0,0.4989684621493022,0.0003558989001370596,0.0,0.0,0.0,0.0,0.5251824855804443,0.0002158420067144141
bc,6,97,112,3,0.013795053896804651,0.001518224316559021,1.2944118976593018,0.007072516521787181,1.3295289278030396,0.004927265555516398,7.810250759124756,0.6404178121328222,7.810246626536052,0.6404205252265772,1.371599276860555,0.001639765920089402,1.371599276860555,0.001639765920089402,1.2944118976593018,0.007072516521787181,0.07718737920125325,0.007061016682291008,0.017556448777516682,0.0038734271842534394,6.498278280099233,0.6370579623292797,-0.03512116273244222,0.007743825616954116,0.9880781328394458,0.0016488908533004772,0.0,0.0,0.4988571008046468,0.0003682546638387318,0.0,0.0,0.0,0.0,0.5232157508532206,0.0002967688048695665
bc,7,113,128,3,0.013374197917679945,0.0032514406777634512,1.2701942920684814,0.02593624689575403,1.3270392417907715,0.006254371298628399,7.182201385498047,1.6192175197200085,7.182199637095134,1.6192187103779883,1.365376393000285,0.0013616934078233792,1.365376393000285,0.0013616934078233792,1.2701942920684814,0.02593624689575403,0.09518210093180339,0.02685485794634391,0.028421600659688313,0.012582018842935038,5.883583744366963,1.6329580269940158,-0.05684669812520345,0.025161256353918415,0.9839172510137087,0.0001944165308300859,0.0,0.0,0.49877795577049255,0.00037297344997448125,0.0,0.0,0.0,0.0,0.5216464598973592,0.00037057957948693663
bc,8,129,144,3,0.011924671940505505,0.0018706099916365405,1.2950985431671143,0.010041315293982967,1.3228246768315632,0.002491733196851963,6.760516007741292,0.9695264460895543,6.760513782501221,0.9695276456595108,1.3613183498382568,0.0008359579542694147,1.3613183498382568,0.0008359579542694147,1.2950985431671143,0.010041315293982967,0.06621980667114258,0.010495829235494194,0.01386195421218872,0.006201552589093188,5.451553285121918,0.9658055376383582,-0.02772835890452067,0.012405498554466213,0.9874199342740507,0.003963888805520781,0.0,0.0,0.4987637897332509,0.0003305897422547207,0.0,0.0,0.0,0.0,0.5204073786735535,0.000326994356977929
bc,9,145,160,3,0.010316740721464157,0.00039719373929959903,1.3031597534815471,0.023979895738415906,1.3234284321467082,0.007552291182173044,6.860012213389079,0.796812662077469,6.860012054443359,0.7968126678726757,1.3572752078374226,0.00016996487159319024,1.3572752078374226,0.00016996487159319024,1.3031597534815471,0.023979895738415906,0.05411545435587565,0.024144079758750502,0.010134259859720865,0.008347038536167594,5.546718041102092,0.795734008086794,-0.020268837610880535,0.016694615595863077,0.9901184014198495,0.0044513518392322714,0.0,0.0,0.49865447481473285,0.00031964135640395004,0.0,0.0,0.0,0.0,0.5193886955579122,0.00030983693953813053
bc,10,161,176,3,0.01031189194569985,0.0009824176944846768,1.2908961772918701,0.019312236201717754,1.3187543153762817,0.005835809990525722,6.8418097496032715,0.6947146538613296,6.841807206471761,0.6947150402499276,1.3542359272638957,0.00041245425930017663,1.3542359272638957,0.00041245425930017663,1.2908961772918701,0.019312236201717754,0.06333974997202556,0.018962925384322666,0.013927797476450602,0.009648210759600925,5.536983231703441,0.6911271430730307,-0.02786068121592204,0.019295287169814535,0.9883263803431089,0.004453116336145048,0.0,0.0,0.498540202776591,0.0002728561653336885,0.0,0.0,0.0,0.0,0.5184773206710815,0.00036751465610960284
bc,11,177,192,3,0.009356214354435602,0.0010352105694028174,1.2901939153671265,0.026746996292408128,1.3176159063975017,0.00106104904887633,7.3181843757629395,0.6317362393024404,7.318182786305745,0.6317368974359648,1.3529812892278035,0.0008308999022296591,1.3529812892278035,0.0008308999022296591,1.2901939153671265,0.026746996292408128,0.06278737386067708,0.027242811783572143,0.013710200786590576,0.013671097998286008,6.014278670152028,0.625131566015814,-0.027423580487569172,0.02734243016513145,0.9893788247190214,0.004956211015844304,0.0,0.0,0.49849459528923035,0.0002864616947396084,0.0,0.0,0.0,0.0,0.5176384846369425,0.00030088065926954147
