seed,algorithm,window_index,start_step,end_step,mean_p_relative_change,C_00,C_10,C_01,C_11,C_BC,C_real,C_dynamic_clean_p,gap,E_cross,E_square,interaction,R_BC,nonpositive_v_fraction_00,nonpositive_v_fraction_10,nonpositive_v_fraction_01,nonpositive_v_fraction_11,nonpositive_v_fraction_BC
2,baseline,0,1,16,0.08615346997976303,1.1195926666259766,1.4717949628829956,7.724355220794678,7.72065544128418,1.54376220703125,7.72065544128418,1.1195926666259766,6.601062774658203,0.1742512583732605,6.426811516284943,-0.3559020757675171,0.9357422350180216,0.0,0.49857258796691895,0.0,0.0,0.5918801426887512
2,baseline,1,17,32,0.006512971594929695,1.2801896333694458,1.5306406021118164,13.433308601379395,13.43330192565918,1.447266697883606,13.43330192565918,1.2801896333694458,12.153112292289734,0.12522214651107788,12.027890145778656,-0.25045764446258545,0.9862523228210309,0.0,0.4972050189971924,0.0,0.0,0.5480221509933472
2,baseline,2,33,48,0.0034686375875025988,1.3031288385391235,1.4594454765319824,14.053483963012695,14.053476333618164,1.4182319641113281,14.053476333618164,1.3031288385391235,12.75034749507904,0.07815450429916382,12.672192990779877,-0.15632426738739014,0.9909725499154727,0.0,0.49637994170188904,0.0,0.0,0.5371807217597961
2,baseline,3,49,64,0.0025453059934079647,1.2880786657333374,1.40874183177948,13.88033676147461,13.880331039428711,1.3987867832183838,13.880331039428711,1.2880786657333374,12.592252373695374,0.06032872200012207,12.531923651695251,-0.12066888809204102,0.9912082354927773,0.0,0.4958688020706177,0.0,0.0,0.5315068960189819
2,baseline,4,65,80,0.0022661664988845587,1.3036713600158691,1.370750904083252,13.254130363464355,13.254121780395508,1.3835647106170654,13.254121780395508,1.3036713600158691,11.950450420379639,0.03353548049926758,11.916914939880371,-0.06708812713623047,0.9933146159524706,0.0,0.4955556094646454,0.0,0.0,0.5277761816978455
2,baseline,5,81,96,0.0013615071075037122,1.3224319219589233,1.3542227745056152,12.545858383178711,12.545855522155762,1.3763456344604492,12.545855522155762,1.3224319219589233,11.223423600196838,0.015893995761871338,11.207529604434967,-0.03179371356964111,0.9951963220473492,0.0,0.49550703167915344,0.0,0.0,0.5254057049751282
2,baseline,6,97,112,0.001113380305469036,1.3102306127548218,1.3468661308288574,11.886809349060059,11.886807441711426,1.3736718893051147,11.886807441711426,1.3102306127548218,10.576576828956604,0.018316805362701416,10.558260023593903,-0.03663742542266846,0.9940017193108641,0.0,0.4953705072402954,0.0,0.0,0.5235053300857544
2,baseline,7,113,128,0.0009547031368128955,1.1853663921356201,1.3394571542739868,11.309828758239746,11.309823989868164,1.3657795190811157,11.309823989868164,1.1853663921356201,10.124457597732544,0.07704299688339233,10.047414600849152,-0.15409553050994873,0.982180464957856,0.0,0.49516549706459045,0.0,0.0,0.522027313709259
2,baseline,8,129,144,0.0008012504549697042,1.2920361757278442,1.3354426622390747,10.839473724365234,10.839471817016602,1.362339973449707,10.839471817016602,1.2920361757278442,9.547435641288757,0.021702289581298828,9.525733351707458,-0.04340839385986328,0.9926363685115794,0.0,0.49502718448638916,0.0,0.0,0.5207162499427795
2,baseline,9,145,160,0.0006986485095694661,1.3468512296676636,1.3313024044036865,10.245348930358887,10.245347023010254,1.3572686910629272,10.245347023010254,1.3468512296676636,8.89849579334259,-0.007775366306304932,8.906271159648895,0.015546917915344238,0.9988293008574486,0.0,0.49486249685287476,0.0,0.0,0.5196254253387451
2,baseline,10,161,176,0.0006402248982340097,1.3026092052459717,1.3289202451705933,9.848739624023438,9.84874153137207,1.3546991348266602,9.84874153137207,1.3026092052459717,8.546132326126099,0.013156473636627197,8.532975852489471,-0.02630913257598877,0.9939048533777735,0.0,0.49458783864974976,0.0,0.0,0.5187898278236389
2,baseline,11,177,192,0.000709535030182451,1.322043538093567,1.329088568687439,9.666982650756836,9.666984558105469,1.3531103134155273,9.666984558105469,1.322043538093567,8.344941020011902,0.0035234689712524414,8.34141755104065,-0.007043123245239258,0.9962771725710872,0.0,0.49437016248703003,0.0,0.0,0.5177804827690125
2,baseline,12,193,208,0.0006127656670287251,1.221218228340149,1.3234249353408813,9.624377250671387,9.62437629699707,1.3497769832611084,9.62437629699707,1.221218228340149,8.403158068656921,0.05110287666320801,8.352055191993713,-0.10220766067504883,0.9847011380875397,0.0,0.49426501989364624,0.0,0.0,0.517141580581665
2,baseline,13,209,224,0.0006297846557572484,1.2370502948760986,1.3221746683120728,9.961763381958008,9.961764335632324,1.3475347757339478,9.961764335632324,1.2370502948760986,8.724714040756226,0.042562663555145264,8.68215137720108,-0.08512341976165771,0.9873366072123697,0.0,0.4942513704299927,0.0,0.0,0.5164716243743896
2,baseline,14,225,240,0.0005236344877630472,1.2594748735427856,1.3225910663604736,9.182504653930664,9.182502746582031,1.3459417819976807,9.182502746582031,1.2594748735427856,7.923027873039246,0.03155714273452759,7.891470730304718,-0.0631181001663208,0.9890866333123568,0.0,0.4941619336605072,0.0,0.0,0.515774667263031
2,baseline,15,241,256,0.00047434744192287326,1.2445136308670044,1.3207365274429321,8.916852951049805,8.916851043701172,1.345000982284546,8.916851043701172,1.2445136308670044,7.6723374128341675,0.03811049461364746,7.63422691822052,-0.07622480392456055,0.9869026417882185,0.0,0.4941287338733673,0.0,0.0,0.5153236985206604
2,baseline,16,257,272,0.000432607572292909,1.3137487173080444,1.3206942081451416,8.852981567382812,8.852982521057129,1.3444874286651611,8.852982521057129,1.3137487173080444,7.5392338037490845,0.003473222255706787,7.535760581493378,-0.006944537162780762,0.9959228335189936,0.0,0.4941682517528534,0.0,0.0,0.5148138403892517
2,baseline,17,273,288,0.000458000780781731,1.2548584938049316,1.3160589933395386,9.22243881225586,9.222437858581543,1.3416564464569092,9.222437858581543,1.2548584938049316,7.967579364776611,0.030599772930145264,7.936979591846466,-0.06120145320892334,0.9891061075543599,0.0,0.49406570196151733,0.0,0.0,0.5145140886306763
2,baseline,18,289,304,0.0004341979802120477,1.2505161762237549,1.3166687488555908,9.151448249816895,9.151448249816895,1.3400009870529175,9.151448249816895,1.2505161762237549,7.90093207359314,0.03307628631591797,7.867855787277222,-0.06615257263183594,0.9886741450254657,0.0,0.4938408136367798,0.0,0.0,0.5142131447792053
