seed,algorithm,window_index,start_step,end_step,mean_p_relative_change,C_00,C_10,C_01,C_11,C_BC,C_real,C_dynamic_clean_p,gap,E_cross,E_square,interaction,R_BC,nonpositive_v_fraction_00,nonpositive_v_fraction_10,nonpositive_v_fraction_01,nonpositive_v_fraction_11,nonpositive_v_fraction_BC
1,bc,0,1,16,0.15952524542808533,1.2109819650650024,1.280142068862915,5.504552364349365,5.502067565917969,1.543196678161621,1.543196678161621,1.2109819650650024,0.33221471309661865,0.03333765268325806,4.257747948169708,-0.07164490222930908,0.9225802642970855,0.0,0.4996766448020935,0.0,0.0,0.5915411710739136
1,bc,1,17,32,0.038851894438266754,1.2886918783187866,1.3384828567504883,7.41612434387207,7.416105270385742,1.4480180740356445,1.4480180740356445,1.2886918783187866,0.1593261957168579,0.024885952472686768,6.102527439594269,-0.049810051918029785,0.9739978053507644,0.0,0.4995764195919037,0.0,0.0,0.54781574010849
1,bc,2,33,48,0.02563128061592579,1.277645230293274,1.3378539085388184,7.267963409423828,7.267959117889404,1.4167802333831787,1.4167802333831787,1.277645230293274,0.13913500308990479,0.030102193355560303,5.96021169424057,-0.06021296977996826,0.9767733368066062,0.0,0.49949002265930176,0.0,0.0,0.5368425846099854
1,bc,3,49,64,0.017990468069911003,1.2957102060317993,1.332391619682312,7.30256986618042,7.302567481994629,1.3986916542053223,1.3986916542053223,1.2957102060317993,0.10298144817352295,0.01833951473236084,5.988517761230469,-0.03668379783630371,0.9828560188061042,0.0,0.4994039237499237,0.0,0.0,0.5311620831489563
1,bc,4,65,80,0.016049841418862343,1.293627381324768,1.3189142942428589,8.664559364318848,8.664559364318848,1.387962818145752,1.387962818145752,1.293627381324768,0.09433543682098389,0.01264345645904541,7.358288526535034,-0.02528691291809082,0.9872016948414895,0.0,0.499239057302475,0.0,0.0,0.5276203751564026
1,bc,5,81,96,0.01579129695892334,1.289104700088501,1.3325152397155762,6.183860778808594,6.183856964111328,1.3770527839660645,1.3770527839660645,1.289104700088501,0.08794808387756348,0.021703362464904785,4.873048901557922,-0.04341435432434082,0.982032168507486,0.0,0.49903663992881775,0.0,0.0,0.5249892473220825
1,bc,6,97,112,0.012355124577879906,1.2870023250579834,1.3261277675628662,7.337193489074707,7.337187767028809,1.3705979585647583,1.3705979585647583,1.2870023250579834,0.0835956335067749,0.019559860229492188,6.030625581741333,-0.03913116455078125,0.986182963430036,0.0,0.49879416823387146,0.0,0.0,0.5229213237762451
1,bc,7,113,128,0.01691248081624508,1.2960981130599976,1.3320698738098145,5.561594486236572,5.561592102050781,1.363885760307312,1.363885760307312,1.2960981130599976,0.06778764724731445,0.01798468828201294,4.247509300708771,-0.03597414493560791,0.984107902291675,0.0,0.49875956773757935,0.0,0.0,0.521307647228241
1,bc,8,129,144,0.011551502160727978,1.3062936067581177,1.3204888105392456,7.775372505187988,7.775371551513672,1.3606234788894653,1.3606234788894653,1.3062936067581177,0.054329872131347656,0.007097125053405762,6.461980819702148,-0.014196157455444336,0.9916016049589582,0.0,0.49884024262428284,0.0,0.0,0.5200722217559814
1,bc,9,145,160,0.009936980903148651,1.314278483390808,1.3285980224609375,6.073060035705566,6.073060035705566,1.3571524620056152,1.3571524620056152,1.314278483390808,0.04287397861480713,0.007159769535064697,4.751621782779694,-0.014319539070129395,0.9909905554303176,0.0,0.49873217940330505,0.0,0.0,0.5190410614013672
1,bc,10,161,176,0.009320381097495556,1.2685964107513428,1.3177354335784912,6.365198612213135,6.36519718170166,1.3538304567337036,1.3538304567337036,1.2685964107513428,0.08523404598236084,0.024568796157836914,5.0720319747924805,-0.04914045333862305,0.9832762953558812,0.0,0.4986618161201477,0.0,0.0,0.5180760025978088
1,bc,11,177,192,0.009814737364649773,1.2608681917190552,1.3179311752319336,7.135824203491211,7.135822772979736,1.353759527206421,1.353759527206421,1.2608681917190552,0.09289133548736572,0.028530776500701904,5.846423804759979,-0.05706441402435303,0.9841885866175611,0.0,0.4986424744129181,0.0,0.0,0.5172920227050781
1,bc,12,193,208,0.00910852663218975,1.2591050863265991,1.315426230430603,6.0114054679870605,6.011404514312744,1.3495633602142334,1.3495633602142334,1.2591050863265991,0.09045827388763428,0.02816009521484375,4.724139332771301,-0.05632209777832031,0.9809653673430322,0.0,0.49854254722595215,0.0,0.0,0.516571044921875
1,bc,13,209,224,0.009638765826821327,1.278619408607483,1.3095574378967285,7.870768070220947,7.870769500732422,1.3468053340911865,1.3468053340911865,1.278619408607483,0.06818592548370361,0.015469729900360107,6.576680362224579,-0.030936598777770996,0.9896564968135116,0.0,0.4984980821609497,0.0,0.0,0.5160348415374756
1,bc,14,225,240,0.009783660992980003,1.3054020404815674,1.3088282346725464,7.001224994659424,7.001227378845215,1.3476614952087402,1.3476614952087402,1.3054020404815674,0.04225945472717285,0.0017142891883850098,5.6941110491752625,-0.0034238100051879883,0.9925806266490409,0.0,0.4984824061393738,0.0,0.0,0.515349268913269
1,bc,15,241,256,0.006569198332726955,1.3074533939361572,1.3090680837631226,7.831728935241699,7.831728458404541,1.3463685512542725,1.3463685512542725,1.3074533939361572,0.038915157318115234,0.0008071064949035645,6.52346795797348,-0.0016151666641235352,0.9940353285332727,0.0,0.4983863830566406,0.0,0.0,0.5149324536323547
1,bc,16,257,272,0.00652944203466177,1.2623077630996704,1.310205340385437,7.632188320159912,7.6321892738342285,1.343324899673462,1.343324899673462,1.2623077630996704,0.0810171365737915,0.023949265480041504,6.345932245254517,-0.047896623611450195,0.9872812176431758,0.0,0.4983121156692505,0.0,0.0,0.5143601298332214
1,bc,17,273,288,0.00763075053691864,1.2877702713012695,1.3157271146774292,8.186606407165527,8.186604499816895,1.3420743942260742,1.3420743942260742,1.2877702713012695,0.05430412292480469,0.013977468013763428,6.884856760501862,-0.02795875072479248,0.9921285073497861,0.0,0.49830320477485657,0.0,0.0,0.5141074061393738
1,bc,18,289,304,0.00722338305786252,1.2900300025939941,1.3120248317718506,8.327910423278809,8.327909469604492,1.3436018228530884,1.3436018228530884,1.2900300025939941,0.05357182025909424,0.01099693775177002,7.026882529258728,-0.02199578285217285,0.9923880736363548,0.0,0.49836209416389465,0.0,0.0,0.5137025117874146
1,bc,19,305,320,0.00756227457895875,1.2866482734680176,1.311401605606079,7.441651821136475,7.441650867462158,1.3386635780334473,1.3386635780334473,1.2866482734680176,0.05201530456542969,0.012376189231872559,6.142626404762268,-0.02475428581237793,0.9915491011139159,0.0,0.4983934760093689,0.0,0.0,0.5132274627685547
1,bc,20,321,336,0.004949436988681555,1.3194453716278076,1.3165675401687622,8.303045272827148,8.303043365478516,1.3409730195999146,1.3409730195999146,1.3194453716278076,0.021527647972106934,-0.0014398694038391113,6.985037863254547,0.0028759241104125977,0.9969173987404397,0.0,0.49838486313819885,0.0,0.0,0.5128697752952576
1,bc,21,337,352,0.005708422511816025,1.2837711572647095,1.304197072982788,8.614297866821289,8.614299774169922,1.339369773864746,1.339369773864746,1.2837711572647095,0.05559861660003662,0.010213911533355713,7.320314705371857,-0.0204240083694458,0.9924154696740671,0.0,0.4983574151992798,0.0,0.0,0.5127809047698975
1,bc,22,353,368,0.004149751737713814,1.283799648284912,1.3011164665222168,7.946534156799316,7.946534633636475,1.3364617824554443,1.3364617824554443,1.283799648284912,0.05266213417053223,0.008658647537231445,6.654076337814331,-0.017316341400146484,0.9920960184839539,0.0,0.4983554184436798,0.0,0.0,0.5124627351760864
1,bc,23,369,384,0.005990642122924328,1.2842755317687988,1.3053207397460938,6.980972766876221,6.9809722900390625,1.3377408981323242,1.3377408981323242,1.2842755317687988,0.05346536636352539,0.01052236557006836,5.686174392700195,-0.021045684814453125,0.9906146722158053,0.0,0.4983261227607727,0.0,0.0,0.5121971368789673
1,bc,24,385,400,0.004025022033601999,1.2862037420272827,1.3072783946990967,6.044844627380371,6.0448431968688965,1.3370901346206665,1.3370901346206665,1.2862037420272827,0.05088639259338379,0.010536611080169678,4.748102843761444,-0.021076083183288574,0.9893065248846264,0.0,0.49829137325286865,0.0,0.0,0.5120036602020264
1,bc,25,401,416,0.003390825819224119,1.2641620635986328,1.3108245134353638,8.20549201965332,8.205492973327637,1.334550142288208,1.334550142288208,1.2641620635986328,0.0703880786895752,0.02333170175552368,6.91799920797348,-0.04666149616241455,0.9898595702171583,0.0,0.4982215166091919,0.0,0.0,0.51170414686203
1,bc,26,417,432,0.00488662114366889,1.2815890312194824,1.3093968629837036,8.651886940002441,8.651886940002441,1.3347134590148926,1.3347134590148926,1.2815890312194824,0.053124427795410156,0.013903915882110596,7.356393992900848,-0.02780783176422119,0.992792092198593,0.0,0.4981521964073181,0.0,0.0,0.5114925503730774
1,bc,27,433,448,0.00428946316242218,1.3038259744644165,1.3053927421569824,9.248647689819336,9.248648643493652,1.334375262260437,1.334375262260437,1.3038259744644165,0.030549287796020508,0.0007838606834411621,7.944038808345795,-0.0015658140182495117,0.9961548181666648,0.0,0.49813586473464966,0.0,0.0,0.5113032460212708
1,bc,28,449,464,0.004344679415225983,1.2896628379821777,1.3076306581497192,8.184903144836426,8.18490219116211,1.3336657285690308,1.3336657285690308,1.2896628379821777,0.04400289058685303,0.008983433246612549,6.886255919933319,-0.01796877384185791,0.9936183664796843,0.0,0.49811962246894836,0.0,0.0,0.5111173391342163
1,bc,29,465,480,0.0031988162081688643,1.2900656461715698,1.304046869277954,7.586136817932129,7.586136341094971,1.3329291343688965,1.3329291343688965,1.2900656461715698,0.04286348819732666,0.006990373134613037,6.289080321788788,-0.01398169994354248,0.9931920255863886,0.0,0.4981033205986023,0.0,0.0,0.5110204815864563
1,bc,30,481,488,0.002689929446205497,1.5878938436508179,1.574874997138977,5.263598918914795,5.263598442077637,1.6019668579101562,1.6019668579101562,1.5878938436508179,0.014073014259338379,-0.006509661674499512,3.6822142601013184,0.013018369674682617,0.99617134242361,0.0,0.49819880723953247,0.0,0.0,0.5108544826507568
