stage,scope,metric,mean,std
full,stage_corr_scale,G_C,0.9906654844456065,3.0234994224868997e-06
full,stage_corr_scale,G_J,0.990665485962296,3.0121612679916536e-06
full,stage_iid_linear,J,67.72011516529642,0.023518229518797003
full,stage_iid_linear,D,2.1503226573716954,0.0004347652847410225
full,stage_iid_linear,C,31.493002830257357,0.013535299415834697
full,stage_iid_linear,G_C,0.9977783424914907,5.686702086180482e-07
full,stage_iid_linear,G_J,0.9995169208955854,1.3291588677009137e-07
full,stage_iid_norm,J,16.794602831164244,0.004251925524515264
full,stage_iid_norm,D,0.5370683472988732,3.732232331019804e-08
full,stage_iid_norm,C,31.270885569399184,0.00791873858368038
full,stage_iid_norm,G_C,0.9977609497381739,5.754383323031317e-07
full,stage_iid_norm,G_J,0.9977609619137695,5.759008501693176e-07
full,stage_iid_ns,J,2221.4265581006134,0.5033858578929024
full,stage_iid_ns,D,84.31222353190229,0.0017342849386093992
full,stage_iid_ns,C,26.347621523629936,0.005731719112829997
full,stage_iid_ns,G_C,0.9906654844451467,3.0234996022494546e-06
full,stage_iid_ns,G_J,0.9906654859618524,3.012161471619566e-06
full,stage_iid_scale,J,2221.426558075345,0.5033858530865349
full,stage_iid_scale,D,84.31222353166974,0.001734284664269145
full,stage_iid_scale,C,26.347621523402896,0.005731719058013585
full,stage_iid_scale,G_C,0.9906654844456065,3.0234994224868997e-06
full,stage_iid_scale,G_J,0.990665485962296,3.0121612679916536e-06
