epsilon,step,layer,index,clean,dp
8,32,blocks/0/attention/query/kernel,159,3.35852501365252465e-09,1.66773062665015459e-03
8,32,blocks/0/attention/query/kernel,160,2.98934721421062477e-09,1.57387543004006147e-03
8,32,blocks/0/attention/query/kernel,161,2.66740496357442680e-09,1.56315625645220280e-03
8,32,blocks/0/attention/query/kernel,162,2.37134356595447571e-09,1.54497497715055943e-03
8,32,blocks/0/attention/query/kernel,163,2.20687090823901144e-09,1.45918969064950943e-03
8,32,blocks/0/attention/query/kernel,164,1.86590431994204664e-09,1.40972249209880829e-03
8,32,blocks/0/attention/query/kernel,165,1.55358348408185520e-09,1.37815182097256184e-03
8,32,blocks/0/attention/query/kernel,166,1.42885636655876169e-09,1.34000170510262251e-03
8,32,blocks/0/attention/query/kernel,167,1.38439493202469066e-09,1.25423597637563944e-03
8,32,blocks/0/attention/query/kernel,168,9.69628488611817829e-10,1.21487886644899845e-03
8,32,blocks/0/attention/query/kernel,169,7.95231547279229289e-10,1.18464569095522165e-03
8,32,blocks/0/attention/query/kernel,170,7.33840543887254171e-10,1.09294976573437452e-03
8,32,blocks/0/attention/query/kernel,171,4.98990793129650001e-10,1.05884147342294455e-03
8,32,blocks/0/attention/query/kernel,172,4.93813767654671665e-10,1.01541273761540651e-03
8,32,blocks/0/attention/query/kernel,173,3.61719987296282852e-10,9.99550451524555683e-04
8,32,blocks/0/attention/query/kernel,174,2.64435418007025191e-10,9.40240570344030857e-04
8,32,blocks/0/attention/query/kernel,175,2.12624390316662470e-10,9.22280480153858662e-04
8,32,blocks/0/attention/query/kernel,176,1.99683811152873147e-10,8.95036035217344761e-04
8,32,blocks/0/attention/query/kernel,177,1.31751193288565105e-10,8.31408018711954355e-04
8,32,blocks/0/attention/query/kernel,178,1.11681969228172306e-10,7.35516950953751802e-04
8,32,blocks/0/attention/query/kernel,179,9.54027828958814439e-11,6.92904635798186064e-04
8,32,blocks/0/attention/query/kernel,180,6.95841925746343293e-11,6.40756625216454268e-04
8,32,blocks/0/attention/query/kernel,181,4.02776700880735916e-11,5.78506966121494770e-04
8,32,blocks/0/attention/query/kernel,182,3.41796868585930724e-11,5.49238582607358694e-04
8,32,blocks/0/attention/query/kernel,183,2.84618301149563990e-11,4.78339468827471137e-04
8,32,blocks/0/attention/query/kernel,184,2.34582804570226955e-11,4.60679875686764717e-04
8,32,blocks/0/attention/query/kernel,185,2.04070284975932381e-11,3.67365864804014564e-04
8,32,blocks/0/attention/query/kernel,186,1.84985499140921661e-11,3.23898770147934556e-04
8,32,blocks/0/attention/query/kernel,187,1.04133038997256122e-11,2.79265339486300945e-04
8,32,blocks/0/attention/query/kernel,188,7.85026210703421157e-12,2.29230092372745275e-04
8,32,blocks/0/attention/query/kernel,189,6.83368509349358000e-12,1.69535400345921516e-04
8,32,blocks/0/attention/query/kernel,190,2.83739611667277458e-12,1.31949869683012366e-04
8,32,blocks/0/attention/query/kernel,191,2.42792548219017412e-12,7.44995195418596268e-05
8,32,blocks/0/attention/query/kernel,192,9.87625440956006739e-14,4.56051056971773505e-05
8,32,blocks/5/attention/query/kernel,1,2.11664650123566389e-04,1.24421501532196999e-02
8,32,blocks/5/attention/query/kernel,2,2.01878778170794249e-04,1.23403733596205711e-02
8,32,blocks/5/attention/query/kernel,3,1.47080048918724060e-04,1.19839496910572052e-02
8,32,blocks/5/attention/query/kernel,4,1.14800706796813756e-04,1.16455992683768272e-02
8,32,blocks/5/attention/query/kernel,5,9.53921335167251527e-05,1.15186125040054321e-02
8,32,blocks/5/attention/query/kernel,6,7.89400510257110000e-05,1.13826617598533630e-02
8,32,blocks/5/attention/query/kernel,7,7.29412058717571199e-05,1.12036066129803658e-02
8,32,blocks/5/attention/query/kernel,8,6.58948556520044804e-05,1.10234552994370461e-02
8,32,blocks/5/attention/query/kernel,9,6.23293017270043492e-05,1.09544899314641953e-02
8,32,blocks/5/attention/query/kernel,10,5.79104562348220497e-05,1.08302477747201920e-02
8,32,blocks/5/attention/query/kernel,11,5.19653585797641426e-05,1.08022931963205338e-02
8,32,blocks/5/attention/query/kernel,12,4.91411410621367395e-05,1.06708165258169174e-02
8,32,blocks/5/attention/query/kernel,13,4.42190175817813724e-05,1.05916531756520271e-02
8,32,blocks/5/attention/query/kernel,14,4.14765490859281272e-05,1.05222649872303009e-02
8,32,blocks/5/attention/query/kernel,15,3.96220420952886343e-05,1.04418266564607620e-02
8,32,blocks/5/attention/query/kernel,16,3.86726896977052093e-05,1.03392694145441055e-02
8,32,blocks/5/attention/query/kernel,17,3.61771453754045069e-05,1.02371750399470329e-02
8,32,blocks/5/attention/query/kernel,18,3.31427145283669233e-05,1.01665193215012550e-02
8,32,blocks/5/attention/query/kernel,19,3.15049001073930413e-05,1.01591441780328751e-02
8,32,blocks/5/attention/query/kernel,20,3.02177249977830797e-05,9.96678136289119720e-03
8,32,blocks/5/attention/query/kernel,21,2.85347323369933292e-05,9.91351529955863953e-03
8,32,blocks/5/attention/query/kernel,22,2.76513346761930734e-05,9.74633172154426575e-03
8,32,blocks/5/attention/query/kernel,23,2.60964079643599689e-05,9.69222933053970337e-03
8,32,blocks/5/attention/query/kernel,24,2.36423602473223582e-05,9.65461134910583496e-03
8,32,blocks/5/attention/query/kernel,25,2.27881300816079602e-05,9.62765328586101532e-03
8,32,blocks/5/attention/query/kernel,26,2.17057058762293309e-05,9.52233653515577316e-03
8,32,blocks/5/attention/query/kernel,27,2.08761321118799970e-05,9.42717026919126511e-03
8,32,blocks/5/attention/query/kernel,28,2.08130004466511309e-05,9.35815181583166122e-03
8,32,blocks/5/attention/query/kernel,29,1.97178051166702062e-05,9.29278787225484848e-03
8,32,blocks/5/attention/query/kernel,30,1.90548071259399876e-05,9.26828943192958832e-03
8,32,blocks/5/attention/query/kernel,31,1.80021797859808430e-05,9.22710821032524109e-03
8,32,blocks/5/attention/query/kernel,32,1.73341959452955052e-05,9.18264500796794891e-03
8,32,blocks/5/attention/query/kernel,33,1.64066386787453666e-05,9.03309974819421768e-03
8,32,blocks/5/attention/query/kernel,34,1.61324023792985827e-05,8.97742621600627899e-03
8,32,blocks/5/attention/query/kernel,35,1.59467072080587968e-05,8.84202588349580765e-03
8,32,blocks/5/attention/query/kernel,36,1.54967037815367803e-05,8.79160314798355103e-03
8,32,blocks/5/attention/query/kernel,37,1.45950898513547145e-05,8.76218918710947037e-03
8,32,blocks/5/attention/query/kernel,38,1.41446471388917416e-05,8.65105632692575455e-03
8,32,blocks/5/attention/query/kernel,39,1.39782159749302082e-05,8.61406233161687851e-03
8,32,blocks/5/attention/query/kernel,40,1.32449622469721362e-05,8.49594548344612122e-03
8,32,blocks/5/attention/query/kernel,41,1.31212964333826676e-05,8.47127661108970642e-03
8,32,blocks/5/attention/query/kernel,42,1.27844341477612033e-05,8.42686649411916733e-03
8,32,blocks/5/attention/query/kernel,43,1.23871068353764713e-05,8.35591927170753479e-03
8,32,blocks/5/attention/query/kernel,44,1.21386819955660030e-05,8.28916765749454498e-03
8,32,blocks/5/attention/query/kernel,45,1.14965068860328756e-05,8.24661273509263992e-03
8,32,blocks/5/attention/query/kernel,46,1.14126569314976223e-05,8.19755904376506805e-03
8,32,blocks/5/attention/query/kernel,47,1.10655219032196328e-05,8.15377850085496902e-03
8,32,blocks/5/attention/query/kernel,48,1.06225852505303919e-05,8.04571807384490967e-03
8,32,blocks/5/attention/query/kernel,49,1.02670528576709330e-05,7.97583907842636108e-03
8,32,blocks/5/attention/query/kernel,50,1.00934366855653934e-05,7.92193040251731873e-03
8,32,blocks/5/attention/query/kernel,51,9.90149328572442755e-06,7.81360361725091934e-03
8,32,blocks/5/attention/query/kernel,52,9.74786053120624274e-06,7.77219049632549286e-03
8,32,blocks/5/attention/query/kernel,53,9.34291256271535531e-06,7.69486138597130775e-03
8,32,blocks/5/attention/query/kernel,54,9.12075938686029986e-06,7.60339619591832161e-03
8,32,blocks/5/attention/query/kernel,55,8.83751727087656036e-06,7.56953191012144089e-03
8,32,blocks/5/attention/query/kernel,56,8.60325872054090723e-06,7.48250540345907211e-03
8,32,blocks/5/attention/query/kernel,57,8.32457135402364656e-06,7.45199387893080711e-03
8,32,blocks/5/attention/query/kernel,58,8.13134556665318087e-06,7.38542946055531502e-03
8,32,blocks/5/attention/query/kernel,59,8.05909348855493590e-06,7.33782537281513214e-03
8,32,blocks/5/attention/query/kernel,60,7.74357340560527518e-06,7.22947949543595314e-03
8,32,blocks/5/attention/query/kernel,61,7.46670139051275328e-06,7.13214511051774025e-03
8,32,blocks/5/attention/query/kernel,62,7.26805410522501916e-06,7.10880197584629059e-03
8,32,blocks/5/attention/query/kernel,63,7.20453681424260139e-06,7.03744404017925262e-03
8,32,blocks/5/attention/query/kernel,64,6.96681718181935139e-06,6.99575291946530342e-03
8,32,blocks/5/attention/query/kernel,65,6.82909512761398219e-06,6.93885283544659615e-03
8,32,blocks/5/attention/query/kernel,66,6.77299613016657531e-06,6.89487950876355171e-03
8,32,blocks/5/attention/query/kernel,67,6.72726355332997628e-06,6.86499988660216331e-03
8,32,blocks/5/attention/query/kernel,68,6.60757223158725537e-06,6.81251985952258110e-03
8,32,blocks/5/attention/query/kernel,69,6.54383256915025413e-06,6.71373680233955383e-03
8,32,blocks/5/attention/query/kernel,70,6.24454241915373132e-06,6.61374535411596298e-03
8,32,blocks/5/attention/query/kernel,71,6.09855442235129885e-06,6.52798917144536972e-03
8,32,blocks/5/attention/query/kernel,72,5.97467396801221184e-06,6.47756969556212425e-03
8,32,blocks/5/attention/query/kernel,73,5.96266181673854589e-06,6.43097283318638802e-03
8,32,blocks/5/attention/query/kernel,74,5.72176850255345926e-06,6.41181832179427147e-03
8,32,blocks/5/attention/query/kernel,75,5.68617224416811951e-06,6.30842382088303566e-03
8,32,blocks/5/attention/query/kernel,76,5.53580366613459773e-06,6.24572392553091049e-03
8,32,blocks/5/attention/query/kernel,77,5.42585894436342642e-06,6.24190038070082664e-03
8,32,blocks/5/attention/query/kernel,78,5.32719423063099384e-06,6.20425026863813400e-03
8,32,blocks/5/attention/query/kernel,79,5.19134755450068042e-06,6.12699985504150391e-03
8,32,blocks/5/attention/query/kernel,80,5.06050309923011810e-06,6.10028114169836044e-03
8,32,blocks/5/attention/query/kernel,81,4.97439395985566080e-06,6.00459706038236618e-03
8,32,blocks/5/attention/query/kernel,82,4.92630533699411899e-06,5.88173139840364456e-03
8,32,blocks/5/attention/query/kernel,83,4.81523511552950367e-06,5.84240816533565521e-03
8,32,blocks/5/attention/query/kernel,84,4.76237983093596995e-06,5.76497102156281471e-03
8,32,blocks/5/attention/query/kernel,85,4.69243832412757911e-06,5.71899535134434700e-03
8,32,blocks/5/attention/query/kernel,86,4.54250630355090834e-06,5.66605199128389359e-03
8,32,blocks/5/attention/query/kernel,87,4.45870136900339276e-06,5.57451089844107628e-03
8,32,blocks/5/attention/query/kernel,88,4.37562994193285704e-06,5.51888905465602875e-03
8,32,blocks/5/attention/query/kernel,89,4.33258310295059346e-06,5.45043684542179108e-03
8,32,blocks/5/attention/query/kernel,90,4.22776429331861436e-06,5.40148653090000153e-03
8,32,blocks/5/attention/query/kernel,91,4.07902643928537145e-06,5.35444961860775948e-03
8,32,blocks/5/attention/query/kernel,92,3.98230758946738206e-06,5.28239179402589798e-03
8,32,blocks/5/attention/query/kernel,93,3.96583436668151990e-06,5.25789568200707436e-03
8,32,blocks/5/attention/query/kernel,94,3.92791480408050120e-06,5.23988716304302216e-03
8,32,blocks/5/attention/query/kernel,95,3.87481895813834853e-06,5.16373571008443832e-03
8,32,blocks/5/attention/query/kernel,96,3.79943730877130292e-06,5.08981384336948395e-03
8,32,blocks/5/attention/query/kernel,97,3.70626162293774541e-06,5.02532860264182091e-03
8,32,blocks/5/attention/query/kernel,98,3.57805834028113168e-06,5.02029806375503540e-03
8,32,blocks/5/attention/query/kernel,99,3.52383995050331578e-06,4.96218260377645493e-03
8,32,blocks/5/attention/query/kernel,100,3.51675566889753100e-06,4.92264283820986748e-03
8,32,blocks/5/attention/query/kernel,101,3.42955013366008643e-06,4.87415166571736336e-03
8,32,blocks/5/attention/query/kernel,102,3.39169628205127083e-06,4.79582417756319046e-03
8,32,blocks/5/attention/query/kernel,103,3.33543880515208002e-06,4.76568052545189857e-03
8,32,blocks/5/attention/query/kernel,104,3.23321683026733808e-06,4.68031922355294228e-03
8,32,blocks/5/attention/query/kernel,105,3.19051059705088846e-06,4.60410164669156075e-03
8,32,blocks/5/attention/query/kernel,106,3.14638668896805029e-06,4.57665883004665375e-03
8,32,blocks/5/attention/query/kernel,107,3.12003430735785514e-06,4.52642794698476791e-03
8,32,blocks/5/attention/query/kernel,108,3.07144841826811898e-06,4.45727352052927017e-03
8,32,blocks/5/attention/query/kernel,109,2.99882503895787522e-06,4.40821377560496330e-03
8,32,blocks/5/attention/query/kernel,110,2.97841916108154692e-06,4.33000875636935234e-03
8,32,blocks/5/attention/query/kernel,111,2.92601248474966269e-06,4.23367787152528763e-03
8,32,blocks/5/attention/query/kernel,112,2.85665146293467842e-06,4.17627347633242607e-03
8,32,blocks/5/attention/query/kernel,113,2.85071200778475031e-06,4.14010416716337204e-03
8,32,blocks/5/attention/query/kernel,114,2.70702616944618057e-06,4.08632634207606316e-03
8,32,blocks/5/attention/query/kernel,115,2.66423853645392228e-06,4.05588047578930855e-03
8,32,blocks/5/attention/query/kernel,116,2.62818889495974872e-06,4.01230202987790108e-03
8,32,blocks/5/attention/query/kernel,117,2.61157515524246264e-06,3.96008836105465889e-03
8,32,blocks/5/attention/query/kernel,118,2.53467442234978080e-06,3.86582547798752785e-03
8,32,blocks/5/attention/query/kernel,119,2.48210926656611264e-06,3.82177857682108879e-03
8,32,blocks/5/attention/query/kernel,120,2.45150999944598880e-06,3.75547423027455807e-03
8,32,blocks/5/attention/query/kernel,121,2.39128053181048017e-06,3.69636132381856441e-03
8,32,blocks/5/attention/query/kernel,122,2.32897946261800826e-06,3.67640075273811817e-03
8,32,blocks/5/attention/query/kernel,123,2.25905432671424933e-06,3.61455441452562809e-03
8,32,blocks/5/attention/query/kernel,124,2.22673133976059034e-06,3.55260563082993031e-03
8,32,blocks/5/attention/query/kernel,125,2.19879370888520498e-06,3.51085001602768898e-03
8,32,blocks/5/attention/query/kernel,126,2.15636146094766445e-06,3.49502009339630604e-03
8,32,blocks/5/attention/query/kernel,127,2.10098755815124605e-06,3.43584571965038776e-03
8,32,blocks/5/attention/query/kernel,128,2.04409980142372660e-06,3.35645326413214207e-03
8,32,blocks/5/attention/query/kernel,129,2.03182707991800271e-06,3.28714330680668354e-03
8,32,blocks/5/attention/query/kernel,130,1.97004851543169934e-06,3.22706997394561768e-03
8,32,blocks/5/attention/query/kernel,131,1.94462586478039157e-06,3.17853130400180817e-03
8,32,blocks/5/attention/query/kernel,132,1.91285107575822622e-06,3.12246102839708328e-03
8,32,blocks/5/attention/query/kernel,133,1.86616796327143675e-06,3.08479345403611660e-03
8,32,blocks/5/attention/query/kernel,134,1.80240954250621144e-06,3.02729476243257523e-03
8,32,blocks/5/attention/query/kernel,135,1.77492279362923000e-06,2.97635677270591259e-03
8,32,blocks/5/attention/query/kernel,136,1.73101363998284796e-06,2.94066965579986572e-03
8,32,blocks/5/attention/query/kernel,137,1.67908694947982440e-06,2.86470470018684864e-03
8,32,blocks/5/attention/query/kernel,138,1.64302559824136551e-06,2.80779227614402771e-03
8,32,blocks/5/attention/query/kernel,139,1.61586069680197397e-06,2.77171726338565350e-03
8,32,blocks/5/attention/query/kernel,140,1.56733085532323457e-06,2.75004445575177670e-03
8,32,blocks/5/attention/query/kernel,141,1.53025519011862343e-06,2.63863033615052700e-03
8,32,blocks/5/attention/query/kernel,142,1.48324102156038862e-06,2.55975523032248020e-03
8,32,blocks/5/attention/query/kernel,143,1.44703551541169873e-06,2.52020591869950294e-03
8,32,blocks/5/attention/query/kernel,144,1.39618794037232874e-06,2.49015213921666145e-03
8,32,blocks/5/attention/query/kernel,145,1.38992663778481074e-06,2.41163326427340508e-03
8,32,blocks/5/attention/query/kernel,146,1.36502785608172417e-06,2.33703432604670525e-03
8,32,blocks/5/attention/query/kernel,147,1.33988282868813258e-06,2.29854416102170944e-03
8,32,blocks/5/attention/query/kernel,148,1.31297667849139543e-06,2.24131415598094463e-03
8,32,blocks/5/attention/query/kernel,149,1.27330167742911726e-06,2.19219760037958622e-03
8,32,blocks/5/attention/query/kernel,150,1.24288158076524269e-06,2.11730459704995155e-03
8,32,blocks/5/attention/query/kernel,151,1.17344723093992798e-06,2.09058332256972790e-03
8,32,blocks/5/attention/query/kernel,152,1.16707383313041646e-06,2.04925565049052238e-03
8,32,blocks/5/attention/query/kernel,153,1.14088811642432120e-06,2.00599478557705879e-03
8,32,blocks/5/attention/query/kernel,154,1.10449991552741267e-06,1.96172320283949375e-03
8,32,blocks/5/attention/query/kernel,155,1.04739626749505987e-06,1.90839997958391905e-03
8,32,blocks/5/attention/query/kernel,156,1.02479123142984463e-06,1.81236560456454754e-03
8,32,blocks/5/attention/query/kernel,157,9.94218794403423090e-07,1.80314271710813046e-03
8,32,blocks/5/attention/query/kernel,158,9.80745426204521209e-07,1.72822643071413040e-03
8,32,blocks/5/attention/query/kernel,159,9.20646982649486745e-07,1.70039641670882702e-03
8,32,blocks/5/attention/query/kernel,160,8.95688515356596326e-07,1.65786454454064369e-03
8,32,blocks/5/attention/query/kernel,161,8.63476429913134780e-07,1.63117516785860062e-03
8,32,blocks/5/attention/query/kernel,162,8.54258473736990709e-07,1.54224853031337261e-03
8,32,blocks/5/attention/query/kernel,163,8.43785471715818858e-07,1.50775699876248837e-03
8,32,blocks/5/attention/query/kernel,164,7.85427062055532588e-07,1.47502764593809843e-03
8,32,blocks/5/attention/query/kernel,165,7.77419018049840815e-07,1.43267086241394281e-03
8,32,blocks/5/attention/query/kernel,166,7.34619789000134915e-07,1.37813668698072433e-03
8,32,blocks/5/attention/query/kernel,167,6.74291356972389622e-07,1.31642085034400225e-03
8,32,blocks/5/attention/query/kernel,168,6.53353538382361876e-07,1.23571557924151421e-03
8,32,blocks/5/attention/query/kernel,169,6.12596352311811643e-07,1.20290461927652359e-03
8,32,blocks/5/attention/query/kernel,170,5.95943959069700213e-07,1.19159417226910591e-03
8,32,blocks/5/attention/query/kernel,171,5.74706689349113731e-07,1.14146759733557701e-03
8,32,blocks/5/attention/query/kernel,172,5.42901375411020126e-07,1.07665348332375288e-03
8,32,blocks/5/attention/query/kernel,173,5.00305816331092501e-07,9.64342383667826653e-04
8,32,blocks/5/attention/query/kernel,174,4.84185250115842791e-07,9.39879741054028273e-04
8,32,blocks/5/attention/query/kernel,175,4.41013298768666573e-07,8.68452480062842369e-04
8,32,blocks/5/attention/query/kernel,176,4.06239308858857839e-07,8.10152036137878895e-04
8,32,blocks/5/attention/query/kernel,177,3.94794341218585032e-07,7.76540022343397141e-04
8,32,blocks/5/attention/query/kernel,178,3.77036968757238355e-07,7.59399437811225653e-04
8,32,blocks/5/attention/query/kernel,179,3.48092953572631814e-07,7.32884276658296585e-04
8,32,blocks/5/attention/query/kernel,180,3.11007568143395474e-07,6.72922178637236357e-04
8,32,blocks/5/attention/query/kernel,181,2.85552715695303050e-07,5.88836206588894129e-04
8,32,blocks/5/attention/query/kernel,182,2.79425876215100288e-07,5.55752078071236610e-04
8,32,blocks/5/attention/query/kernel,183,2.43257602505764225e-07,5.06858166772872210e-04
8,32,blocks/5/attention/query/kernel,184,2.14239534557236766e-07,4.41739190137013793e-04
8,32,blocks/5/attention/query/kernel,185,2.10098875186304213e-07,3.79069300834089518e-04
8,32,blocks/5/attention/query/kernel,186,1.59416359224451298e-07,3.43337655067443848e-04
8,32,blocks/5/attention/query/kernel,187,1.24747899121757655e-07,2.65267619397491217e-04
8,32,blocks/5/attention/query/kernel,188,1.02063005158470332e-07,1.86434539500623941e-04
8,32,blocks/5/attention/query/kernel,189,9.28954264622916526e-08,1.26929720863699913e-04
8,32,blocks/5/attention/query/kernel,190,3.41107053714040376e-08,9.57607917371205986e-05
8,32,blocks/5/attention/query/kernel,191,1.46018725999397248e-08,4.69530314148869365e-05
8,32,blocks/5/attention/query/kernel,192,3.36269373457653842e-10,2.72255965683143586e-05
8,32,blocks/11/attention/query/kernel,1,3.60100675607100129e-04,1.22918207198381424e-02
8,32,blocks/11/attention/query/kernel,2,2.77545826975256205e-04,1.21088540181517601e-02
8,32,blocks/11/attention/query/kernel,3,2.17685053939931095e-04,1.18487626314163208e-02
8,32,blocks/11/attention/query/kernel,4,2.05246600671671331e-04,1.17324804887175560e-02
8,32,blocks/11/attention/query/kernel,5,1.57755130203440785e-04,1.16408839821815491e-02
8,32,blocks/11/attention/query/kernel,6,1.27119550597853959e-04,1.15315113216638565e-02
8,32,blocks/11/attention/query/kernel,7,1.10370958282146603e-04,1.12860174849629402e-02
8,32,blocks/11/attention/query/kernel,8,9.25904823816381395e-05,1.11400233581662178e-02
8,32,blocks/11/attention/query/kernel,9,8.95838602446019650e-05,1.09815858304500580e-02
8,32,blocks/11/attention/query/kernel,10,6.85475388308987021e-05,1.09788980334997177e-02
8,32,blocks/11/attention/query/kernel,11,4.21958102378994226e-05,1.07841687276959419e-02
8,32,blocks/11/attention/query/kernel,12,3.20717663271352649e-05,1.07288612052798271e-02
8,32,blocks/11/attention/query/kernel,13,2.55740778811741620e-05,1.06456242501735687e-02
8,32,blocks/11/attention/query/kernel,14,2.29060024139471352e-05,1.05208307504653931e-02
8,32,blocks/11/attention/query/kernel,15,2.03332856472115964e-05,1.04769691824913025e-02
8,32,blocks/11/attention/query/kernel,16,1.87543701031245291e-05,1.04168895632028580e-02
8,32,blocks/11/attention/query/kernel,17,1.75283912540180609e-05,1.03097353130578995e-02
8,32,blocks/11/attention/query/kernel,18,1.74634042195975780e-05,1.01268077269196510e-02
8,32,blocks/11/attention/query/kernel,19,1.60134532052325085e-05,1.00171081721782684e-02
8,32,blocks/11/attention/query/kernel,20,1.53908949869219214e-05,1.00020216777920723e-02
8,32,blocks/11/attention/query/kernel,21,1.48984772749827243e-05,9.95792914181947708e-03
8,32,blocks/11/attention/query/kernel,22,1.41537057061214000e-05,9.78965964168310165e-03
8,32,blocks/11/attention/query/kernel,23,1.35551999846938998e-05,9.68072284013032913e-03
8,32,blocks/11/attention/query/kernel,24,1.31265423988224939e-05,9.62324813008308411e-03
8,32,blocks/11/attention/query/kernel,25,1.28289757412858307e-05,9.59353614598512650e-03
8,32,blocks/11/attention/query/kernel,26,1.22245555758127011e-05,9.53647587448358536e-03
8,32,blocks/11/attention/query/kernel,27,1.15579723569680937e-05,9.42768901586532593e-03
8,32,blocks/11/attention/query/kernel,28,1.12755278678378090e-05,9.36608761548995972e-03
8,32,blocks/11/attention/query/kernel,29,1.04371556517435238e-05,9.25837457180023193e-03
8,32,blocks/11/attention/query/kernel,30,1.02444500953424722e-05,9.18858777731657028e-03
8,32,blocks/11/attention/query/kernel,31,9.73846636043163016e-06,9.09002125263214111e-03
8,32,blocks/11/attention/query/kernel,32,9.58353484747931361e-06,9.05804801732301712e-03
8,32,blocks/11/attention/query/kernel,33,9.42079168453346938e-06,8.98355990648269653e-03
8,32,blocks/11/attention/query/kernel,34,9.09387017600238323e-06,8.93267057836055756e-03
8,32,blocks/11/attention/query/kernel,35,8.81725190993165597e-06,8.82391072809696198e-03
8,32,blocks/11/attention/query/kernel,36,8.51017830427736044e-06,8.79686325788497925e-03
8,32,blocks/11/attention/query/kernel,37,8.19407159724505618e-06,8.72488599270582199e-03
8,32,blocks/11/attention/query/kernel,38,8.08486856840318069e-06,8.62000882625579834e-03
8,32,blocks/11/attention/query/kernel,39,7.75181706558214501e-06,8.53268057107925415e-03
8,32,blocks/11/attention/query/kernel,40,7.65865479479543865e-06,8.44465289264917374e-03
8,32,blocks/11/attention/query/kernel,41,7.45687657399685122e-06,8.41985922306776047e-03
8,32,blocks/11/attention/query/kernel,42,7.29437897462048568e-06,8.35229083895683289e-03
8,32,blocks/11/attention/query/kernel,43,6.98333224136149511e-06,8.34230147302150726e-03
8,32,blocks/11/attention/query/kernel,44,6.97426048645866103e-06,8.25164467096328735e-03
8,32,blocks/11/attention/query/kernel,45,6.79609047438134439e-06,8.18179268389940262e-03
8,32,blocks/11/attention/query/kernel,46,6.65779953124001622e-06,8.03918857127428055e-03
8,32,blocks/11/attention/query/kernel,47,6.60418072584434412e-06,8.02499148994684219e-03
8,32,blocks/11/attention/query/kernel,48,6.26890141575131565e-06,7.91225116699934006e-03
8,32,blocks/11/attention/query/kernel,49,6.17647401668364182e-06,7.87278544157743454e-03
8,32,blocks/11/attention/query/kernel,50,6.07862284596194513e-06,7.82427843660116196e-03
8,32,blocks/11/attention/query/kernel,51,6.00171051701181568e-06,7.76562653481960297e-03
8,32,blocks/11/attention/query/kernel,52,5.88134389545302838e-06,7.73146329447627068e-03
8,32,blocks/11/attention/query/kernel,53,5.72025919609586708e-06,7.66500411555171013e-03
8,32,blocks/11/attention/query/kernel,54,5.51503899259842001e-06,7.64973927289247513e-03
8,32,blocks/11/attention/query/kernel,55,5.48458410776220262e-06,7.58279068395495415e-03
8,32,blocks/11/attention/query/kernel,56,5.40256496606161818e-06,7.43781309574842453e-03
8,32,blocks/11/attention/query/kernel,57,5.29919634573161602e-06,7.37722171470522881e-03
8,32,blocks/11/attention/query/kernel,58,5.19022160005988553e-06,7.30517879128456116e-03
8,32,blocks/11/attention/query/kernel,59,5.02772945765173063e-06,7.27278459817171097e-03
8,32,blocks/11/attention/query/kernel,60,4.96760367241222411e-06,7.18736555427312851e-03
8,32,blocks/11/attention/query/kernel,61,4.85538475913926959e-06,7.13457539677619934e-03
8,32,blocks/11/attention/query/kernel,62,4.77183721159235574e-06,7.08361342549324036e-03
8,32,blocks/11/attention/query/kernel,63,4.64439062852761708e-06,6.96016428992152214e-03
8,32,blocks/11/attention/query/kernel,64,4.51874302598298527e-06,6.87534362077713013e-03
8,32,blocks/11/attention/query/kernel,65,4.46480089522083290e-06,6.83567952364683151e-03
8,32,blocks/11/attention/query/kernel,66,4.36898289990494959e-06,6.72027468681335449e-03
8,32,blocks/11/attention/query/kernel,67,4.34834873885847628e-06,6.67889602482318878e-03
8,32,blocks/11/attention/query/kernel,68,4.17009096054243855e-06,6.63605611771345139e-03
8,32,blocks/11/attention/query/kernel,69,4.14480246035964228e-06,6.59614475443959236e-03
8,32,blocks/11/attention/query/kernel,70,4.03088097300496884e-06,6.58902479335665703e-03
8,32,blocks/11/attention/query/kernel,71,3.91176672565052286e-06,6.52857497334480286e-03
8,32,blocks/11/attention/query/kernel,72,3.90106242775800638e-06,6.47109560668468475e-03
8,32,blocks/11/attention/query/kernel,73,3.85232669941615313e-06,6.39766920357942581e-03
8,32,blocks/11/attention/query/kernel,74,3.75380182049411815e-06,6.36266684159636497e-03
8,32,blocks/11/attention/query/kernel,75,3.67874895346176345e-06,6.26693759113550186e-03
8,32,blocks/11/attention/query/kernel,76,3.64684683518134989e-06,6.20520208030939102e-03
8,32,blocks/11/attention/query/kernel,77,3.49909828400996048e-06,6.16262666881084442e-03
8,32,blocks/11/attention/query/kernel,78,3.47411855727841612e-06,6.12425012513995171e-03
8,32,blocks/11/attention/query/kernel,79,3.39535222337872256e-06,6.00361637771129608e-03
8,32,blocks/11/attention/query/kernel,80,3.34306628246849868e-06,5.95068139955401421e-03
8,32,blocks/11/attention/query/kernel,81,3.29749673255719244e-06,5.91213442385196686e-03
8,32,blocks/11/attention/query/kernel,82,3.24373604598804377e-06,5.82445040345191956e-03
8,32,blocks/11/attention/query/kernel,83,3.22945447805977892e-06,5.80546725541353226e-03
8,32,blocks/11/attention/query/kernel,84,3.14536850964941550e-06,5.74167072772979736e-03
